nr,skjal_nr,heimilisfang,tegund,nidurstada,spurning
29269 (01.26.130.4),BN029269,Ármúli 1,ofanábygging,Frestað. Vísað til athugasemda á umsóknarblaði.,"Sótt er um leyfi til þess að byggja fimm hæða ofanábyggingu úr steinsteypu og gleri að og ofaná   norðausturhorn 2. hæðar atvinnuhússins á lóð nr. 1 við Ármúla.  Samþykki f.h. eigenda Ármúla 1A dags. 17. maí 2004, bréf burðarvirkishönnuðar dags. 15. maí 2004 og bréf VSI vegna brunahönnunar dags. 14. maí 2004 fylgja erindinu.  Stærð: Viðbygging 1. hæð 26,9 ferm., 2. hæð 106,9 ferm., 3.-6. hæð 329,3 ferm. hver hæð, 7. hæð 250,5 ferm., samtals 1701,5 ferm., 5750,7 rúmm.  Gjald kr. 5.400 + 310.538"
29375 (01.26.500.1 04),BN029375,Ármúli 27,breyting inni,Samþykkt. Samræmist ákvæðum laga nr. 73/1997. Áskilin lokaúttekt byggingarfulltrúa.,Sótt er um leyfi til þess að breyta innra skipulagi 1. hæðar Ármúla 27 (matshluta 04 og 05) á lóð nr. 28 við Suðurlandsbraut og 25-27 við Ármúla.  Gjald kr. 5.400
29285 (01.67.201.3),BN029285,Bauganes 7,stækkun og br.,Samþykkt. Samræmist ákvæðum laga nr. 73/1997. Með vísan til samþykktar borgarráðs frá 1. september 1998 skal utanhúss- og lóðarfrágangi vera lokið eigi síðar en innan tveggja ára frá útgáfu byggingarleyfis að viðlögðum dagsektarákvæðum 57. gr. skipulags- og byggingarlaga nr. 73/1997.,"Sótt er um leyfi til þess að byggja viðbyggingu við kjallara og 1. hæð norðurhliðar ásamt tröppum niður í garð íbúðarhússins á lóð nr. 7 við Bauganes.  Samþykki meðeigenda dags. 21. apríl 2004 fylgir erindinu.  Stærð: Viðbygging kjallari 10 ferm., 1. hæð 10,2 ferm., samtals 20,2 ferm., 63,1 rúmm.  Gjald kr. 5.400 + 3.407"
29394 (01.13.521.2),BN029394,Bárugata 32,reyndarteikningar,Frestað. Vísað til athugasemda á umsóknarblaði.,Sótt er um samþykki fyrir núverandi fyrirkomulagi í húsinu á lóðinni nr. 32 við Bárugötu.  Gerð er grein fyrir breytingum á innra skipulagi og áður gerðri íbúð í kjallara hússins.  Gjald kr. 5.400
29395 (01.81.7-9.9),BN029395,Breiðagerði,mötuneytiseldhús á 2. hæð o.fl.,Frestað. Vísað til athugasemda á umsóknarblaði.,Sótt er um leyfi til að koma fyrir mötuneytiseldhúsi á annarri hæð í nýbyggingu Breiðagerðisskóla á lóðinni nr. 20 við Breiðagerði. Jafnframt er sótt um leyfi fyrir ýmsum áður gerðum breytingum á eldra húsi í samræmi við uppmælingu.  Gjald kr. 5.400
28262 (01.82.630.5),BN028262,Byggðarendi 10,stækka íb í kjallara og fella niður stiga,Frestað. Lagfæra skráningu.,"Sótt er um leyfi til að fella niður stiga milli hæða í húsinu nr. 10 við Byggðarenda. Jafnframt verði íbúð stækkuð og gluggum breytt á neðri hæð, en vinnuherbergi verði áfram eignatengd efri hæð.  Gjald kr. 5.100"
26454 (04.94.830.1),BN026454,Dalsel 1-17,nr. 11 - nýting á þakrými,Samþykkt. Samræmist ákvæðum laga nr. 73/1997.,"Sótt er um leyfi til að koma fyrir þakgluggum og  taka í notkun þakrými (geymslurými) sem tengist íbúð 0301 í húsinu nr. 11 (matshl. 06) á lóðinni nr. 1-17 við Dalsel.  Samþykki meðeigenda (á teikn.) í matshl. 06 fylgir erindinu.  Stærð: Stækkun, íbúð 0301 37,4 ferm.  Gjald kr. 5.100"
29411 (01.71.301.1),BN029411,Drápuhlíð 46,áður gerð íbúð í kjallara,Samþykkt. Samræmist ákvæðum laga nr. 73/1997.,"Sótt er um samþykki fyrir áður gerðri íbúð í kjallara hússins á lóðinni nr. 46 við Drápuhlíð.  Samþykki meðeigenda dags. í maí 2004, skoðunarskýrsla byggingarfulltrúa dags. 27. apríl 2004 og virðingargjörð dags. 1. apríl 1951 fylgja erindinu.  Gjald kr. 5.400"
27856 (01.35.710.4),BN027856,Efstasund 35,fjölbýlish. m. 3 íb.,"Frestað. Vísað til athugasemda á umsóknarblaði. Málinu vísað til umsagnar Verkfræðistofu vegna ljósastaurs og tengikassa í gangstétt, framan við fyrirhugað bílsatæði.","Að lokinni grenndarkynningu byggingarleyfisumsóknar er lagt fram að nýju bréf frá afgreiðslufundi byggingarfulltrúa 23.09.03. Sótt er um leyfi til þess að rífa núverandi einbýlishús og byggja tvílyft steinsteypt fjölbýlishús með þrem íbúðum og geymsluskúr úr steinsteypu fyrir hjól og vagna á lóð nr. 35 við Efstasund skv. uppdr. Arkís, dags. 2.09.03.   Útskrift úr gerðabók embættisafgreiðslufundar skipulagsfulltrúa frá 5. september 2003 og umsögn skipulagsfulltrúa dags. 3. september 2003 fylgja erindinu. Málið var í kynningu frá 1. til 30. október 2003. Athugasemdabréf bárust frá eigendum að Efstasundi 36, dags. 30.10.03 og Kristni Gíslasyni, Efstasundi 33, ásamt undirskriftalista með nöfnum 31 íbúa við Efstasund, dags. 30.10.03. Einnig lagðir fram breyttir uppdrættir, dags. 24.02.04 ásamt skuggavarpi og og umsögn skipulagsfulltrúa, dags. 3. nóvember 2003, breytt 27. febrúar 2004.  Stærð: Niðurrif íbúðarhús fastanr. 201-8320 samþykkt 65,1 ferm.  Fjölbýlishús 1. hæð 142,2 ferm. 2. hæð 116,2 ferm., samtals 258,4 ferm., 723,3 rúmm., hjólageymsla o.fl. 12,9  ferm., 28 rúmm.  Gjald kr. 5.100 + 40.570"
22791 (01.41.200.3),BN022791,Efstasund 90,Viðbygging og bílskúr,Frestað. Lagfæra skráningu. Grenndarkynningu ólokið.,"Sótt er um leyfi til þess að byggja bílskúr á lóð, byggja viðbyggingar að austur- og norðurhlið, breyta innra fyrirkomulagi og byggja svalir á suðurhlið fyrstu og annarrar hæðar hússins á lóðinni nr. 90 við Efstasund. Einnig er sótt um að breyta skráningu hússins og sameina íbúðir á fyrstu og annarri hæð í eina eign.  Samþykki nágranna að Efstasundi 88 og Langholtsvegi 95 (á teikn.) fylgir erindinu.  Stærð: Bílskúr 35 ferm. og 115,5 rúmm.   Viðbyggingar við hús 24,0 ferm. og 142,3 rúmm.   Gjald kr. 4.100 + 13.921"
29407 (00.00.000.0),BN029407,Engjavegur 6,valmaþak á hús 1 og 2,Frestað. Vísað til athugasemda á umsóknarblaði.,Sótt er um leyfi til þess að setja valmaþak á hús nr. eitt og tvö (matshl. 02 og 04) á lóðinni nr. 6 við Engjaveg.  Stærð: Stækkun xx  Gjald kr. 5.400 +xx
