nr,skjal_nr,heimilisfang,tegund,nidurstada,spurning
30659 (01.14.030.8),BN030659,Austurstræti 17,br. verslun,Frestað. Vísað til athugasemda á umsóknarblaði.,Sótt er um leyfi til þess að breyta innra skipulagi í kjallara og í verslun á fyrstu hæð hússins á lóðinni nr. 17 við Austurstræti.  Gjald kr. 5.400
30470 (01.84.710.6 02),BN030470,Álfaland 4,gluggar á suðausturhlið kjallara,Samþykkt. Samræmist ákvæðum laga nr. 73/1997.,Sótt er um leyfi til að koma fyrir gluggum á suðausturhlið geymslu og tómstundaherbergis í kjallara hússins nr. 2-4 við Álfaland.  Bréf meðumsækjenda dags. 25. nóvember 2004 fylgir erindinu.  Samþykki meðeigenda áritað á teikningu og dags. 8. desember 2004 fylgir erindinu.  Gjald kr. 5.400
30259 (01.29.210.2),BN030259,Ármúli 26,"þak, br. inni og úti",Samþykkt. Samræmist ákvæðum laga nr. 73/1997. Áskilin lokaúttekt byggingarfulltrúa. Með vísan til samþykktar borgarráðs frá 1. september 1998 skal utanhúss- og lóðarfrágangi vera lokið eigi síðar en innan tveggja ára frá útgáfu byggingarleyfis að viðlögðum dagsektarákvæðum 57. gr. skipulags- og byggingarlaga nr. 73/1997.,"Sótt er um leyfi til þess að breyta innra skipulagi beggja hæða, byggja milliloft fyrir loftræstirými, breyta glerþaki yfir  áður ""garði"" á 2. hæð með upplyftu þaki, breyta gluggum og dyrum á 1. hæð, byggja skyggni yfir aðalinngang að verslun 1. hæð, fjölga bílastæðum um tvö  og gerð er grein fyrir inntaksrými undir hluta 1. hæðar atvinnuhússins á lóð nr. 26 við Ármúla.   Erindið var grenndarkynnt frá 3. nóvember til 1. desember 2004. Engar athugasemdir bárust.  Bréf hönnuðar dags. 18. nóvember 2004 fylgir erindinu.  Stærð: Áður gerður kjallari 16,5 ferm., 38,8 rúmm., milliloft 52,3 ferm. og þar af 39,3 ferm. með salarhæð undir 1,8 m,  rúmmálsaukning vegna breytts þaks 29,2 rúmm.  Gjald kr. 5.400 + 3.672"
30638 (01.35.420.7),BN030638,Ásvegur 10,kvistur,Frestað. Vísað til athugasemda á umsóknarblaði.,Sótt er um samþykki fyrir áður gerðri áhaldageymslu við bílskýli og áður gerðum kvisti á norðurþekju hússins á lóðinni nr. 10 við Ásveg.  Stærð: Stækkun áhaldageymsla xx kvistur xx  Gjald kr. 5.400 + xx
30623 (02.40.770.2),BN030623,Bakkastaðir 79-79B,3 sólskálar,Frestað. Lagfæra skráningu.,"Sótt er um leyfi til þess að byggja sólskála á norðursvalir 2. hæðar fjölbýlishússins á lóð nr. 79 við Bakkastaði.  Ath. erindi mjög svipaðs eðlis var samþykkt 16. október 2001, gluggapóstum hefur verið lítillega breytt.  Samþykki meðeigenda dags. 6. desember fylgir erindinu.  Stærð: Sólskálar (3 stk.) samtals 24,7 ferm., 58,9 rúmm.  Gjald kr. 5.400 + 3.181"
30420 (01.18.451.1),BN030420,Baldursgata 13,áður gerðar br. í kj.,Samþykkt. Samræmist ákvæðum laga nr. 73/1997. Afmörkun ósamþykktrar íbúðar er gerð með vísan til 15. gr. reglugerðar nr. 910/2000.,"Sótt er um samþykki fyrir breyttu innra skipulagi kjallara þar með talið fyrir afmörkun ósamþykktrar íbúðar í fjölbýlishúsinu á lóð nr. 13 við Baldursgötu.  Samþykki meðeigenda dags. 26. október 2004, umboð vegna undirskriftar ódags. ásamt afsali fyrir séreign í kjallara innfært 29. janúar 1988fylgja erindinu.  Gjald kr. 5.400"
30627 (01.18.021.1),BN030627,Bergstaðastræti 12,"nr. 12A rífa ris, byggja hæð og ris",Frestað. Vísað til athugasemda á umsóknarblaði.,Sótt er um leyfi til þess að byggja steinsteypta viðbyggingu sem er þrjár hæðir og ris að suðurhlið húss og rífa rishæð og byggja í hennar stað hæð og ris ofan á húsið nr. 12A (matshl. 01) við Bergstaðastræti.  Eftir breytinguna verða tólf íbúðir í húsinu en eru nú þrjár.  Stærð: xx  Gjald kr. 5.400 + xx
30583 (01.18.021.1 03),BN030583,Bergstaðastræti 12B,viðbygging 4 íbúðir,Frestað. Vísað til athugasemda á umsóknarblaði.,Sótt er um leyfi til að rífa framhlið hússins nr. 12B á lóðinni nr. 12 við Bergstaðatræti og byggja þess í stað viðbyggingu meðfram allri hliðinni. Jafnframt verði komið fyrir fjórum íbúðum í húsinu og átta bílastæðum á lóðinni.  Samkvæmt samþykktum teikningum eru vinnustofa og íbúð í húsinu.  Stækkun: xx  Gjald kr. 5.400 + xx
30647 (01.24.780.2),BN030647,Bollagata 8,reyndarteikningar,Frestað. Vísað til athugasemda á umsóknarblaði.,Sótt er um samþykki fyrir áður gerðum breytingum í kjallara þar með talið fyrir afmörkun ósamþykktrar íbúðar (0002) í fjölbýlishúsinu á lóð nr. 8 við Bollagötu.  Samþykki meðeigenda dags. 3. desember 2004 fylgir erindinu.  Gjald kr. 5.400
30651 (01.23.200.2),BN030651,Borgartún 34 og 36,breytingar,Frestað. Vísað til athugasemda á umsóknarblaði.,"Sótt er um samþykki fyrir núverandi fyrirkomulagi í húsi nr. 34 (matshl. 01) á lóðinni nr. 34-36 við Borgartún.  Gerð er grein fyrir breytingum á eldvörnum hússins og breytingum á innra fyrirkomulagi gistiheimilis á annarri, þriðju og fjórðu hæð.  Gjald kr. 5.400"
26043 (01.25.010.1 01),BN026043,Brautarholt 22,reyndarteikn.veitingahús,Frestað. Vísað til athugasemda á umsóknarblaði.,Sótt er um samþykki fyrir leiðréttum teikningum af innra fyrirkomulagi fyrstu hæðar hússins á lóðinni nr. 22 við Brautarholt.  Gerð er grein fyrir breytingu á kæli- og frystigeymslu og einnig er sýnt skýli fyrir loftpressu undir húsvegg á austurhlið.  Samþykki meðeigenda og samþykki eigenda Skipholts 21 (á teikn.) fylgir erindinu.  Gjald kr. 5.400
29903 (01.45.411.4),BN029903,Dugguvogur 7,"áður gerðar br.,gistih.",Frestað. Lagfæra skráningu.,"Sótt er um leyfi fyrir áður gerðum breytingum á innra fyrirkomulagi hússins, úr verkstæði í gistiheimili með samtals 8 gistirýmum, á annarri og þriðju hæð ásamt útlitsbreytingu á vesturhlið atvinnuhússins á lóð nr. 7 við Dugguvog.   Jafnframt er erindi 25546 dregið til baka.  Ljósrit af eignaskiptayfirlýsingu dags. 1. júní 1979 og fundargerð húsfundar dags. 19. nóvember 2004 fylgja erindinu.  Gjald kr. 5.400 + 5.400"
30561 (01.74.540.1),BN030561,Efstaleiti 1,reyndarteikningar,Samþykkt. Samræmist ákvæðum laga nr. 73/1997. Áskilin lokaúttekt byggingarfulltrúa. Áskilið samþykki heilbrigðiseftirlits.,"Sótt er um samþykki fyrir áður gerðri stækkun eldhúss í áður óráðstafað rými á 1. hæð, fyrir breytingu áður bílastæða á norðvesturhluta 1. hæðar í leikmyndageymslu, breytingu á innra skipulagi vinnuaðstöðu á 2. hæð ásamt samþykki fyrir uppfærðri afstöðumynd sem sýnir 29 viðbótar bílastæði svipað og samþykkt var 2001 norðan við Útvarpshúsið á lóð nr. 1 við Efstaleiti.  Jafnframt er erindi 22278 dregið til baka.  Gjald kr. 5.400"
30661 (01.24.410.1),BN030661,Einholt 2,br. á íbúðum 3. h,Frestað. Vísað til athugasemda á umsóknarblaði.,"Sótt er um leyfi til þess að breyta innra skipulagi íbúða á 3. hæð, breyta skiptingu milli íbúða 3. hæðar og stærð stigahúsa sömu hæðar fjöleignarhússins á lóð nr. 2 við Einholt.  Bréf hönnuðar dags. 7. desember 2004 fylgir erindinu.  Gjald kr. 5.400"
30616 (32.47.531.0),BN030616,Esjugrund 62,byggja bílskúr,Frestað. Vísað til athugasemda á umsóknarblaði.,"Sótt er um leyfi til þess að byggja bílskúr úr steinsteypu á lóðinni nr. 62 við Esjugrund.  Útskrift úr gerðabók embættisafgreiðslufundar skipulagsfulltrúa frá 10. desember 2004 fylgir erindinu.  Stærð: Bílskúr 34,3 ferm. og 113,2 rúmm.  Gjald kr. 5.400 +6.113"
30644 (01.27.010.5),BN030644,Flókagata 62,"sólstofa, reyndarteikning",Frestað. Vísað til athugasemda á umsóknarblaði. Að þeim uppfylltum verður málið sent skipulagsfulltrúa til ákvörðunar um grenndarkynningu.,"Sótt er um samþykki fyrir áður gerðum breytingum á innra fyrirkomulagi í kjallara og leyfi til þess að byggja sólhýsi á hluta svala efstu hæðar íbúðarhússins á lóð nr. 62 við Flókagötu.  Útskrift úr gerðabók embættisafgreiðslufundar skipulagsfulltrúa (v. fyrirspurnar) frá 16. apríl 2004 fylgir erindinu. Umboð eins eiganda dags. 3. júní 2004 fylgir erindinu.  Stærð: Stækkun sólhýsi 15,3 ferm. og 36,7 rúmm.  Gjald kr. 5.400 + 1.982"
30653 (01.75.120.1),BN030653,Flugvallarv. Keiluh.,skrifstofubygging,Frestað. Vísað til athugasemda á umsóknarblaði. Málinu vísað til umsagnar skipulagsfulltrúa.,"Sótt er um leyfi til þess að byggja við núverandi sorpgeymslu og byggja 2. hæð fyrir skrifstofu þar ofan á, minnka nýsamþykkta viðbyggingu við suðurhlið og fjölga  bílastæðum á lóð Keiluhallarinnar við Flugvallaveg.  Stærð: Nýsamþykkt viðbygging var samtals 590,9 ferm. verður xxx  Gjald kr. 5.400 + xxx"
