nr,skjal_nr,heimilisfang,tegund,nidurstada,spurning
29908 (01.43.430.1),BN029908,Álfheimar 74,"ofanábygging, 3.h",Frestað. Vísað til athugasemda á umsóknarblaði.,"Sótt er um leyfi til þess að stækka inndregna léttbyggða ofanábyggingu ofan á 2. hæð norðvesturhluta Glæsibæjar (matshluta 01) og innrétta  hæðina fyrir heilsugæslustöð á lóð nr. 74 við Álfheima.  Umsögn brunahönnuðar dags. 4. ágúst 2004 og bréf hönnuðar dags. 3. ágúst 2004 fylgja erindinu.  Stærð: Ofanábygging (3. hæð) verður 777,7 ferm. og 3350,9 rúmm. eða 106 ferm stækkun.  Gjald kr. 5.400 + xxx"
29837 (01.18.030.9),BN029837,Bergstaðastræti 13,br atvinnuhúsn. í íbúðir,Frestað. Vísað til athugasemda á umsóknarblaði.,Sótt er um leyfi til þess að breyta atvinnuhúsnæði á fyrstu og annarri hæð í tvær íbúðir í matshluta 02 á lóðinni nr. 13 við Bergstaðastræti.  Gjald kr. 5.400
29902 (01.25.120.3),BN029902,Bolholt 6-8,nr. 6 breytingar 03.01,Frestað. Vísað til athugasemda á umsóknarblaði.,Sótt er um leyfi til að breyta herbergjaskipan á 3. hæð í eignarhluta 0301 á lóð nr. 6-8 við Bolholt.  Gjald kr. 5.400
29919 (01.82.631.1),BN029919,Byggðarendi 22,klæðning,Samþykkt. Samræmist ákvæðum laga nr. 73/1997. Með vísan til samþykktar borgarráðs frá 1. september 1998 skal utanhúss- og lóðarfrágangi vera lokið eigi síðar en innan tveggja ára frá útgáfu byggingarleyfis að viðlögðum dagsektarákvæðum 57. gr. skipulags- og byggingarlaga nr. 73/1997.,Sótt er um leyfi til þess að einangra og klæða með álklæðningu útveggi einbýlishússins á lóð nr. 22 við Byggðarenda.  Ástandskoðun útveggja dags. júlí 2004 fylgir erindinu.  Gjald kr. 5.400
29628 (00.00.000.0 09),BN029628,Bæjarháls 1,tengigangur kj.,Frestað. Vísað til athugasemda á umsóknarblaði.,"Sótt er um að ljúka við gerð tengigangs í kjallara (hæð -3) höfuðstöðva OR og tengja hann við norðurhús á lóð nr. 1 við Bæjarháls.  Stærð: Stækkun tengigangs 293,5 ferm., 2856,6 rúmm.  Gjald kr. 5.400 + 154.256"
29627 (00.00.000.0 09),BN029627,Bæjarháls 1,"endurskipul. skemmu, milliloft",Frestað. Vísað til athugasemda á umsóknarblaði.,"Sótt er um leyfi til þess að breyta innra skipulagi norðurhúss (áður Réttarháls 4), koma fyrir nýjum steyptum stiga milli 1. og 3. hæðar ásamt fólks- og vörulyftu, rífa núverandi millipall við norðurhlið og byggja nýjan millipall milli skrifstofu- og verkstæðishluta framkvæmdasviðs OR, breyta lítillega útliti og steypa stoðvegg frá norðurhúsi að og meðfram hluta vesturlóðamarka ásamt útigeymslu á lóð nr. 1 við Bitruháls.  Brunahönnun VSI dags. 31. maí 2004 og útskrift úr gerðabók embættisafgreiðslufundar skipulagsfulltrúa frá 9. júlí 2004  fylgja erindinu.  Stærð: Hús var 5451.6 ferm. verður 5846,8 ferm., var 33942.2 rúmm. verður 35871,9 rúmm.  Útigeymsla (B-rými) 77,5 ferm., 251,9 rúmm.  Gjald kr. 5.400 + 5.400 + 117.807"
29903 (01.45.411.4),BN029903,Dugguvogur 7,áður gerðar breytingar,Frestað. Vísað til athugasemda á umsóknarblaði.,"Sótt er um leyfi fyrir áður gerðum breytingum á innra fyrirkomulagi hússins, úr verkstæði í gistiheimili, á annarri og þriðju hæð ásamt útlitsbreytingu á vesturhlið byggingar á lóð nr. 7 við Dugguvog.   Gjald kr. 5.400"
29286 (01.19.340.4),BN029286,Egilsgata 3,reyndarteikn. o. fl.,Samþykkt. Samræmist ákvæðum laga nr. 73/1997. Áskilin lokaúttekt byggingarfulltrúa. Áskilið samþykki heilbrigðiseftirlits.,"Sótt er um samþykki fyrir núverandi innra skipulagi, endurbótum eldvarna og leyfi til þess að setja upp handrið framan við björgunarop á suðurhlið 6. hæðar Domus Medica á lóð nr. 3 við Egilsgötu.  Jafnframt er erindi 29028 dregið til baka.  Brunahönnun VSI dags. 21. apríl 2004 og bréf hönnuðar dags. 20. apríl 2004 fylgja erindinu.  Gjald kr. 5.400"
29912 (04.30.430.1 02),BN029912,Fossháls 27,27-29 breytingar,Frestað. Vísað til athugasemda á umsóknarblaði.,Sótt er um leyfi til þess að breyta innra skipulagi þannig að eining 0101 minnkar en 0102 stækkar og stækkun á stigahúsi á 1. hæð í atvinnuhúsnæði á lóð nr. 27-29 við Fossháls.   Gjald kr. 5.400
29249 (01.18.230.9),BN029249,Frakkastígur 20,reyndarteikningar,Frestað. Lagfæra skráningu.,Sótt er um samþykki fyrir núverandi fyrirkomulagi í húsinu nr. 20 við Frakkastíg.  Gerð er grein fyrir áður gerðri íbúð (eign 0001) og áður gerðum stiga milli kjallara og fyrstu hæðar hússins.  Skoðunarskýrsla byggingarfulltrúa (eign 0001) dags. 7. maí og 29. júlí 2004 fylgir erindinu.   Virðingargjörð dags. 15. mars 1957 fylgir erindinu. Umsögn burðavirkishönnuðar vegna timburstiga dags. 2. júlí 2004 fylgir erindinu.  Gjald kr. 5.400
