nr,skjal_nr,heimilisfang,tegund,nidurstada,spurning
29879 (04.94.310.5),BN029879,Akrasel 16,breyting inni og úti,Samþykkt. Samræmist ákvæðum laga nr. 73/1997.,"Sótt er um leyfi til þess að klæða þak og þakkant með bárujárni, skipta um glugga, hurðir og gler, breyta kjallarastiga, setja upp reykrör og arinnofn, klæða alla veggi og loft með gifsi, skipta um gólfefni og breyta innra skipulagi einbýlishússins á lóð nr. 16 við Akrasel.  Samþykki nágranna Akraseli 14 vegna sorptunnuskýlis fylgir erindinu á teikningum.  Umsögn burðavirkishönnuðar dags. 22. september 2004 fylgir erindinu.  Gjald kr. 5.400"
30052 (04.64.260.2),BN030052,Arahólar 2-6,nr. 2-4 lokun svala,Samþykkt. Samræmist ákvæðum laga nr. 73/1997. Með vísan til samþykktar borgarráðs frá 1. september 1998 skal utanhúss- og lóðarfrágangi vera lokið eigi síðar en innan tveggja ára frá útgáfu byggingarleyfis að viðlögðum dagsektarákvæðum 57. gr. skipulags- og byggingarlaga nr. 73/1997.,"Sótt er um leyfi til þess að setja upp svalalokun á öllum svölum á öllum hæðum fjölbýlishússins nr. 2-4 á lóð nr. 2-6 við Arahóla.  Samþykki sumra meðlóðarhafa dags. 22. ágúst 2004, samþykki f.h. húsfélagsins Arahólum 6 dags. 16. september 2004 og úttekt á brunavörnum dags. 23. september 2004 fylgja  erindinu.  Stærð: Svalaskýli 1.-7. hæð húss nr. 2 (matshl. 01) samtals 222,5 ferm., 592,8 rúmm. og húss nr. 4 (matshl. 02) samtals 222,5 ferm., 592,8 rúmm.  Gjald kr. 5.400 + 5.400 + 64.022"
30265 (01.43.430.1),BN030265,Álfheimar 74,"tækniklefi, hækka gólf",Samþykkt. Samræmist ákvæðum laga nr. 73/1997. Áskilin lokaúttekt byggingarfulltrúa. Áskilið samþykki heilbrigðiseftirlits.,"Sótt er um leyfi til þess að hækka uppbyggt gólf á 3. hæð vegna lagnaleiða og hækka þak yfir smá hluta 3. hæðar fyrir loftræstiklefa nýsamþykktrar ofanábyggingar fyrir heilsugæslustöðina í Glæsibæ á lóð nr. 74 við Álfheima.  Umsögn brunahönnuðar vegna breytinga dags. 14. október 2004 fylgir erindinu.  Stærð: Milligólf fyrir tæknirými 41,9 ferm., þar af 19,7 ferm. með salarhæð undir 1,8 m. Rúmmálsaukning 556 rúmm.  Gjald 5.400 + 30.024"
30268 (01.17.120.2 01),BN030268,Bankastræti 14,reyndarteikning,Samþykkt. Samræmist ákvæðum laga nr. 73/1997. Samþykktin tekur aðeins til breytinga innanhúss. Áskilin lokaúttekt byggingarfulltrúa. Áskilið samþykki heilbrigðiseftirlits.,Sótt er um samþykki fyrir núverandi innra fyrirkomulagi skyndibitastaðar á fyrstu hæð hússins á lóðinni nr. 14 við Bankastræti.  Afgreiðslusalur er minnkaður og eldhús stækkað.  Á uppdráttum kemur fram að opnunartími staðarins sé að jafnaði frá kl. 9.00 til kl. 22.00.  Bréf hönnuðar dags. 30. september 2004 fylgir erindinu.  Gjald kr. 5.400
30267 (01.18.021.1 03),BN030267,Bergstaðastræti 12B,viðbygging,Synjað. Með vísan til umsagnar skipulagsfulltrúa dags. 22. október 2004.,Sótt er um leyfi til að byggja við húsið nr. 12B á lóðinni nr. 12 við Bergstaðastræti og koma fyrir fjórum íbúðum.  Útskrift úr gerðabók embættisafgreiðslufundar skipulagsfulltrúa frá 22. október 2004 fylgir erindinu.  Gjald kr. 5.400
30356 (00.00.000.0),BN030356,Borgartún 21,breyting á aðaluppdráttum,Frestað. Umsækjandi geri grein fyrir umsókninni þar sem í skjalasafni byggingarfulltrúa er til nákvæmlega eins uppdráttur og lagður er fram með umsókninni.,Sótt er um breytinu á húsnæði Löggildingarstofunnar í vesturhluta kjallara hússins nr. 21 á lóðinni nr. 21-21A við Borgartún.  Gjald kr. 5.400
30326 (01.22.110.1),BN030326,Borgartún 24,leiðréttar teikningar,Frestað. Vísað til athugasemda á umsóknarblaði.,Sótt er um leyfi til þess að færa sorpgeymslu á lóð og samþykki fyrir breytingum á innra fyrirkomulagi í eldhúsi á fyrstu hæð og geymslum í kjallara matshluta 04 á lóðinni nr. 24 við Borgartún.  Gjald kr. 5.400
30348 (01.21.810.1),BN030348,Borgartún 25,innrétta 7.- 8. h + br. í kj.,Frestað. Vísað til athugasemda á umsóknarblaði.,"Sótt er um leyfi til þess innrétta 7. og 8. hæð, innrétta búningsaðstöðu í kjallara og breyta eignartengingu rýma í  kjallara atvinnuhússins á lóð nr. 25 við Borgartún.  Gjald kr. 5.400"
29308 (01.23.20),BN029308,Borgartún 34,fordyrirsbygging o.fl.,Samþykkt. Samræmist ákvæðum laga nr. 73/1997. Áskilin lokaúttekt byggingarfulltrúa.,"Sótt er um leyfi til að gera fordyrisbyggingu úr áli og gleri undir skyggni við núverandi inngang austanvert í húsið nr. 34 við Borgartún.  Útskrift úr gerðabók embættisafgreiðslufundar skipulagsfulltrúa frá 7. maí 2004 og umsögn skipulagsfulltrúa dags. 6. maí 2004 fylgja erindinu.  Stærð: 9,6 ferm. og 28,8 rúmm.  Gjald kr. 5.400 + 1.555"
30269 (01.18.622.0 02),BN030269,Bragagata 29A,"íbúð í risi, breytt útlit",Frestað. Skila skal nýrri íbúðarskoðun að breytingum loknum.,Sótt er um samþykki fyrir áður gerðri íbúð (íb. 0301) á rishæð hússins nr. 29A við Bragagötu.   Jafnframt er innra fyrirkomulagi á hæðinni breytt og sótt um leyfi til þess að koma fyrir gluggum á suðausturgafli hússins.  Afsal dags. 2. október 1950 (íb. 0301) fylgir erindinu.  Úttektarbeiðnir til Rafmagnsstjórnar Reykjavíkur dags. 9. og 12. mars 1951 fylgja erindinu.   Íbúðarskoðun dags. 19. maí 2000 fylgir erindinu.   Þinglýstur kaupsamningur dags. 28. júní 2004 fylgir erindinu.  Samþykki meðeigenda dags. 23. júní 2004 fylgir erindinu.  Gjald kr. 5.400
30175 (01.35.100.1),BN030175,Brúnavegur Hrafnista,br. á sal 1,Frestað. Lagfæra skráningu.,Sótt er um leyfi til þess að breyta stöllun á sætagólfi og aðkomu að sætum í sal 1 í Laugarásbíói á lóð Hrafnistu við Brúnaveg.  Gjald kr. 5.400
30139 (01.67.200.1),BN030139,Einarsnes 36,"skyggni, svalir o.fl.",Samþykkt. Samræmist ákvæðum laga nr. 73/1997. Áskilið samþykki heilbrigðiseftirlits.,"Sótt er um samþykki fyrir núverandi innra skipulagi kjallara, 1. og 2. hæðar ásamt leyfi til þess að byggja skyggni yfir götuhlið verslunar á 1. hæð og svalir fyrir íbúð 2. hæðar á bakhlið matshluta 01 á lóð nr. 36 við Einarsnes.  Samþykki meðlóðarhafa og nágranna dags. 10. september 2004 fylgir erindinu.  Gjald kr. 5.400 + 5.400"
