nr,skjal_nr,heimilisfang,tegund,nidurstada,spurning
30073 (01.14.040.4),BN030073,Austurstræti 8-10,Br. á 1. h,Frestað. Vísað til athugasemda á umsóknarblaði.,Sótt er um leyfi til þess að breyta leikfimisal á 1. hæð í verslunarrými ásamt innri veitingasal fyrir Thorvaldsenbar í atvinnuhúsinu á lóð nr. 8-10 við Austurstræti.  Béf umsækjanda dags. 16. september 2004 fylgir erindinu.  Gjald kr. 5.400
30265 (01.43.430.1),BN030265,Álfheimar 74,"tækniklefi, hækka gólf",Frestað. Vísað til athugasemda á umsóknarblaði.,Sótt er um leyfi til þess að hækka uppbyggt gólf á 3. hæð vegna lagnaleiða og hækka þak yfir smá hluta 3. hæðar fyrir loftræstiklefa nýsamþykktrar ofanábyggingar fyrir heilsugæslustöðina í Glæsibæ á lóð nr. 74 við Álfheima.  Stærð: Rúmmálsaukning 161 rúmm.  Gjald 5.400 + 8.694
30259 (01.29.210.2),BN030259,Ármúli 26,"þak, br. inni og úti",Frestað. Vísað til athugasemda á umsóknarblaði. Málinu vísað til umsagnar skipulagsfulltrúa.,"Sótt er um leyfi til þess að breyta innra skipulagi beggja hæða, byggja milliloft fyrir loftræstirými, loka af áður ""garði"" á 2. hæð með þaki, breyta gluggum og dyrum á 1. hæð, byggja skyggni yfir aðalinngang að verslun 1. hæð og gerð er grein fyrir skriðrými fyrir inntök undir hluta 1. hæðar atvinnuhússins á lóð nr. 26 við Ármúla.   Stærð: Stækkun vegna lokunar ""garðs"" 72,6 ferm., xxx rúmm.  Gjald kr. 5.400 + xxx"
30187 (01.29.210.4),BN030187,Ármúli 30,br. 1. hæð,Samþykkt. Samræmist ákvæðum laga nr. 73/1997. Áskilin lokaúttekt byggingarfulltrúa.,"Sótt er um leyfi til þess að breyta starfsemi og innra fyrirkomulagi á fyrstu hæð, breyta gluggasetningu á vesturhlið og koma fyrir gluggum á suðurgafli hússins á lóðinni nr. 30 við Ármúla.   Ný skráningartafla fylgir erindinu v. breytinga.  Samþykki meðeigenda dags. 29. september 2004 og umsögn burðarvirkishönnuðar dags. 4. október 2004  fylgja erindinu.  Gjald kr. 5.400"
30268 (01.17.120.2 01),BN030268,Bankastræti 14,reyndarteikning,Frestað. Vísað til athugasemda umhverfis- og heilbrigðisstofu,Sótt er um samþykki fyrir núverandi innra fyrirkomulagi skyndibitastaðar á fyrstu hæð hússins á lóðinni nr. 14 við Bankastræti.  Afgreiðslusalur er minnkaður og eldhús stækkað.  Bréf hönnuðar dags. 30. september 2004 fylgir erindinu.  Gjald kr. 5.400
30263 (02.40.430.1),BN030263,Barðastaðir 61,garðstofa,Frestað. Vísað til athugasemda á umsóknarblaði.,"Sótt er um leyfi til þess að breyta reykháf og byggja garðstofu við vesturhlið einbýlishússins á lóð nr. 61 við Barðastaði.  Stærð: Sólstofa 22,2 ferm., 68,6 rúmm.  Gjald kr. 5.400 + 3.715"
30267 (01.18.021.1 03),BN030267,Bergstaðastræti 12B,viðbygging,Frestað. Vísað til athugasemda á umsóknarblaði. Málinu vísað til umsagnar skipulagsfulltrúa.,Sótt er um leyfi til að byggja við húsið nr. 12B á lóðinni nr. 12 við Bergstaðastræti og koma fyrir fjórum íbúðum.  Gjald kr. 5.400
29308 (01.23.20),BN029308,Borgartún 34,fordyrirsbygging o.fl.,Frestað. Lagfæra skráningu.,"Sótt er um leyfi til að gera fordyrisbyggingu úr áli og gleri undir skyggni við núverandi inngang austanvert í húsið nr. 34 við Borgartún.  Útskrift úr gerðabók embættisafgreiðslufundar skipulagsfulltrúa frá 7. maí 2004 og umsögn skipulagsfulltrúa dags. 6. maí 2004 fylgja erindinu.  Stærð: 9,6 ferm. og 28,8 rúmm.  Gjald kr. 5.400 + 1.555"
30269 (01.18.622.0 02),BN030269,Bragagata 29A,breytingar,Frestað. Vísað til athugasemda á umsóknarblaði.,Sótt er um leyfi til þess að afmarka sjálfstæða íbúð á 3. hæð (rishæð) hússins nr. 29A við Bragagötu.   Jafnframt er innra fyrirkomulagi á hæðinni breytt og sótt um leyfi til þess að koma fyrir gluggum á suðaustur- og norðvesturgafli hússins.  Íbúðarskoðun dags. 19. maí 2000 fylgir erindinu. Kaupsamningur dags. 28. júní 2004 fylgir erindinu.  Samþykki meðeigenda dags. 23. júní 2004 fylgir erindinu.  Gjald kr. 5.400
30209 (01.70.222.2),BN030209,Drápuhlíð 19,áður gerðar íbúðir,Frestað. Lagfæra skráningu.,Sótt er um samþykki fyrir áður gerðri íbúð í kjallara og áður gerðri íbúð á rishæð fjölbýlishússins á lóð nr. 19 við Drápuhlíð.  Virðingargjörð dags. 16. maí 1951 og íbúðarskoðun byggingarfulltrúa dags. 22. september 2004 fylgja erindinu.  Gjald kr. 5.400
30045 (04.37.300.7),BN030045,Fjarðarás 13,stækkun innkeyrslu,Samþykkt. Samræmist ákvæðum laga nr. 73/1997.,Sótt er um leyfi til þess að breikka innkeyrslu og fjölga um eitt bílastæði á lóð nr. 13 við Fjarðarás.  Bréf Verkfræðistofu Umhverfis- og tæknisviðs dags. 25. júní 2004 fylgir erindinu.  Gjald kr. 5.400
