nr,skjal_nr,heimilisfang,tegund,nidurstada,spurning
33883 (01.14.021.3),BN033883,Austurstræti 3,breyting inni,Frestað. Vísað til athugasemda á umsóknarblaði. Málinu vísað til skrifstofu gatna- og eignaumsýslu vegna birtuþróa í gangstétt og fráveitukerfis.,"Sótt er um leyfi til að breyta innréttingu götuhæðar og kjallara, til að dýpka kjallara um 1m og til að setja á ný 4 glugga í kjallaravegg götuhliðar fasteignarinnar nr. 3 við Austurstræti.  Málinu fylgir umsögn Húsafriðunarnefndar ríkisins dags. 28. febrúar 2006.  Stærð: Stækkun 135,7 rúmm.  Gjald kr. 6.100 + 8.278"
33895 (01.14.041.8),BN033895,Austurv Póstur og Sím,lyfta a suðvesturgafl,Frestað. Vísað til athugasemda á umsóknarblaði. Málinu vísað til umsagnar skipulagsfulltrúa.,"Sótt er um leyfi til að koma fyrir lyftu á SV gafl hússins á lóðinni nr. 4 við Thorvaldsenstræti.  Stærð: Stækkun 22.4 ferm.,124.3 rúmm.  Gjald kr. 6.100 + 7.582"
33911 (02.42.110.4),BN033911,Bakkastaðir 47,niðurrif,Samþykkt. Samræmist ákvæðum laga nr. 73/1997.,"Sótt er um leyfi til þess að rífa að mestu nýlegt steinsteypt einbýlishús, aðeins verði eftir sökklar og gólfplata ásamt hluta af einum útvegg (bílgeymsla) á lóð nr. 47 við Bakkastaði.  Stærð: Niðurrif fastanúmer 224-4484 samtals 226,1 ferm., 785,2 rúmm.  Gjald kr. 6.100"
33757 (01.67.301.9),BN033757,Bauganes 27A,nýtt einbýlishús,Frestað. Vísað til athugasemda á umsóknarblaði. Sérstök athygli er vakin á of mikilli stærð hússins. Nýtingarhlutfall skal reiknað sbr. gr. 4.27 í byggingarreglugerð nr. 441/1998 með síðari breytingum.,"Sótt er um leyfi til að byggja tvílyft einbýlishús úr forsteyptum einingum með innbyggðum bílskúr á lóðinni nr. 27A við Bauganes.  Stærð: Íbúð 1. hæð 104,3 ferm., íbúð 2. hæð 132 ferm., bílgeymsla 29,2 ferm., samtals 265,5 ferm., 802,2 rúmm.  Gjald kr. 6.100 + 48.934"
33881 (01.67.400.2),BN033881,Baugatangi 4,endurnýjað byggingarleyfi,Samþykkt. Samræmist ákvæðum laga nr. 73/1997. Frágangur á lóðamörkum verði gerður í samráði við lóðarhafa aðliggjandi lóða.,Sótt er um endurnýjun á byggingarleyfi frá 25. apríl 2004 vegna einbýlishússins á lóðinni nr. 4 við Baugatanga.  Gjald kr. 6.100
33702 (04.06.500.2),BN033702,Bíldshöfði 18,skyndibitastaður,Samþykkt. Samræmist ákvæðum laga nr. 73/1997. Áskilin lokaúttekt byggingarfulltrúa. Áskilið samþykki heilbrigðiseftirlits.,"Sótt er um leyfi til að færa til veggi innanhúss, bæta við útihurð, færa neyðarútgang og útbúa kaffistofu starfsfólks í húsi nr. 18 við Bíldshöfða.  Málinu fylgir undirritað samþykki eiganda eignarhluta 0301 dags. 28. apríl 2006.  Málinu fylgir undirritað samþykki eigenda allra eigenda.  Gjald kr. 6.100"
33866 (04.06.200.1),BN033866,Bíldshöfði 9,"br. 8.hæð, br.útlit o.fl.",Frestað. Lagfæra skráningu.,"Sótt er um leyfi fyrir breytingum á notkun 8. hæðar nýsamþykktrar skrifstofu- og þjónustubyggingar, samþykki fyrir breyttu útliti (gluggar og klæðning) og samræming á aðal- og sérteikningum atvinnuhúsnæðisins á lóðinni nr. 9 við Bíldshöfða.  Bréf hönnuðar dags. 25. apríl 2006 og bréf brunahönnuðar dags. 25. apríl 2006 fylgja erindinu.  Gjald kr. 6.100"
32240 (01.70.421.7),BN032240,Blönduhlíð 11,reyndarteikningar af risi,Samþykkt. Samræmist ákvæðum laga nr. 73/1997. Afmörkun ósamþykktrar íbúðar er gerð með vísan til 15. gr. reglugerðar nr. 910/2000.,Sótt er um leyfi fyrir afmörkun á áður gerðri séreign á rishæð hússins á lóðinni nr. 11 við Blönduhlíð.  Samþykki meðeigenda (á teikn.) fylgir erindinu.  Skoðunarskýrsla byggingarfulltrúa dags. 18. janúar 2005 fylgir erindinu.  Þinglýstur kaupsamningur dags. 12. maí 1997 fylgir einnig.  Lagt fram afsal dags. 27. ágúst 1969 og þinglýst skiptalýsing dags. 6. maí 1968.  Gjald kr. 5.700
33244 (00.00.000.0),BN033244,Borgartún 27,reyndarteikn.+ skrán.,Samþykkt. Samræmist ákvæðum laga nr. 73/1997. Frágangur á lóðamörkum verði gerður í samráði við lóðarhafa aðliggjandi lóða. Áskilin lokaúttekt byggingarfulltrúa. Áskilið samþykki heilbrigðiseftirlits.,"Sótt er um samþykki fyrir núverandi innra skipulagi allra hæða ásamt leiðréttingu skráningar atvinnuhússins nr. 27 á lóð nr. 27 og 31 við Borgartún.  Jafnframt er erindi 26750 dregið til baka.  Umsögn brunahönnuðar dags. 20. mars 2006 fylgir erindinu.  Stærð: Bílgeymsla var samþykk sem B-rými 2002 en er nú A-rými samtals 1380,8 ferm. 4243,1 rúmm. Matshluti var samtals 7139,2 ferm. verður nú 8519,5 ferm. (m.bílgeymslu) og var 25144,1 rúmm. verður 29065,8 rúmm.  Gjald kr. 6.100 + 6.100 + 239.224"
33814 (04.23.550.9),BN033814,Bröndukvísl 17,stúdíóíbúð bakhúsi,Samþykkt. Samræmist ákvæðum laga nr. 73/1997. Með vísan til umsagnar skipulagsfulltrúa dags. 5. maí 2006. Áskilin lokaúttekt byggingarfulltrúa.,"Sótt er um að breyta bakhúsi í íbúðarrými á lóðinni Bröndukvísl 17, í húsinu er rekið sambýli.  Jafnframt lögð fram útskrift úr gerðabók embættisafgreiðslufundar skipulagsfulltrúa frá 5. maí 2006 og umsögn skipulagsfulltrúa dags. 5. maí 2006.  Gjald kr. 6.100"
33891 (02.57.620.4),BN033891,Bæjarflöt 13,símaloftnet,Samþykkt. Samræmist ákvæðum laga nr. 73/1997.,"Sótt er um leyfi til að koma fyrir símaloftneti á þaki hússins á lóðinni nr. 13-15 við Bæjarflöt.  Með málinu fylgir undirritað samþykki eigenda húseignarinnar Bæjarflöt 13/Gylfaflöt 15, dags. 2. maí 2006.  Gjald kr. 6.100"
33897 (01.70.420.4),BN033897,Drápuhlíð 8,fjölgun kvista,Frestað. Vísað til athugasemda á umsóknarblaði. Gögn nær ótæk. Málinu vísað til umsagnar skipulagsfulltrúa.,"Sótt er um leyfi til að byggja svalir og stækka og fjölga kvistum á fjölbýlishúsinu á lóðinni nr. 6-8 við Drápuhlíð.  Stærð: Stækkun xx ferm., xx rúmm.,  Gjald kr. 6.100 + xx"
32942 (01.45.411.4),BN032942,Dugguvogur 7,breytingar,Samþykkt. Samræmist ákvæðum laga nr. 73/1997. Áskilin lokaúttekt byggingarfulltrúa. Áskilið samþykki heilbrigðiseftirlits.,"Sótt er um leyfi til þess að breyta innra fyrirkomulagi fyrstu hæðar við móttöku, ræstingu og baðherbergi fatlaðra og fjölga gistirýmum úr átta í níu í gistiheimilinu á fyrstu og annari hæð atvinnuhússins á lóðinni nr. 7 við Dugguvog.   Gjald kr. 5.700 + 6.100"
33394 (00.02.610.7),BN033394,Esjumelur 7,viðbygging,Samþykkt. Samræmist ákvæðum laga nr. 73/1997. Áskilin lokaúttekt byggingarfulltrúa.,"Sótt er um leyfi til þess að byggja við atvinnuhúsið á lóðinni nr. 7 við Esjumel.  Stærð: Viðbygging 151 ferm., 542,2 rúmm.  Gjald kr. 6.100 + 33.074"
33746 (01.08.730.2),BN033746,Fiskislóð 38,nýbygging,Samþykkt. Samræmist ákvæðum laga nr. 73/1997. Frágangur á lóðamörkum verði gerður í samráði við lóðarhafa aðliggjandi lóða. Áskilin lokaúttekt byggingarfulltrúa.,"Sótt er um leyfi til að byggja steinsteypt atvinnuhúsnæði að hluta til á tveimur hæðum á lóðinni nr. 38 við Fiskislóð.  Með málinu fylgir staðfesting frá Faxaflóahöfnum dags. 4. apríl 2006.  Stærð: 1. hæð 724,5 ferm 8845,5 rúmm., 2. hæð. 115,2 ferm., 471,4 rúmm.  Samtals 839,7 ferm., 9.316,9 rúmm.  Gjald kr. 6.100 + 568.331"
