nr,skjal_nr,heimilisfang,tegund,nidurstada,spurning
39560 (04.73.110.1),BN039560,Árvað 2,færanlegar kennslustofur,Samþykkt. Samræmist ákvæðum laga nr. 73/1997. Áskilin lokaúttekt byggingarfulltrúa.  Áskilið samþykki heilbrigðiseftirlits.,"Sótt er um leyfi til að bæta tveim færanlegum kennslustofum og tengibyggingu við grunnskóla á lóð nr. 3 við Árvað.  Stærðir viðbót: 121,9 ferm., 412,5 rúmm.  Gjald kr. 7.700"
39533 (01.22.010.7),BN039533,"3"">Borgartún 8-16 (14)",matsölustaður 1. hæð,Frestað. Vísað til athugasemda á umsóknarblaði.,Sótt er um leyfi til að innrétta matsölustað á 1. hæð í austurenda verslunar- og skrifstofuhúsnæðis nr. 12-14 á lóð nr. 8-16  við Borgartún.  Meðfylgjandi er samþykki eigenda skrifað á teikningu.  Gjald kr. 7.700
39495 (02.34.440.4),BN039495,Dofraborgir 15,stækkun,Samþykkt. Samræmist ákvæðum laga nr. 73/1997. Með vísan til samþykktar borgarráðs frá 1. september 1998 skal utanhúss- og lóðarfrágangi vera lokið eigi síðar en innan tveggja ára frá útgáfu byggingarleyfis að viðlögðum dagsektarákvæðum 57. gr. skipulags- og byggingarlaga nr. 73/1997. Áskilin lokaúttekt byggingarfulltrúa.,"Sótt er um leyfi til að byggja við efri hæð einbýlishússins á lóð nr. 15 við Dofraborgir.  Stækkun:  A-rými 34,2 ferm., 118,8 rúmm., B-rými 14,2  ferm., 35,5 rúmm.  Samtals 48,4 ferm., 154,3  Gjald kr. 7.700 +11.881"
39546 (01.24.410.2),BN039546,Einholt 4,hljóðskermar,Samþykkt. Samræmist ákvæðum laga nr. 73/1997. Áskilið samþykki heilbrigðiseftirlits.,"Sótt er um tímabundið leyfi til að setja upp hljóðskerma og um leið skilveggi utan um kælibás sem er byggður upp að skrifstofuhúsi á lóð nr. 4 við Einholt.  Meðfylgjandi er bréf frá hönnuði dags. 19. febrúar 2009, bréf frá Mannvit dags. 15.des. 2008, 21. jan. 2009 og 11. feb. 2009 og tölvupóstur frá Umhverfis- og samgöngusviði Reykjavíkurborgar dags 22. jan. 2009, sömuleiðis tæknilegar upplýsingar frá framleiðanda hjóðskermanna.  Gjald kr. 7.700"
39185 (00.00.000.0 02),BN039185,Engjavegur 6,br. inni 2. hæð,Samþykkt. Samræmist ákvæðum laga nr. 73/1997. Áskilin lokaúttekt byggingarfulltrúa.  Áskilið samþykki heilbrigðiseftirlits.,Sótt er um leyfi til að breyta núverandi skrifstofum og fundarherbergi í endurhæfingarstöð með meðferðarrými og tækjarsal á 2. hæð í húsi á lóð nr. 6 við Engjaveg.  Gjald kr. 7.300 + 7.700
38883 (02.69.310.3),BN038883,Friggjarbrunnur 53,fjölbýlishús,Frestað. Vísað til athugasemda á umsóknarblaði.,"Sótt er um leyfi til að byggja 4 - 6 hæða fjölbýlishús með sextíu og einni íbúð á bílakjallara fyrir 52 bíla úr forsteyptum einingum við Skyggnisbraut 2-6 á lóð nr. 53 við Friggjarbrunn.  Stærð:  Kjallari (bílageymslur)  2.095,3 ferm., 1. hæð 1.193,9 ferm., 2. hæð 1.235,6 ferm., 3. hæð 1.240,4 ferm.,   4. hæð 1.240,4 ferm., 5. hæð 770,5 ferm., 6. hæð  382 ferm.,   Samtals:  8.158,1 ferm., 25.069,6 rúmm. 52 bílastæði eru í bílgeymslu 51á lóðum og við götu, samtals 103 stæði.  Gjöld kr. 7.300 + 7.700 + 1.930.359"
39514 (01.11.250.1),BN039514,Grandagarður 20,niðurrif,Samþykkt. Samræmist ákvæðum laga nr. 73/1997. Áskilið samþykki heilbrigðiseftirlits.,"Sótt er um leyfi til að rífa  mjölgeyma, tengd mannvirki og löndunarrör á síldarbryggju HB Granda á lóð nr. 20 við Grandagarð.  Meðfylgjandi er afstöðumynd og bréf arkitekta dags. 13. febrúar 2009 og tölvupóstar arkitekts dags. 25. febrúar 2009 og 2. mars 2009.  Stærð niðurrifs:  Fastanr. 200-0102, mhl. 13 merkt 0101 mjölgeymar 2.850 rúmm., mhl. 14 merkt 0101 vélahús 2.130 rúmm., mhl. 20, 21, 22 og 23 merkt mjölgeymar samtals 1.900 rúmm.  Samtals 6.880 rúmm.  Gjald kr. 7.700"
39284 (02.22.000.1),BN039284,Gufunes Áburðarverksm,"endurvinnsla, útgönguleið",Samþykkt. Samræmist ákvæðum laga nr. 73/1997. Áskilin lokaúttekt byggingarfulltrúa.  Áskilið samþykki heilbrigðiseftirlits.,"Sótt er um leyfi til að breyta innra skipulagi og innrétta endurvinnslu fyrir plastefni, til að koma fyrir tveimur nýjum gönguhurðum úr vélasal og til að byggja milliloft  í atvinnuhúsinu sem auðkennt er með fastanr. 203-8422, mhl. 01 merkt 0101 við Gufunes.  Stækkun:  34,8 ferm.  Gjald kr. 7.300 + 7.700"
39508 (01.24.781.1),BN039508,Gunnarsbraut 51,breytingar innnanhúss,Samþykkt. Samræmist ákvæðum laga nr. 73/1997. Yfirlýsing um samruna eigna skal þinglýst fyrir útgáfu á byggingarleyfi Áskilin lokaúttekt byggingarfulltrúa.  Áskilið samþykki heilbrigðiseftirlits.,Sótt er um leyfi til breytinga innanhúss í sambýli fyrir geðfatlaða í húsi á lóð nr. 51 við Gunnarsbraut.  Meðfylgjandi er yfirlýsing burðarvirkishönnuðar skráð á teikningu.  Gjald kr 7.700
39119 (01.72.730.1),BN039119,Háaleitisbraut 68,áfangaskipti,Samþykkt. Samræmist ákvæðum laga nr. 73/1997. Skilyrt er að eignaskiptayfirlýsingu vegna breytinga í húsinu sé þinglýst fyrir útgáfu á byggingarleyfi. Áskilin lokaúttekt byggingarfulltrúa.  Áskilið samþykki heilbrigðiseftirlits.,"Sótt er um leyfi til að skipta samþykktum byggingaráfanga sbr. erindi BN038993 dags. 7.10. 2008 í tvennt , þannig verði 1. áfangi tilheyrandi Landsvirkjun byggður nú, en 2.  áfangi síðar, við hús á lóð nr. 68 við Háaleitisbraut.  Ljósritað samþykki meðeigenda dags. 18.12. 2008 fylgir, sömuleiðis ódagsett bréf arkitekts.  Stærðir: 1. áfangi 38,2 ferm., 166,41 rúmm.  Gjald kr. 7.300 + 7.700 + 12.148"
39565 (04.32.300.1),BN039565,Hestháls  2-4,breyting inni,Frestað. Vísað til athugasemda á umsóknarblaði.,Sótt er um leyfi til að breyta skrifstofulofti í lagerloft í mhl. 04 og stækka lagerloft í mhl. 01 um 29 ferm. í iðnaðarhúsi á lóð nr. 2-4 við Hestháls.  Meðfylgjandi er eldvarnarskýrsla.  Stækkun mhl. 01 29 ferm.  Gjald kr. 7.700
39308 (04.34.330.1),BN039308,Hraunbær 102,nr. 102a breyting inni,Frestað. Vísað til athugasemda á umsóknarblaði.,Sótt er um leyfi til að breyta innra skipulagi í eignarhluta 0108 veitingarsalar í  verslunarhúsi á lóð nr. 102A við Hraunbæ.  Gjald kr. 7.300
39562 (01.19.890.1),BN039562,Hringbraut Landsp.,breyting inni og breytt sölubúð úti,Frestað. Vísað til athugasemda á umsóknarblaði. Málinu vísað til umsagnar skipulagsstjóra.,"Sótt er um leyfi til að byggja við úr steinsteypu og setja þar nýtt eldhús/sölubúð, fjarlægja núverandi eldhús/sölubúð og komið þar fyrir setustofu í barnaspítala á lóð Landspítalans við Hringbraut.  Stækkun: 18,2 ferm og 82,1 rúmm.  Gjald kr. 7.700 + 6322"
39462 (01.80.230.9),BN039462,Hvammsgerði 4,"hækkun á risi, svalir og kvistar",Samþykkt. Samræmist ákvæðum laga nr. 73/1997. Með vísan til samþykktar borgarráðs frá 1. september 1998 skal utanhúss- og lóðarfrágangi vera lokið eigi síðar en innan tveggja ára frá útgáfu byggingarleyfis að viðlögðum dagsektarákvæðum 57. gr. skipulags- og byggingarlaga nr. 73/1997. Áskilin lokaúttekt byggingarfulltrúa.,"Sótt er um leyfi til að byggja anddyri, hækka ris og til að byggja kvisti og svalir á einbýlishúsið á lóð nr. 4 við Hvammsgerði.  Jafnframt er erindi BN036652 dregið til baka.  Útskrift úr gerðabók embættisafgreiðslufundar skipulagsstjóra frá 13. febrúar 2009 fylgir erindinu.  Stækkun:  4,8 ferm., 110,1 rúmm.  Gjald kr. 7.700 + 7.700 +  8.470"
39573 (01.42.800.1),BN039573,Kleppsmýrarvegur Bátanaust,niðurrif,Samþykkt. Samræmist ákvæðum laga nr. 73/1997. Áskilið samþykki heilbrigðiseftirlits.,"Faxaflóahafnir sf sækja um leyfi til niðurrifs á iðnaðarhúsnæði úr stáli við Kleppsmýrarveg áður Bátanaust, byggingarár 1968, fastanúmer 202-0962, landnúmer 105184, stærð 85 ferm, 363 rúmm.  Málinu fylgir bréf Faxaflóahafna dags. 24. febrúar 2009."
39572 (01.42.800.1),BN039572,Kleppsmýrarvegur Bátanaust,niðurrif,Samþykkt. Samræmist ákvæðum laga nr. 73/1997. Áskilið samþykki heilbrigðiseftirlits.,"Faxaflóahafnir sf, sækja um leyfi til niðurrifs á iðnaðarhúsnæði úr stáli við Kleppsmýrarveg áður Bátanaust, byggingarár 1945, fastanúmer 202-0962, landnúmer 105184, stærð 297 ferm, 1428 rúmm.  Málinu fylgir bréf Faxaflóahafna dags. 24. febrúar 2009."
39571 (01.42.800.3),BN039571,Kleppsmýrarvegur Keilir,niðurrif,Samþykkt. Samræmist ákvæðum laga nr. 73/1997. Áskilið samþykki heilbrigðiseftirlits.,"Faxaflóahafnir sf sækja um leyfi til niðurrifs á iðnaðarhúsi úr stáli við Kleppsmýrarveg áður vélsmiðjan Keilir byggingarár 1963, fastanúmer 202-0967, landnúrmer 105186, stærð 162 ferm., 743 rúmm.  Málinu fylgir bréf Faxaflóahafna dags. 24. febrúar 2009."
39559 (01.72.100.1),BN039559,Kringlan  4-12,breyta innréttingu,Frestað. Vísað til athugasemda á umsóknarblaði.,"Sótt er um leyfi til að breyta innréttingum í einingu S-339, Te og Kaffi, í verslunarmiðstöðinni Kringlan á lóð nr. 4-12 við Kringluna.  Meðfylgjandi eru undirskriftir f.h. rekstrarfélags og brunavarnaeftirlits Kringlunnar á teikningu og bréf brunatæknilegs hönnuðar dags. 2.2. 2009  Gjald kr. 7.700"
39568 (01.17.110.8),BN039568,Laugavegur 21 - Klapp,breyting inni,Frestað. Vísað til athugasemda á umsóknarblaði. Málinu vísað til umsagnar skipulagsstjóra.,Sótt er um leyfi fyrir fyrirkomulagsbreytingu innanhúss á verslun með kaffisölu í kaffihús þar sem boðið verður uppá ýmsan varning til sölu í húsi á lóð nr. 21 við Laugaveg.  Gjald kr. 7.700
39527 (01.74.620.2),BN039527,Ofanleiti 14,breyta söluturni í hamborgarastað,"Frestað. Vísað til athugasemda á umsóknarblaði. Með vísan til útskriftar úr gerðabók skipulagsstjóra en ekki gerð athugasemd við að umsækjandi láti vinna tillögu að breytingu á deiliskipulagi, sem grenndarkynnt verður, ef berst.","Sótt er um leyfi  til að breyta núverandi söluturni í hamborgarastað til meðtöku án veitingasalar, bætt verður við sorp- og gasgeymslu utan við hús á lóð nr. 14 við Ofanleiti.  Málinu fylgir bréf frá skrifstofu borgarstjóra dags. 9.jan. 2009.  Útskrift úr gerðarbók embættisafgreiðslufundar skipulagsstjóra frá 27. febrúar 2009 fylgir erindinu  Gjald kr. 7.700"
39587 (01.79.350.1),BN039587,Skógarvegur 18-22,takmarkað byggingarleyfi,Samþykkt. Samræmist ákvæðum laga nr. 73/1997. Samþykktin fellur úr gildi við útgáfu á endanlegu byggingarleyfi. Vegna útgáfu á takmörkuðu byggingarleyfi skal umsækjandi hafa samband við yfirverkfræðing embættis byggingarfulltrúa.,Sótt er um takmarkað byggingarleyfi fyrir sökklum og  botnplötum 1.áfanga á lóðinni nr. 18-22 við Skógarveg.
