nr,skjal_nr,heimilisfang,tegund,nidurstada,spurning
38887 (01.11.980.1),BN038887,Austurbakki 2,"tónlistarhús, br. BN34842",Frestað. Vísað til athugasemda á umsóknarblaði.,"Sótt er um leyfi til þess að breyta sbr. erindi 34842, burðarveggjum og súlum, breyta stærðum palla, lögun svala og kaffibars milli vestur- og austurbyggingar, breyta innra skipulagi víða, fella niður stiga eða breyta ásamt breytingum á  flóttaleiðum Tónlistar- og ráðstefnuhússins á lóð nr. 2 við Austurbakka.  Stærð var: Tónlistar- og ráðstefnuhús neðri kjallari 3710,7  ferm., efri kjallari 3131,9 ferm., 1. hæð 6785,3 ferm., 2. hæð 7093,4 ferm., 3. hæð 2036,4 ferm., 4. hæð 2716 ferm., 5. hæð 1128,1 ferm., 6. hæð 665,4 ferm., 7. hæð 750,9 ferm., 8. hæð 358,8 ferm., samtals 28376,9 ferm., 232911,9 rúmm. Geymslur og vörumóttaka (B-rými) samtals 493,3 ferm., 2640,9 rúmm.  Stærð veður: Tónlistar- og ráðstefnuhús neðri kjallari 3654,6  ferm., efri kjallari 3154 ferm., 1. hæð 6654,8 ferm., 2. hæð 7451,5 ferm., 3. hæð 2011,5 ferm., 4. hæð 2754,1 ferm., 5. hæð 1155,7 ferm., 6. hæð 605,8 ferm., 7. hæð 640,8 ferm., 8. hæð 310 ferm., samtals 28392,8 ferm., 242274,3 rúmm. Geymslur og vörumóttaka (B-rými) samtals 490,3 ferm., 2425,9 rúmm.  Hús hefur stækkað um 15,9 ferm., 9362,4 rúmm. og   B-rými hafa minnkað um 3 ferm. og 215 rúmm.  Gjald kr. 7.300 + 667.760"
38930 (01.11.980.1),BN038930,Austurbakki 2,bílastæðahús (BNO40037 dregið til baka),Frestað. Vísað til athugasemda á umsóknarblaði.,"Sótt er um leyfi til þess að byggja 1. áfanga  steinsteypts tveggja hæða neðanjarðar bílahús fyrir samtals 545 bíla upp að kjallara Tónlistar- og ráðstefnuhússins á lóð nr. 2 við Austurbakka.  Bréf umsækjenda dags. 12. september 2008, bréf hönnuðar dags. 8. júní 2009, brunaskýrsla Verkfræðistofunnar Mannvit dags. sept. 2008 og júní 2009 og áritun brunahönnuðar (á uppdráttum) fylgja erindinu.  Stærð : Bílahús neðri kjallari (K2), anddyri að tónlistarhúsi og tæknirými 9383,6 ferm., kjallari (K1) 9324,1 ferm., samtals 18707,7 ferm., 72632,9 rúmm.  Aðkoma sorpbíls (B-rými) kjallari 307,4 ferm., 1137,4  rúmm.  Gjald kr. 7.300 + 7.700 + 5.680.313"
39832 (01.14.020.6),BN039832,Austurstræti 7,breyting inni,Samþykkt. Samræmist ákvæðum laga nr. 73/1997. Áskilið samþykki heilbrigðiseftirlits. Áskilin lokaúttekt byggingarfulltrúa.,"Sótt er um leyfi til að innrétta veitingastað í flokki III á 1., 2. og 3. hæð í húsi á lóð nr. 7 við Austurstræti.  Meðfylgjandi er staðfesting burðarvirkishönnuðar dags. 3. júní 2009, einnig bréf Skipulagsstjóra dags. 23. júní 2009  Gjald kr. 7.700"
40063 (01.29.320.1),BN040063,Ármúli 32,breyting á 1. hæð,Samþykkt. Samræmist ákvæðum laga nr. 73/1997. Áskilin lokaúttekt byggingarfulltrúa. Skilyrt er að eignaskiptayfirlýsingu vegna breytinga í húsinu sé þinglýst fyrir útgáfu á byggingarleyfi.,Sótt er um leyfi til að breyta innra fyrirkomulagi 1. hæðar með því að opna á milli verslunarrýma í verslunarhúsinu á lóð nr. 32 við Ármúla.  Umsögn burðarvirkishönnuðar dags. 14. júlí 2009 og bréf frá hönnuði dags. 13. júlí 2009 fylgja erindinu.  Gjald kr. 7.700
39413 (01.16.220.8),BN039413,Ásvallagata 21,endurnýja byggingaleyfi BN033899,Samþykkt. Samræmist ákvæðum laga nr. 73/1997. Með vísan til samþykktar borgarráðs frá 1. september 1998 skal utanhúss- og lóðarfrágangi vera lokið eigi síðar en innan tveggja ára frá útgáfu byggingarleyfis að viðlögðum dagsektarákvæðum 57. gr. skipulags- og byggingarlaga nr. 73/1997. Áskilin lokaúttekt byggingarfulltrúa.,"Sótt er um leyfi til að endurnýja byggingaleyfi BN033899 dags. 7. nóv. 2006 um að gera þaksvalir og aðkomurými úr gleri til að komast uppá svalirnar á húsinu á lóðinni nr. 21 við Ásvallagötu.  Einnig er sótt um leyfi fyrir áður gerðum breytingum innanhúss og endurnýjun á byggingarleyfi frá 25. ágúst 1998 vegna byggingar áhaldaskúrs, skv uppdr. Ragnars Birgissonar, dags. 16. nóvember 1997.   Málinu fylgir eignaskiptayfirlýsing til yfirferðar dags. 11. maí 2006 og afsal vegna séreignar í kjallara innfært 3. desember 1993.  Málinu fylgja einnig undirritaðir uppdrættir með samþykki  eigenda  Ásvallagötu 19 nema eiganda 01 0101 og 01 0201, allra eigenda Ásvallagötu 21, Blómvallagötu 10 og Blómvallagötu 10A.  Útskrift úr gerðarbók embættisafgreiðslufundar skipulagsstjóra  frá 17. júlí 2009 fylgir erindinu.  Stærð: Stækkun 2,2 ferm., 1,6 rúmm.  Gjald kr. 7.700 + 123."
40201 (01.18.632.1),BN040201,Baldursgata 32,nýtt fjölbýlishús,Frestað. Vísað til athugasemda á umsóknarblaði.,"Sótt er um leyfi til að byggja átta íbúða fjölbýlishús úr steinsteypu á þrem hæðum auk kjallara og rishæðar á lóð nr. 32 við Baldursgötu.  Jákvæð fyrispurn fylgir erindinu BN040013.  Stærðir: Kjallari 123,3 ferm., 1. hæð 142 ferm., 2. hæð 142 ferm., 3. hæð 11 ferm., rishæð 46,7 ferm.  Samtals 565 ferm., 1.653,3 rúmm.  Gjald kr. 7.700 + 127.304"
39991 (01.71.010.9),BN039991,Barmahlíð 50,bílskúrsþak,Samþykkt. Samræmist ákvæðum laga nr. 73/1997.,Sótt er um leyfi til að byggja þak úr timbri með þakdúk á bílskúr á lóð nr. 50 við Barmahlíð.  Meðfylgjandi er samþykki allra meðeigenda á lóð og nágranna á nr. 48.  Gjald kr. 7.700 + 7.700
39814 (01.19.112.0),BN039814,Barónsstígur 41,br. inni og áður gerð stækkun íbúðar,Samþykkt. Samræmist ákvæðum laga nr. 73/1997. Skilyrt er að eignaskiptayfirlýsingu vegna breytinga í húsinu sé þinglýst til þess að samþykktin öðlist gildi.,Sótt er um leyfi fyrir breyttu skipulagi innan íbúðar 0301 og stækkunar hennar út á stigagang í fjölbýlishúsi á lóð nr. 41 við Barónsstíg.  Meðfylgjandi er samþykki meðeigenda dags. jan. 2009.  Gjald kr. 7.700
40096 (01.67.300.9),BN040096,Bauganes 29,reyndarteikningar,Frestað. Vísað til athugasemda á umsóknarblaði.,"Sótt er um leyfi fyrir áður gerðum breytingum til að byggja sólstofu úr timbri og gleri við einbýlishúsið á lóð nr. 29 við Bauganes.  Útskrift úr gerðarbók embættisafgreiðslufundar skipulagsstjóra frá 17. júlí fylgir erindinu.  Stækkun xx ferm., xx rúmm.  Gjald kr. 7.700 + xx."
40105 (01.21.910.2),BN040105,"05"">Borgartún  35-37",37 - varaaflstöð í kjallara,Samþykkt. Samræmist ákvæðum laga nr. 73/1997. Áskilið samþykki heilbrigðiseftirlits. Áskilin lokaúttekt byggingarfulltrúa.,"Sótt er um leyfi til að stækka kjallara til að koma fyrir varaaflstöð, setja út- og innblásturstúðu og olíuáfyllingsstút við vesturhlið hússins á lóð nr. 35-37 við Borgartún.  Erindinu fylgir tölvupóstur frá hönnuði um hljóðvörn og upplýsingar frá framleiðanda um varaaflstöðina.  Stækkun: 7,4 ferm.  44,5 rúmm.   Gjald kr. 7.700 + 3.426"
