nr,skjal_nr,heimilisfang,tegund,nidurstada,spurning
40223 (01.81.320.1),BN040223,Akurgerði 35,kvistir,Samþykkt. Samræmist ákvæðum laga nr. 73/1997. Með vísan til samþykktar borgarráðs frá 1. september 1998 skal utanhúss- og lóðarfrágangi vera lokið eigi síðar en innan tveggja ára frá útgáfu byggingarleyfis að viðlögðum dagsektarákvæðum 57. gr. skipulags- og byggingarlaga nr. 73/1997. Áskilin lokaúttekt byggingarfulltrúa.,"Sótt er um leyfi til að byggja kvisti á báðum hliðum parhússins nr. 35 við Akurgerði.  Útskrift úr gerðabók embættisagreiðslufundar skipulagsstjóra frá 9. október sl, fylgir erindinu.  Grenndarkynning stóð frá 7. september til 5. október 2009. Engar athugasemdir bárust.  Erindi fylgir fsp. BN040223 dags. 21. apríl 2009.  Stækkun húss:  6,1 ferm., 10,7 rúmm.  Gjald kr. 7.700 + 824"
40275 (01.81.320.2),BN040275,Akurgerði 37,kvistir og bílskúr,Samþykkt. Samræmist ákvæðum laga nr. 73/1997. Með vísan til samþykktar borgarráðs frá 1. september 1998 skal utanhúss- og lóðarfrágangi vera lokið eigi síðar en innan tveggja ára frá útgáfu byggingarleyfis að viðlögðum dagsektarákvæðum 57. gr. skipulags- og byggingarlaga nr. 73/1997. Frágangur á lóðamörkum verði gerður í samráði við lóðarhafa aðliggjandi lóða. Áskilin lokaúttekt byggingarfulltrúa.,"Sótt er um leyfi til að byggja bílskúr og til að byggja kvisti á báðar hliðar parhússins nr. 37 við Akurgerði.  Erindi fylgir fsp. BN040223 dags. 21. apríl 2009 og samþykki lóðarhafa Akurgerðis nr. 39 áritað á uppdrátt.  Útskrift úr gerðabók embættisafgreiðslufundar skipulagsstjóra frá 9. október sl,  fylgir erindinu.  Grenndarkynning stóð frá 7. september til 5. október 2009. Engar athugasemdir bárust.  Stækkun húss:  6,1 ferm., 10,7 rúmm.  Bílskúr:  28 ferm. og 71,4 rúmm.  Gjald kr. 7.700 + 6.322"
40510 (01.19.011.8),BN040510,Barónsstígur 20,stækkun ofl.,Frestað. Vísað til athugasemda á umsóknarblaði.,"Sótt er um leyfi til að stækka tvo geymsluskúra, Mhl. 02 og Mhl. 03 við einbýlishúsið á lóð nr. 20 við Barónsstíg.  Erindi fylgja samþykki sumra eigenda Grettisgötu 58A og 60 og Barónsstígs 22 dags. 12. maí 2008 árituð á uppdrátt.  Stækkun Mhl. 02 og 03:  20 ferm., 45 rúmm.  Gjald kr. 7.700 + 3.465"
40178 (01.18.431.3),BN040178,Bergstaðastræti 24B,"viðbygging, kvistur",Samþykkt. Samræmist ákvæðum laga nr. 73/1997. Með vísan til samþykktar borgarráðs frá 1. september 1998 skal utanhúss- og lóðarfrágangi vera lokið eigi síðar en innan tveggja ára frá útgáfu byggingarleyfis að viðlögðum dagsektarákvæðum 57. gr. skipulags- og byggingarlaga nr. 73/1997. Áskilin lokaúttekt byggingarfulltrúa.,"Sótt er um leyfi til að hækka veggi og gafla, byggja nýtt anddyri, setja kvist úr steinsteypu og hækka timburþak sbr. fsp.BN038508 á einbýlishúsi frá 1919 á lóð nr. 24B við Bergstaðastræti.  Erindið var grenndarkynnt frá 22. júlí til og með 20. ágúst 2009. Eftirtaldir aðilar sendu inn athugasemdir: Inga Jóhannsdóttir, dags. 11. ágúst og Guðrún Margrét Árnadóttir, dags. 18. ágúst 2009. Einnig lögð fram umsögn skipulagsstjóra dags. 4. september 2009.   Stærðir stækkun: 61,8 ferm., 198,2 rúmm.  Samtals eftir stækkun. kjallari 62,4 ferm., 1. hæð 59,4 ferm., 2. hæð 54 ferm., samtals 175,8 ferm., 452,7 rúmm.  Gjald kr. 7.700 + 7.700 + 15.261"
40508 (01.18.431.6),BN040508,Bergstaðastræti 28A,gististaður á 2. hæð,Samþykkt. Samræmist ákvæðum laga nr. 73/1997. Áskilin lokaúttekt byggingarfulltrúa. Í samþykktinni fellst ekki leyfi til rekstrar gististaðar enda er það utan valdsviðs byggingarfulltrúa. Umsækjanda er bent á að leita með þann þátt til leyfadeildar lögreglunnar og heilbrigðiseftirlits.,Sótt er um leyfi fyrir þegar breyttu innra fyrirkomulagi í íbúð á 2. hæð og til reksturs gististaðar í fl. II/E í sömu íbúð í húsi á lóð nr. 28A við Bergstaðastræti.  Meðfylgjandi er samþykki meðeigenda í húsinu dags. 13. júlí 2009.  Gjald kr. 7.700
40373 (01.13.420.3),BN040373,Brekkustígur 7,garðskúr,Frestað. Leiðrétta þarf skráningartöflu. Málinu vísað til skipulagsstjóra til ákvörðunar um grenndarkynningu. Vísað er til uppdrátta A1B og A2B dags. 1. september 2009.,"Sótt er um leyfi til að koma fyrir garðskúr við einbýlishús á lóð nr. 7 við Brekkustíg.  Erindi fylgir jákv. fsp. dags. 2. júní 2009.  Stærð:  12 ferm., 31,3 rúmm.  Gjald kr. 7.700 + 2.410"
40303 (01.46.620.1),BN040303,Faxafen 14,breyting inni,Var samþykkt 7. október 2009. Samþykkt. Samræmist ákvæðum laga nr. 73/1997. Áskilin lokaúttekt byggingarfulltrúa.  Áskilið samþykki heilbrigðiseftirlits.,Sótt er um leyfi fyrir breytingum á líkamsræktarstöð sem verið hefur í rekstri og felast í að færa til innveggi og breyta rýmum á neðri hæð en milligólf verður óbreytt í húsnæðinu á lóð nr. 14 við Faxafen.  Samþykki eigenda húsnæðisins dags 10. ágúst 2009 og jákvæð fyrirspurn BN040222 dags. 21. júlí 2009 fylgir erindinu sem og bréf rekstraraðila dags. 1. sept 2009. Einnig bréf Heilsuborgar 22. september 2009.  Gjald kr. 7.700 + 7700
40464 (01.51.6-9.9),BN040464,Frostaskjól 2,innri breytingar,Samþykkt. Samræmist ákvæðum laga nr. 73/1997. Áskilin lokaúttekt byggingarfulltrúa.  Áskilið samþykki heilbrigðiseftirlits. Áskilið samþykki Vinnueftirlits ríkisins.,"Sótt er um leyfi til innanhúss breytinga, sem felast í að koma fyrir frístundarskóla fyrir börn, og gerð er grein fyrir áður gerðu milligólfi í matshluta nr. 6 á lóð nr. 2 við Frostaskjól.  Útskrift úr gerðabók embættisafgreiðslufundar skipulagsstjóra frá 2. október 2009 fylgir erindinu. Einnig bréf arkitekts dags. 6. okt. 2009.  Stækkun: 84 ferm.   Gjald kr. 7.700 + 7.700"
40154 (01.54.130.8),BN040154,Grenimelur 8,breyting inni,Frestað. Vísað til athugasemda á umsóknarblaði.,"Sótt er um leyfi til að flytja þvottahús og breyta geymslum og stækka þegar gerða íbúð, sem tilheyrir íbúð 0101, í kjallara íbúðarhúss á lóð nr. 8 við Grenimel.  Meðfylgjandi er virðingargjörð frá 18. mars 1947 og samþykki meðeiganda dags. 17. apríl 2009.  Gjald kr 7.700"
40511 (04.30.230.1),BN040511,Grjótháls 5,skilti,Frestað. Vísað til athugasemda á umsóknarblaði.,Sótt er um leyfi til að setja upp skilti fyrir Össur hf. á lóð nr. 5 við Grjótháls.  Gjald kr. 7.700
