nr,skjal_nr,heimilisfang,tegund,nidurstada,spurning
40404 (01.13.650.3),BN040404,Aðalstræti 8,reyndarteikningar,Frestað. Vísað til athugasemda á umsóknarblaði.,"Sótt er um samþykki fyrir minni háttar breytingum á innra skipulagi kjallara, 3. og 4. hæðar hótelsins á lóð nr. 8 við Aðalstræti.  Gjald kr. 7.700"
40650 (04.60.350.3),BN040650,Álfab. 12-16/Þönglab.,nr. 14a breyting inni,Samþykkt. Samræmist ákvæðum laga nr. 73/1997. Áskilin lokaúttekt byggingarfulltrúa.  Áskilið samþykki heilbrigðiseftirlits. Skilyrt er að eignaskiptayfirlýsingu vegna breytinga í húsinu sé þinglýst fyrir útgáfu á byggingarleyfi.,Sótt er um leyfi til að stúka rými niður í tvö rými og innrétta Subway skyndibitastað í verslunarhúsnæðinu nr. 14A á lóð nr. 12 - 16 við Álfabakka.  Samþykki meðeigenda fylgir ódags. Samþykki fyrir notkun á snyrtingum frá Svæðisfélaginu í Mjódd ódags.  Gjald kr. 7.700
40839 (01.83.410.1),BN040839,Ásgarður  73-77,breyting á svalahandriði,Samþykkt. Samræmist ákvæðum laga nr. 73/1997. Áskilin lokaúttekt byggingarfulltrúa.,Sótt er um leyfi til að breyta svalahandriðum úr því að vera steinsteypt í álhandrið á fjölbýlishúsinu á lóð nr. 73-77 við Ásgarð.  Gjald kr. 7.700
40175 (01.17.000.8),BN040175,Bankastræti 5,breyting inni 2. 3. og 4. hæð,Samþykkt. Samræmist ákvæðum laga nr. 73/1997. Áskilin lokaúttekt byggingarfulltrúa.,"Sótt er um leyfi til að breyta tvöfaldri opnun hurða á 2., 3. og 4. hæð yfir í einfalda opnun og koma fyrir grænum handboða tengdum hurðarlæsingu á fjórðu hæð í rými til vesturs í verslunar- og skrifstofuhúsinu á lóðinni nr. 5 við Bankastræti.  Gjald 7.700 + 7.700"
40846 (01.17.030.5 03),BN040846,Bankastræti 8,endurnýjun byggingarleyfis BN030909 áður gert,Samþykkt. Samræmist ákvæðum laga nr. 73/1997. Áskilin lokaúttekt byggingarfulltrúa.  Áskilið samþykki heilbrigðiseftirlits.,Sótt er um endurnýjun á byggingarleyfi BN030909 sem felst í þegar framkvæmdri sameiningu verslunar og kaffihúss/gjafavöruverslunar á lóð nr. 8 við Bankastræti.  Gjald kr. 7.700
40827 (04.05.560.3),BN040827,Bíldshöfði 5A,áður gerð kæligeymsla,Frestað. Málinu vísað til umsagnar skipulagsstjóra.,"Sótt er um leyfi fyrir áður viðbyggðri kæligeymslu við vesturvegg á atvinnuhúsinu á lóð nr. 5A við Bíldshöfða.  Stækkun: 6,3 ferm og 14,1 rúmm.  Gjald kr. 7.700 + 1.086"
40831 (01.23.000.2),BN040831,Borgartún 26,br. innra skipulagi 2. 4. og 8. hæð,Samþykkt. Samræmist ákvæðum laga nr. 73/1997. Áskilin lokaúttekt byggingarfulltrúa. Áskilið samþykki heilbrigðiseftirlits.,Sótt er um leyfi fyrir breytingu á innra skipulagi á 2. 4. og 8. hæð verslunarhússins á lóð nr. 26 við Borgartún.  Og jafnframt er erindið BN040765 dregið til baka.  Samþykki eiganda af 4. og 8. hæð dags. 14. des. 2009.  Samþykki eiganda af 2. hæð dags. 17. des. 2009.  Bréf frá hönnuði um breytingu dags.14. des. 2009.  Gjald kr. 7.700
40832 (01.35.100.1),BN040832,Brúnavegur 13,"breyting inni, gluggar ofl.",Frestað. Vísað til athugasemda eldvarnaeftirlits á umsóknarblaði.,"Sótt er um leyfi til að breyta F-álmu,  1., 2. og 3. hæð þannig að sameinuð verða 58 vistrými  í 28 vistrými, komið verði fyrir skrifstofuaðstöðu og vakt í kjallara, nýjar dyr og gluggar síkkaðir á vesturhlið og á norðurgafl verða settir nýir gluggar á Dvalarheimilið Hrafnistu á lóð nr. 13 Brúnavegi.  Umsögn burðavirkishönnuðar með A4 teikningum dags. 14. des. 2009 fylgir erindinu.  Brunavarnaskýrsla frá maí 2008.  Gjald kr. 7.700"
40833 (01.35.100.1),BN040833,Brúnavegur 13,"viðbygging, stækkun eldhúss",Frestað. Vísað til athugasemda á umsóknarblaði.,"Sótt er um leyfi til að byggja við vesturhlið á  A- álmu til að stækka eldhús í dvalaheimilinu Hrafnistu á lóð nr. 13 við Brúnaveg.  Stækkun: 22,9 ferm. 75 rúmm.   Gjald kr. 7.700 + 5.775"
40805 (04.79.160.5),BN040805,Búðavað 14-16,aðskilið byggingarleyfi v/byggingarstjóraskipta nr. 14,Samþykkt. Samræmist ákvæðum laga nr. 73/1997. Frágangur á lóðamörkum verði gerður í samráði við lóðarhafa aðliggjandi lóða. Áskilin lokaúttekt byggingarfulltrúa.,"Sótt er um aðskilið byggingarleyfi v/byggingastjóraskipta, sjá BN036422 dags. 17. júlí 2007, við hús nr. 14 á lóð nr. 14-16 við Búðavað.  Gjald kr. 7.700"
40565 (01.41.001.0),BN040565,Efstasund 84,stækkun kvists,Frestað. Vísað til athugasemda á umsóknarblaði.,"Sótt er um leyfi til að rífa eldri kvist og byggja nýjan og stærri á vesturhlið einbýlishússins á lóð nr. 84 við Efstasund.  Jafnframt er gerð grein fyrir áður gerðri íbúð í kjallara og bílskúr á sömu lóð.  Erindi fylgir samþykki meðeiganda áritað á uppdrátt ásamt útskrift úr gerðabók embættisafgreiðslufundar skipulagsstjóra frá 13. nóv. 2009.  Einnig fylgja þinglýst afsöl dags. 29. júní 1972, 24. maí 2000 og 10. júlí 2003 ásamt skiptayfirlýsingu dags. 21. júní 1991 og íbúðarskoðun byggingarfulltrúa dags. 3. des. 2009.  Stækkun:  xx ferm., xx rúmm.  Gjald kr. 7.700 + xx"
40713 (01.17.210.9),BN040713,Frakkastígur 8,endurnýjun á starfsleyfi,Samþykkt. Samræmist ákvæðum laga nr. 73/1997. Áskilin lokaúttekt byggingarfulltrúa. Áskilið samþykki heilbrigðiseftirlits.,"Sótt er um leyfi til að breyta innréttingum vegna endurnýjunar á starfsleyfi fyrir veitingastað í flokki III á 1. hæð, norðurenda húss á lóð nr. 8 við Frakkastíg.  Meðfylgjandi er bréf arkitekts dags. 2. des. 2009, Hljóðvistarskýrsla dags. 30. nóv. 2009, og önnur dags. 15. des 2009, uppáskrift burðarvirkishönnuðar, þjónustusamningur við Securitas dags. 25. nóv. 2009, húsaleigusamningur dags. 16. nóv. 2009  Gjald kr. 7.700"
40825 (02.37.850.2),BN040825,Fróðengi 1-11,breyting inni,Frestað. Vísað til athugasemda á umsóknarblaði.,"Sótt eru breytingar á nýsamþykktu erindi BN040641 sem felast í að geymsluveggir verða opnir stálgrindarveggir, einangrun þaks verður 150 mm Roofbord Extra, þrýstieinangrun og inntök og tæknirými 4. og 5. áfanga víxlast.  Gjald kr. 7.700."
40738 (01.51.540.5),BN040738,Granaskjól 34,stækkun á byggingu og innri breyting,Samþykkt. Samræmist ákvæðum laga nr. 73/1997. Með vísan til samþykktar borgarráðs frá 1. september 1998 skal utanhúss- og lóðarfrágangi vera lokið eigi síðar en innan tveggja ára frá útgáfu byggingarleyfis að viðlögðum dagsektarákvæðum 57. gr. skipulags- og byggingarlaga nr. 73/1997. Áskilin lokaúttekt byggingarfulltrúa.,"Sótt er um leyfi til að stækka lítillega, breyta innra skipulagi og endurbyggja einbýlishúsið á lóðinni nr. 34 við Granaskjól.  Jafnframt er erindi BN038639 fellt úr gildi.  Stækkun:  12,9 ferm., 35,7 rúmm.  Gjald kr. 7.700 + 2.749"
40519 (01.55.--9.7),BN040519,Hagatorg 1,reyndarteikningar,Samþykkt. Samræmist ákvæðum laga nr. 73/1997. Áskilin lokaúttekt byggingarfulltrúa. Áskilið samþykki heilbrigðiseftirlits.,"Sótt er um leyfi fyrir uppfærðum aðalteikningum, sem sýna breyttar innréttingar í banka á 1. hæð og í ráðstefnusölum á 2. hæð í Hótel Sögu á lóð nr. 1 við Hagatorg.  Meðfylgjandi er ódagsett bréf arkitekts og bréf eldvarnahönnuðar dags. 1. okt. 2009 og bréf arkitekts dags. 24. nóv. 2009.  Gjald kr. 7.700 + 7.700"
40837 (01.84.--9.3),BN040837,Háaleitisbraut 175,bílastæði,Samþykkt. Samræmist ákvæðum laga nr. 73/1997. Frágangur á lóðamörkum verði gerður í samráði við lóðarhafa aðliggjandi lóða. Áskilin lokaúttekt byggingarfulltrúa.,"Sótt er um leyfi til að fjölga bifreiðastæðum úr 565 stæðum í 618, fjölgun um 53 stæði á austanverðri lóð nr. 175 við Háaleitisbraut.  Bréf frá landslagsarkitekt dags. 15. des. 2009.  Gjald kr.7.700"
40829 (01.23.400.1),BN040829,Hátún 10-12,sameining íbúða ofl.,Frestað. Vísað til athugasemda á umsóknarblaði.,"Sótt er um leyfi fyrir breytingum innanhúss sem felast aðallega í því að sameina íbúðir, fækka þeim úr 55 í 77 ásamt fleiri tilfæringum innanhúss og niðurfellingu útitrappa og inngangs í sorpgeymslu í fjölbýlishúsi á lóð nr. 10 við Hátún.  Gjald kr. 7.700"
40763 (01.75.720.1),BN040763,Hlíðarfótur 13,reyndarteikning,Samþykkt. Samræmist ákvæðum laga nr. 73/1997. Frágangur á lóðamörkum verði gerður í samráði við lóðarhafa aðliggjandi lóða. Áskilin lokaúttekt byggingarfulltrúa. Áskilið samþykki heilbrigðiseftirlits.,"Sótt er um leyfi til breytinga á áður samþykktu erindi BN036377, þar sem byggingu 8 hefur verið frestað, byggingum 4 og 5 hefur verið frestað ofan kjallara, bygging 6 hefur verið stækkuð ásamt ýmsum breytingum á innra skipulagi, sjá fylgiskjal hönnuðar, Háskólans í Reykjavík á lóð nr. 13 við Hlíðarfót.  Erindi fylgir skýrsla um ferlimál frá Aðgengi ehf. dags. 22. apríl 2008, minnisblað um hljóðhönnun frá verkfr.st. Mannvit dags. 26. október 2009, greinargerð frá hönnuðum um breytingar, teikningaskrá, uppfærð brunahönnun frá verkfr.st. Mannvit dags. 1. desember 2009. Bréf frá arkitekt, yfirlit yfir innsend gögn ásamt teikningaskrá dags. 15. des. 2009.  Nýjar stærðir:  Kjallari 5035,1 ferm., 1. hæð 10304,6 ferm., 2. hæð 8406 ferm., 3. hæð 5855 ferm.  Samtals 29.600,7 ferm., 153,297,8 rúmm.  Minnkar um 6.182,8 ferm., 30502,9 rúmm.  Gjald kr. 7.700"
40835 (34.53.360.1),BN040835,Kistumelur 10,milliloft,Frestað. Vísað til athugasemda á umsóknarblaði.,Sótt er um leyfi til að setja milliloft í eignarhluta 0119 í atvinnuhúsnæðinu á lóð nr. 10 við Kistumel.  Stækkun: Millipallur 25 ferm.  Gjald kr. 7.700 kr.
40841 (04.99.810.2),BN040841,Lambasel 4,breyting úti,Frestað. Skoðist á staðnum.,"Sótt er um leyfi til breytinga á erindi BN040841 dags. 22. nóvember 2005, þar sem hætt er við að steina sementstrefjaplöturnar á einbýlishúsinu á lóð nr. 4 við Lambasel.  Gjald kr. 7.700"
40824 (01.35.430.8),BN040824,Langholtsvegur 24,breyting á kvisti,Samþykkt. Samræmist ákvæðum laga nr. 73/1997. Með vísan til samþykktar borgarráðs frá 1. september 1998 skal utanhúss- og lóðarfrágangi vera lokið eigi síðar en innan tveggja ára frá útgáfu byggingarleyfis að viðlögðum dagsektarákvæðum 57. gr. skipulags- og byggingarlaga nr. 73/1997. Áskilin lokaúttekt byggingarfulltrúa.,Sótt er um leyfi til að endurbyggja og breyta útliti kvists á vesturhlið einbýlishúss á lóð nr. 24 við Langholtsveg.  Gjald kr. 7.700
40108 (01.18.300.8),BN040108,Laufásvegur 6,byggja svalir,Samþykkt. Samræmist ákvæðum laga nr. 73/1997. Með vísan til samþykktar borgarráðs frá 1. september 1998 skal utanhúss- og lóðarfrágangi vera lokið eigi síðar en innan tveggja ára frá útgáfu byggingarleyfis að viðlögðum dagsektarákvæðum 57. gr. skipulags- og byggingarlaga nr. 73/1997. Áskilin lokaúttekt byggingarfulltrúa.,"Sótt er um leyfi til að rífa núverandi svalir, fjarlægja heitan pott og til að byggja þrennar nýjar svalir á vesturhlið fjölbýlishússins á lóð nr. 6 við Laufásveg.  Umsögn Húsafriðunarnefndar dags. 7. júlí 2009 og Minjasafns Reykjavíkur dags. 9. júlí 2009 fylgja erindinu ásamt útskrift úr gerðabók embættisafgreiðslufundar skipulagsstjóra frá 18. des. 2009. Tillagan var grenndarkynnt frá 18. nóvember til og með 16. desember 2009. Engar athugasemdir bárust.  Gjald kr. 7.700  + 7.700"
40834 (01.23.501.2),BN040834,Miðtún 60,breyting inni,Frestað. Vísað til athugasemda á umsóknarblaði.,Sótt er um leyfi til að breyta innra skipulagi kjallaraíbúðar í tvíbýlishúsinu á lóð nr. 60 við Miðtún.  Erindi fylgir samþykki meðeiganda áritað á uppdrátt dags. 9. desember 2009.  Gjald kr. 7.700
40728 (01.71.000.8),BN040728,Miklabraut 82,"klæða þakkant og fjarlægja skorstein á 80, 82 og 84",Samþykkt. Samræmist ákvæðum laga nr. 73/1997. Með vísan til samþykktar borgarráðs frá 1. september 1998 skal utanhúss- og lóðarfrágangi vera lokið eigi síðar en innan tveggja ára frá útgáfu byggingarleyfis að viðlögðum dagsektarákvæðum 57. gr. skipulags- og byggingarlaga nr. 73/1997. Áskilin lokaúttekt byggingarfulltrúa.,Sótt er um leyfi til að klæða þakkant og fjarlægja skorsteina fjölbýlishússins nr. 80-84 á lóð nr. 82 við Miklubraut.  Gjald kr. 7.700
40746 (01.71.000.9),BN040746,Miklabraut 84,"klæða þakkant og fjarlægja skorstein á 80, 82 og 84",Samþykkt. Samræmist ákvæðum laga nr. 73/1997. Með vísan til samþykktar borgarráðs frá 1. september 1998 skal utanhúss- og lóðarfrágangi vera lokið eigi síðar en innan tveggja ára frá útgáfu byggingarleyfis að viðlögðum dagsektarákvæðum 57. gr. skipulags- og byggingarlaga nr. 73/1997. Áskilin lokaúttekt byggingarfulltrúa.,Sótt er um leyfi til að klæða þakkant og fjarlægja skorsteina fjölbýlishússins nr. 80-84 á lóð nr. 84 við Miklubraut.  Erindi fylgir jákvæð fsp. dags. 24. júní 2008.  Gjald kr. 7.700
40497 (01.44.120.7),BN040497,Nökkvavogur 34,bílageymsla,Frestað. Vísað til athugasemda á umsóknarblaði.,"Sótt er um leyfi til að  byggja bílskúr við einbýlishúsið á lóð nr. 34 við Nökkvavog.  Útskrift úr gerðabók embættisafgreiðslufundar skipulagsstjóra frá 18. des. 2009 fylgir erindinu. Tillagan var grenndarkynnt frá 18. nóv. til og með 16. des. 2009. Engar athugasemdir bárust.  Stærð:  43,5 ferm., 144,6 rúmm.  Gjald kr. 7.700 + 11.134"
40722 (01.13.601.9),BN040722,Ránargata 10,breytingar á gluggum ofl.,Frestað. Vísað til athugasemda heilbrigðiseftirlits á umsóknarblaði.,"Sótt er um leyfi til ýmissa breytinga á gluggum, útihurðum og léttum innveggjum í gistiheimili í fjölbýlishúsi á lóð nr. 10 við Ránargötu.  Meðfylgjandi er samþykki eigenda á lóð dags. 16. nóv. 2009 og bréf Hans Kr. Guðmundssonar til Einars Helgasonar Orkuveitunni dags. 9. des. 2009.  Gjald kr. 7.700"
40828 (04.97.000.2),BN040828,Seljabraut 54,endurnýjun bygingarleyfis (bn030402),Frestað. Vísað til athugasemda á umsóknarblaði.,"Sótt er um endurnýjun byggingarleyfis, sbr. erindi BN030402 samþ. 14. des. 2004, sem fjallar um breytingar innanhúss í verslunarhúsnæði á lóð nr. 54 við Seljabraut.  Gjald 7.700"
40767 (01.29.520.1),BN040767,Síðumúli 34,reyndarteikningar,Samþykkt. Samræmist ákvæðum laga nr. 73/1997. Áskilin lokaúttekt byggingarfulltrúa. Áskilið samþykki heilbrigðiseftirlits. Skilyrt er að eignaskiptayfirlýsingu vegna breytinga í húsinu sé þinglýst fyrir útgáfu á byggingarleyfi.,"Sótt er um leyfi til að sameina mhl. 01, 02 og 04 í einn mhl. sem verður mhl. 01 og að auki reyndarteikning sem felur í sér að bæta við salerni, kaffiaðstöðu og færa til hurð í vegg í atvinnuhúsinu  á lóð nr. 34 við Síðumúla.  Tölvupóstur frá hönnuði dags. 2. des. 2009.  Gjald kr. 7.700"
40830 (01.67.600.5),BN040830,Skildinganes 44,reyndarteikningar,"Synjað. Samræmist ekki ákvæðum deiliskipulags hvað stærð varðar, sbr. athugasemd skipulagsstjóra á umsóknarblaði.","Sótt er um samþykki fyrir reyndarteikningum þar sem gerð er grein fyrir innréttingu á óuppfylltum sökklum í einbýlishúsinu á lóð nr. 44 við Skildinganes.  Stækkun:  39,6 ferm., 103 rúmm.  Gjald kr. 7.700 + 7.931"
40507 (01.25.300.6),BN040507,Skipholt 40,tvöföld  bílgeymsla,Samþykkt. Samræmist ákvæðum laga nr. 73/1997. Með vísan til samþykktar borgarráðs frá 1. september 1998 skal utanhúss- og lóðarfrágangi vera lokið eigi síðar en innan tveggja ára frá útgáfu byggingarleyfis að viðlögðum dagsektarákvæðum 57. gr. skipulags- og byggingarlaga nr. 73/1997. Frágangur á lóðamörkum verði gerður í samráði við lóðarhafa aðliggjandi lóða. Áskilin lokaúttekt byggingarfulltrúa. Skilyrt er að eignaskiptayfirlýsingu vegna breytinga í húsinu sé þinglýst fyrir útgáfu á byggingarleyfi.,"Sótt er um leyfi til að byggja tvöfalda bílageymslu úr steinsteypu og með léttu þaki á lóð nr. 40 við Skipholt.  Útskrift úr gerðabók embættisafgreiðslufundar skipulagsstjóra frá 27. nóvember 2009 fylgir erindinu.  Grenndarkynning stóð frá 22. október til og með 19. nóvember 2009. Engar athugasemdir bárust..  Stærð: 59.6 ferm. 178,4 rúmm.   Gjald kr. 7.700 + 13.737"
40737 (01.18.224.5),BN040737,Skólavörðustígur 21A,innri breytingar,Samþykkt. Samræmist ákvæðum laga nr. 73/1997. Áskilin lokaúttekt byggingarfulltrúa. Áskilið samþykki heilbrigðiseftirlits.,"Sótt er um leyfi til að innrétta veitingastað í fl. I, þar sem seld er súpa til meðtöku, í verslunarhúsnæði á 1. hæð í húsi á lóð nr. 21A við Skólavörðustíg.  Gjald kr. 7.700"
40821 (01.15.430.5),BN040821,Skúlagata 30,br. útlit og skilti,Frestað. Vísað til athugasemda á umsóknarblaði. Málinu vísað til umsagnar skipulagsstjóra.,"Sótt er um leyfi til að breyta notkun lagerrýmis í bílaþvott og verkstæði, koma fyrir glugga og hurð á suðurhlið og skilti á atvinnuhúsnæði á lóð nr. 30 við Skútagötu.  Gjald kr. 7.700"
40714 (01.14.39-.-),BN040714,Sóleyjargata Tjarnarg,"Hljómskáli, br. veitingaleyfi úr flokki 1 í 2",Samþykkt. Samræmist ákvæðum laga nr. 73/1997. Áskilin lokaúttekt byggingarfulltrúa. Áskilið samþykki heilbrigðiseftirlits.,Sótt er um  leyfi til að reiða fram veitingar í flokki II í og við Hljómskálann við Fríkirkjuveg.  Jafnframt er erindi BN040803 dregið til baka  Byggingarfulltrúi leggur til að Hljómskálinn verði tölusettur nr. 2 við Sóleyjargötu.  Meðfylgjandi er samþykki formanns Lúðrasveitar Reykjavíkur dags. 6. des. 2009.  Útskrift úr gerðabók embættisafgreiðslufundar skipulagsstjóra frá 27. nóvember 2009 fylgir erindinu. Einnig tölvupóstur frá formanni Lúðrasveitar Reykjavíkur dags. 6. des. 2009.  Gjald kr. 7.700
40685 (01.18.400.7),BN040685,Spítalastígur 2,"reyndarteikningar mhl 01, 02 og 03",Samþykkt. Samræmist ákvæðum laga nr. 73/1997. Skilyrt er að eignaskiptayfirlýsingu vegna breytinga í húsinu sé þinglýst fyrir útgáfu á byggingarleyfi. Með vísan til samþykktar borgarráðs frá 1. september 1998 skal utanhúss- og lóðarfrágangi vera lokið eigi síðar en innan tveggja ára frá útgáfu byggingarleyfis að viðlögðum dagsektarákvæðum 57. gr. skipulags- og byggingarlaga nr. 73/1997. Áskilin lokaúttekt byggingarfulltrúa.,"Sótt er um leyfi til að lyfta þaki mhl. 02, innrétta vinnustofu þar og byggja svalir, að byggja svalir á mhl. 03 jafnframt því sem gerð er grein fyrir áður gerðu anddyri og útitröppum á fjölbýlishúsinu á lóð nr. 2 við Spítalastíg.  Útskrift úr gerðabók embættisafgreiðslufundar skipulagsstjóra frá 20. nóvember 2009 fylgir erindinu sem og samþykki meðlóðarhafa áritað á uppdrátt.  Stækkun:  23,1 ferm., 72 rúmm.  Gjald kr. 7.700 + 5.544"
40811 (05.17.--9.0),BN040811,Suðurlandsv Reynisvl. 113440,endurnýjun byggingarleyfis BN039055,Samþykkt. Samræmist ákvæðum laga nr. 73/1997. Áskilin lokaúttekt byggingarfulltrúa. Áskilið samþykki heilbrigðiseftirlits.,"Sótt er um leyfi til að endurnýja byggingarleyfi nr. BN037055 frá 30.10.2007 og aftur BN039055 frá  21. okt. 2008  um byggingu áhaldageymslu úr steinsteypu á lóð nr.43 við Suðurlandsveg, Reynisvatnslandi.  Stærð 35 ferm. og 101,5 rúmm.   Gjald kr. 7.700 + 7.815"
40797 (00.00.000.0),BN040797,Tangabryggja 24-26,stöðuleyfi,Samþykkt. Samræmist ákvæðum laga nr. 73/1997. Til bráðbirgða í 1 ár. Þinglýsa skal yfirlýsingu þess efnis.,"Sótt er um stöðuleyfi, tímabundið til eins árs, fyrir bátaskýli sem gert er úr gámum á lóð nr. 24-26 við Tangabryggju.  Erindi fylgir bréf hönnuðar dags. 4. desember 2009 og útskrift úr gerðabók embættisafgreiðslufundar skipulagsstjóra frá 18. des. 2009.  Gjald kr. 7.700"
40588 (01.14.131.0),BN040588,Tjarnargata 10A,reyndarteikning 5. hæð,Frestað. Lagfæra skráningartöflu.,Sótt er um leyfi fyrir reyndarteikningu og breytingu á skráningartöflu  fyrir íbúð 0401 og 0501 í fjölbýlishúsinu á lóðinni nr. 10A við Tjarnargötu.  Samþykki meðeigenda dags. 2. nóv. 2009.  Gjald kr. 7.700
40812 (01.33.780.2),BN040812,Vatnagarðar 12,fella burt bílskýli,Samþykkt. Samræmist ákvæðum laga nr. 73/1997. Áskilin lokaúttekt byggingarfulltrúa.,Sótt er um leyfi til að breyta erindi BN04039 dags.   6. okt. 2009 og fella  út bílskýli sem samþykkt var að fjarlægja í erindi BN038387 dags. 25. nóv. 2008 í  atvinnuhúsnæðinu á  lóð nr. 12 við Vatnagarða.  Gjald kr. 7.700
