nr,url,heimilisfang,tegund,nidurstada,spurning
26847 (05.13.120.1),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN026847,Andrésbrunnur 12-18,(16-18) br. og skipta bleyfi,Samþykkt.  Samræmist ákvæðum laga nr. 73/1997. Frágangur á lóðamörkum verði gerður í samráði við lóðarhafa aðliggjandi lóða. Áskilin lokaúttekt byggingarfulltrúa.,"Sótt er um leyfi til þess að stækka íbúðir með því að minnka sameign, stækka svalir og breyta útliti suðurhliðar fjölbýlishúsanna nr. 16 og 18 á lóð nr. 12-18 við Andrésbrunn. Gjald kr. 5.100"
26848 (05.13.120.1),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN026848,Andrésbrunnur 12-18,(12-14) br.og byggingarstj.,Samþykkt.  Samræmist ákvæðum laga nr. 73/1997. Frágangur á lóðamörkum verði gerður í samráði við lóðarhafa aðliggjandi lóða. Áskilin lokaúttekt byggingarfulltrúa.,"Sótt er um leyfi til þess að stækka íbúðir með því að minnka sameign, stækka svalir og breyta útliti suðurhliðar fjölbýlishúsanna nr. 12 og 14 á lóð nr. 12-18 við Andrésbrunn. Gjald kr. 5.100"
26558 (04.66.78),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN026558,"Austurberg, Leiknir",br. á íþróttasv. Leiknis,Samþykkt.  Samræmist ákvæðum laga nr. 73/1997. Frágangur á lóðamörkum verði gerður í samráði við lóðarhafa aðliggjandi lóða. Áskilin lokaúttekt byggingarfulltrúa. Áskilið samþykki heilbrigðiseftirlits.,"Sótt er um leyfi til að breyta fyrirkomulagi á íþróttasvæði Leiknis á lóðunum nr. 1 og 1A við Austurberg, m.a. þannig að núv. keppnisvöllur með gervigrasi verði stækkaður og gerður fjölnota gervigrasvöllur (44x22 m) og malbikaður körfuboltavöllur við austurenda hans, gerður verði nýr æfingarvöllur (105x68 m) við hlið núv. æfingarvallar og upphitunarvöllur austan hans. Sjá einnig meðfylgjandi greinargerð hönnuðar dags. 22. jan. 2003 og bréf sama dags. 25. feb. 2003. Útskrift úr gerðabók embættisafgreiðslufundar skipulagsfulltrúa frá 17. febrúar 2003 fylgir erindinu. Gjald kr. 5.100"
26824 (01.83.420.5 01),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN026824,Ásgarður 34,br. íb .í kjallara.,Frestað. Lagfæra skráningu.,Sótt er um leyfi til þess að breyta eignaafmörkun   kjallaraíbúðar og innra skipulagi kjallara í húsi nr. 34 á lóð nr. 34-40 við Ásgarð. Gjald kr. 5.100
26740 (02.40.770.1),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN026740,Bakkastaðir 77,leikskóli,Samþykkt.  Samræmist ákvæðum laga nr. 73/1997. Frágangur á lóðamörkum verði gerður í samráði við lóðarhafa aðliggjandi lóða. Áskilin lokaúttekt byggingarfulltrúa. Áskilið samþykki heilbrigðiseftirlits. Vottun eininga ska liggja fyrir áður en framkvæmdir hefjast.,"Sótt er um leyfi til þess að reisa tveggja deildar leikskóla úr færanlegum timbureiningarhúsum tengdum saman með timburtengibyggingu á lóð nr. 77 við Bakkastaði. Stærð: Leikskóli 363,5 ferm., 1137,2 rúmm. leikfangaskúr 8,9 ferm., 23,1 rúmm. Gjald kr. 5.100 + 59.175"
26825,http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN026825,Barðastaðir 7-11,"reyndarteikn 7, 9, 11",Frestað. Vísað til athugasemda á umsóknarblaði.,"Sótt er um leyfi fyrir breytingu á útfærslu þaksvala  sem orðið hafa á byggingartímanum á húsunum nr. 7, 9 og 11 við Barðastaði. Jafnframt er sótt um leyfi fyrir breytingum á fyrirkomulagi merkinga á flóttaleiðum og að færa dyr milli bílgeymslu og kjallara húss nr. 11.  Gjald kr. 5.100"
26665 (04.76.540.2),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN026665,B-Tröð 2,reyndart. hesthús,Samþykkt.  Samræmist ákvæðum laga nr. 73/1997.,Sótt er um leyfi fyrir skráningu hesthússins nr. 2 við B-tröð í samræmi við reyndarteikningar. Gjald kr. 5.100
26729 (01.82.600.5),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN026729,Byggðarendi 9,niðurrif - endurbyggja laufskála o.fl.,Frestað. Vísað til athugasemda á umsóknarblaði. Umsögn skipulagsfulltrúa ókomin.,"Sótt er um leyfi til að rífa núverandi ""blómaskála"" við húsið nr. 9 við Byggðarenda. Jafnframt er sótt um leyfi til að byggja í hans stað fjölskylduherbergi í tengslum við borðstofu, byggja yfir sund milli fjölskylduherbergis og bílgeymslu og setja uppstólað valmaþak á húsið. Niðurrif:  32,5 ferm. og 89,4 rúmm. Uppbygging: 50 ferm og 137,3 rúmm. Stækkun: 17,5 fer. og 47,3 rúmm. Stærð samtals: 377,3 ferm og 1087,8 rúmm. Gjald kr. 5.100 + 2.412"
26641 (02.29.650.1),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN026641,Dyrhamrar 9,stækkun skóla,Samþykkt.  Samræmist ákvæðum laga nr. 73/1997. Áskilið samþykki Vinnueftirlits ríkisins. Áskilið samþykki heilbrigðiseftirlits. Áskilin lokaúttekt byggingarfulltrúa.,"Sótt er um leyfi til þess að stækka Hamraskóla í áður sökkulrými undir syðsta hluta skólans og breyta innra skipulagi á 2. hæð núverandi skólahúss á lóð nr. 9 við Dyrhamra. Bréf hönnuðar dags. 3. janúar 2003 og tölvubréf OR vegna kvaðar á lóð dags. 18. febrúar 2003 fylgja erindinu. Stærð: Stækkun 1. hæð 510,9 ferm., 1634,9 rúmm. Gjald kr. 5.100 + 83.380"
26823 (01.74.540.1),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN026823,Efstaleiti 1,jarðhýsi - tengistöð,Frestað. Vísað til athugasemda á umsóknarblaði.,Sótt er um leyfi fyrir undirstöðum fyrir fjarskiptaskerma á lóð Ríkisútvarpsins nr. 1 við Efstaleiti. Í hluta undirstaðanna verði komið fyrir tengistöð.  Stærðir:  xx Gjald 5.100 + xx
26810 (01.41.000.4),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN026810,Efstasund 72,reyndarteikning,Frestað. Vísað til athugasemda á umsóknarblaði.,Sótt er um samþykki fyrir núverandi fyrirkomulagi í húsi og í bílskúr á lóðinni nr. 72 við Efstasund. Gerð er grein fyrir áður gerðri íbúð í kjallara og breytingum á stærðum bílskúrs. Skoðunarskýrsla byggingarfulltrúa dags. 12. júní 2002 fylgir erindinu. Virðingargjörð dags. 24. júní 1948 og afsal dags. 30. ágúst 1962 fylgja erindinu.  Stærð: Stækkun bílskúr (matshl. 70) xx  Gjald kr. 5.100 + xx
26784 (02.45.610.1),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN026784,Fossaleynir 1,íþróttavellir,Frestað. Vantar mæliblað.,Sótt er um leyfi til að koma fyrir einum stórum grasvelli og stórum malarvelli ásamt minni grasvelli á lóðinni nr. 1 við Fossaleyni. Umhverfis vellina verði þriggja til fjögurra metra há netgirðing og milli stærri vallanna verði þrír 5 m háir ljósastaurar fyrir malarvöll. Erindinu fylgir bréf landslagshönnuðar dags. 25. febrúar. 2003. Gjald kr. 5.100
26721 (01.18.631.2),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN026721,Freyjugata 27,reyndarteikningar,Frestað. Vísað til athugasemda á umsóknarblaði.,Sótt er um leyfi til þess að breyta innra fyrirkomulagi og skipta í tvær íbúðir fjórðu hæð hússins á lóðinni nr. 27 við Freyjugötu.  Jafnframt er gerð grein fyrir eignarhaldi í húsinu. Afsal dags. 14. janúar 1991 fylgir erindinu. Gjald kr. 5.100
