nr,url,heimilisfang,tegund,nidurstada,spurning
25159 (01.24.710.4),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN025159,Auðarstræti 9,Br. í kjallara,Samþykkt.  Samræmist ákvæðum laga nr. 73/1997. Afmörkun séreignar í kjallara er gerð með vísan til 15. gr. í reglugerð nr. 910/2000.,Sótt er um samþykki fyrir áður gerðri séreign (ósamþ. íb.) og reyndarteikningum af kjallara hússins á lóðinni nr. 9 við Auðarstræti. Skiptasamningur dags. 30. júlí 1976 fylgir erindinu. Samþykki eigenda dags. 5. maí og 11. nóvember 2002 fylgir erindinu. Skoðunarskýrsla byggingarfulltrúa dags. 21. júní 2002 fylgir erindinu. Gjald kr. 4.800
26792 (00.00.000.0),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN026792,Barónsstígur 2,br innra frkl. jarðhæð o.fl.,Frestað. Lagfæra skráningu.,"Sótt er um leyfi til að breyta innra fyrirkomulagi í kjallara, á fyrstu, annarri, þriðju og fimmtu hæð í matshlutum 01 og 02 (Hótel Barón) á lóðinni nr. 2-4 við Barónsstíg. M.a. verði veitingarými stækkað, hótelherbergjum fjölgað um tvö og brunavörnum breytt lítillega. Gjald kr. 5.100)"
26972 (04.02.440.5),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN026972,Básbryggja 13-15,reyndarteikn. v. lokaútt.,Frestað. Vísað til athugasemda á umsóknarblaði.,"Sótt er um leyfi til þess að breyta loftræstingu frá geymslum og sorprennum, breyta skipulagi baðherbergja tveggja íbúða á 1. hæð og bílastæðum framan við fjölbýlishúsið á lóð nr. 13-15 við Básbryggju. Gjald kr. 5.100"
26969 (01.18.222.2),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN026969,Bjarnarstígur 7,samþykki á risíbúð,Samþykkt.  Samræmist ákvæðum laga nr. 73/1997.,"Sótt er um samþykki fyrir áður gerðri íbúð á rishæð ásamt smávægilegum breytingum í kjallara íbúðarhússins á lóð nr. 7 við Bjarnarstíg. Virðingargjörð dags. 21. ágúst 1928, íbúðarskoðun dags. 14. mars og 24. mars 2003 ásamt samþykki meðeigenda dags. 21. mars 2003 fylgja erindinu. Gjald kr. 5.100"
26963 (01.71.120.3),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN026963,Bogahlíð 7-9,sérgeymslur þakhæð,Frestað. Vísað til athugasemda á umsóknarblaði.,Sótt er um leyfi til þess að taka í notkun þakhæð og innrétta þar geymslur í húsinu nr. 7-9 við Bogahlíð. Gjald kr. 5.100
26750 (01.21.900.1),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN026750,Borgartún 31,breytingar á 8. hæð,Frestað. Lagfæra skráningu.,"Sótt er um leyfi til þess að breyta innra fyrirkomulagi og útliti áttundu hæðar hússins á lóðinni nr. 31 við Borgartún. Fermetrastærð húss breytist ekki (7139,2 ferm.) en rúmmetrafjöldi eykst úr 25144,1 rúmm. í 25175,6 rúmm. eða um 31,5 rúmm. Yfirlýsing vegna hönnunar eldvarna dags. 26. febrúar 2003 fylgir erindinu. Gjald kr. 5.100 + 1.607"
26890 (01.25.010.3),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN026890,Brautarholt 26,"byggja við, hækka þak",Frestað. Lagfæra skráningu.,"Sótt er um leyfi til að byggja við þriðju hæð hússins nr. 26 við Brautarholt (matshl. 01) á lóðinni nr. 26-28 við Brautarholt. Jafnframt er sótt um leyfi til að lyfta þaki byggingarinnar að norðan- og sunnanverðu, breyta inngangi og að klæða norðurhlið (götuhlið) húsanna nr. 26 og 28 (matshl. 01 og 02) með álklæðningu í ljósum lit.  Umsögn Teiknistofunnar Óðinstorgi vegna utanhúsklæðningar dags. 24. mars 2003, samþykki lóðarhafa að Skipholti 25, 27 og 29A ásamt Brautarholti 24 fylgir erindinu. Vegna stækkunar skal greiða fyrir 1,7 bílastæði í flokki lV. Stækkun:  95 ferm. og 449,8 rúmm. Gjald kr. 5.100 + 22.938"
26929 (01.45.440.9),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN026929,Dugguvogur 23,innra frkl á 1. og 3. h,Samþykkt.  Samræmist ákvæðum laga nr. 73/1997.,"Sótt er um leyfi til að breyta innra fyrirkomulagi á fyrstu hæð og innra fyrirkomulagi, eignaafmörkun og skráningu á þriðju hæð hússins nr. 23 við Dugguvog. Gjald kr. 5.100"
26964 (04.68.300.9 01),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN026964,Eddufell 8,nr. 8 pizzastaður,Frestað. Vísað til athugasemda á umsóknarblaði.,Sótt er um leyfi til að breyta innra fyrirkomulagi húss nr. 8 (matshl. 01) á lóðinni nr. 2-8 við Eddufell og koma þar fyrir framleiðsluaðstöðu fyrir flatbökur (pizzur). Jafnframt verði glugga á norðurhlið (götuhlið) breytt og komið fyrir loftræsibúnaði. Erindinu fylgir yfirlýsing húseiganda dags. 27. feb. 2003. Gjald kr. 5.100
26810 (01.41.000.4),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN026810,Efstasund 72,reyndarteikning,Frestað. Vísað til athugasemda á umsóknarblaði.,"Sótt er um samþykki fyrir núverandi fyrirkomulagi í húsi og í bílskúr á lóðinni nr. 72 við Efstasund. Gerð er grein fyrir áður gerðri íbúð í kjallara og breytingum á stærðum bílskúrs. Skoðunarskýrsla byggingarfulltrúa dags. 12. júní 2002 fylgir erindinu. Virðingargjörð dags. 24. júní 1948 og afsal dags. 30. ágúst 1962 fylgja erindinu.  Stærð: Stækkun bílskúrs (matshl. 70) 6,3 ferm. og 17,0 rúmm. Gjald kr. 5.100 + 867"
