nr,url,heimilisfang,tegund,nidurstada,spurning
22376 (04.94.300.3),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN022376,Akrasel 3 ,viðbygging,Frestað. Vísað til athugasemda á umsóknarblaði.,Sótt er um leyfi til þess að nýta óútfyllt rými á neðri hæð  og byggja við báðar álmur hússins á lóðinni nr. 3 við Akrasel. Stærð: xx Gjald kr. 4.100 + xx
22307 (01.17.020.9),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN022307,Amtmannsstígur 5 ,"Áður gerðar íb., reyndart.",Frestað. Vísað til athugasemda á umsóknarblaði.,"Sótt er um samþykki fyrir tveimur áður gerðum íbúðum á 1. hæð, tveimur á 2. hæð og einni á rishæð ásamt leyfi fyrir lagfæringum á baði og eldhúsi á rishæð og skiptingu geymslna í kjallara hússins (matshluta 01) á lóð nr. 5 við Amtmannsstíg. Bréf umsækjanda dags. 20. desember 2000, samþykki meðlóðarhafa dags. 29. desember 2000,  ljósrit úr virðingarbók frá 1902, umsögn Árbæjarsafns dags. 3. janúar og umsögn Húsafriðunarnefndar dags. 8. janúar 2001 ásamt íbúðarskoðun byggingarfulltrúa dags. 4. janúar 2001 fylgja erindinu. Gjald kr. 4.100"
22373 (01.38.110.2),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN022373,Austurbrún 6 ,breyting á anddyri o.fl.,Frestað. Vísað til athugasemda á umsóknarblaði. Að þeim uppfylltum verður málið sent til Borgarskipulags til ákvörðunar um grenndarkynningu.,"Sótt er um leyfi til þess að stækka og breyta anddyri og byggja setustofu ofan á anddyrisviðbyggingu í húsinu á lóðinni nr. 6 við Austurbrún. Á  afstöðumynd er bílastæðum breytt og þeim fækkað. Stærð: Stækkun, viðbygging. 61,5 ferm. og 87,83 rúmm. Gjald kr. 4.100"
22356 (01.14.050.1),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN022356,Austurstr. 16-Póst. 7,br. á útloftun eldh. og flóttaleið,Frestað. Vísað til athugasemda á umsóknarblaði.,"Sótt er um leyfi til þess að breyta innra skipulagi kjallara,  inngangi á 1. hæð, innra skipulagi á 1. hæð, loftræstingu frá eldhúsi og flóttaleiðum á 1. hæð og í kjallara hússins á lóð nr. 16 við Austurstræti. Mat á flóttaleiðum frá VSI dags. 13. desember 2000 fylgir erindinu. Gjald kr. 4.100"
22391 (01.14.040.4),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN022391,Austurstræti 8-10,Tilf. á eldvarnarveggjum,Samþykkt.  Samræmist ákvæðum laga nr. 73/1997. Áskilin lokaúttekt byggingarfulltrúa. Áskilið samþykki heilbrigðiseftirlits.,Sótt erum leyfi til þess að breyta aðgengi og eldvarnarkröfu á skilveggjum að tæknirými (0002) í kjallara hússins á lóð nr. 8-10 við Austurstræti. Gjald kr. 4.100
21970 (01.28.310.1),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN021970,Álftamýri 79 ,viðbygging við skólahús,Samþykkt.  Samræmist ákvæðum laga nr. 73/1997. Frágangur á lóðamörkum verði gerður í samráði við lóðarhafa aðliggjandi lóða. Áskilin lokaúttekt byggingarfulltrúa. Áskilið samþykki Vinnueftirlits ríkisins. Áskilið samþykki heilbrigðiseftirlits.,"Sótt er um leyfi til þess að byggja einnar hæðar steinsteypta viðbyggingu við austurhlið Álftamýraskóla og stækka eldhús á 1. hæð skólahússins á lóð nr. 79 við Álftamýri. Umsögn gatnamálastjóra dags. 24. október 2000 fylgir erindinu. Borgarskipulag grenndarkynnti erindið með frá 9. nóvember 2000 til 8. desember 2000. Athugasemdir bárust með bréfi dags. 7. desember 2000. Stærð: Viðbygging 1. hæð 502 ferm., 1590 rúmm. Gjald kr. 4.100 + 65.190"
22368 (01.71.002.3),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN022368,Barmahlíð 51 ,V. eignaskipta,Frestað. Vísað til athugasemda á umsóknarblaði.,Sótt er um samþykki fyrir reyndarteikningum af húsinu á lóðinni nr. 51 við Barmahlíð. Anddyri íbúðar 0201 breytist lítillega. Samþykki meðeigenda (á teikn.) fylgir erindiu. Gjald kr. 4.100
20679 (01.19.502.2),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN020679,Barónsstígur 49,Reyndarteikningar v/eignaskipta,Frestað. Vísað til athugasemda á umsóknarblaði.,Sótt er um samþykki fyrir reyndarteikningum af kjallara hússins á lóðinni nr. 49 við Barónsstíg vegna gerðar eignaskiptayfirlýsingar. Gjald kr. 4.100
22335,http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN022335,Barónsstígur Sundhöll,"byggja eimbað, breyta afgreiðslu",Samþykkt.  Samræmist ákvæðum laga nr. 73/1997. Áskilið samþykki heilbrigðiseftirlits.,"Sótt er um leyfi til þess að byggja eimbað á verönd, breyta ljósabaðstofu í kjallara og breyta afgreiðslu í forsal Sundhallar Reykjavíkur á lóð við Barónsstíg. Bréf Árbæjarsafns dags. 14. desember 2000 og bréf húsafriðunarnefndar dags. 15. desember 2000 fylgja erindinu. Stærð: Stækkun, eimbað 6,9 ferm. og 17,3 rúmm. Gjald kr. 4.100 + 709"
22247,http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN022247,Básbryggja 2,fjölbýlishús m 14 íbúðum,Samþykkt.  Samræmist ákvæðum laga nr. 73/1997. Frágangur á lóðamörkum verði gerður í samráði við lóðarhafa aðliggjandi lóða. Áskilin lokaúttekt byggingarfulltrúa.,"Sótt er um leyfi til að byggja fjölbýlishús með fjórtán íbúðum og bílgeymslu fyrir 14 bíla í kjallara á lóðinni nr. 2 við Básbryggju. Húsið verði þrjár hæðir auk rishæðar og byggt úr steinsteypu, að mestu einangrað að utan og klætt málmklæðningu. Erindinu fylgir bréf hönnuðar dags. 15. des. 2000. Stærðir: Bílgeymsla í kjallara 361,9 ferm., annað í kjallara 108,4 ferm., 1. hæð 448,6 ferm., 2. hæð 468,1 ferm., 3. hæð 468,1 ferm., 4. hæð (rishæð) 249,3 ferm., samtals 2104,4 ferm.,  og 6330,1 rúmm. Gjald kr. 4.100 + 259.534"
