nr,url,heimilisfang,tegund,nidurstada,spurning
30815 (01.13.650.6),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN030815,Aðalstræti 16,"Hótel breytingar,",Frestað. Lagfæra skráningu.,"Sótt er um leyfi til þess að breyta og fjölga gluggum og útgöngum á 1. hæð og fækka gluggum á 2.-4. hæð hótelsins, breyta klæðningu á hluta húsanna, breyta staðsetningu girðingar að hótelgarði, breyta girðingu að Túngötu, setja upp hliðgrind við vörumóttöku við  norðurhlið, innrétta skrifstofu í hluta línherbergis á 1. hæð, breyta innréttingu eldhúss og bars, breyta lyftu á milli palla á 1. hæð ásamt lítilsháttar breytingu á opnun hurða, útfærslu gleryfirbygginga og palla og leyfi til þess að setja upp skilti og breyta skyggni með skilti hótels á húshliðum austurhliðar á lóð nr. 16 við Aðalstræti. Brunahönnun VST 3. útgáfa dags. febrúar 2005, bréf varðandi eldvarnarmálningu dags. 17. og 22. desember 2004 og bréf hönnuða dags. 6. janúar 2005 fylgja erindinu. Gjald kr. 5.700 + 5.700"
30816 (01.13.650.6),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN030816,Aðalstræti 16,"Sýningarskáli, breytingar",Frestað. Lagfæra skráningu.,"Sótt er um leyfi til þess að breyta stiga og lyftu frá 1. hæð að sýningarsvæði í kjallara, breyta lögun sýningarsvæðis, breyta og færa ofanljós yfir sýningarsvæði, innrétta skrifstofu í stað geymslu í kjallara, og breyta innréttingu afgreiðslu sýningarskálans (landnámsskáli) í kjallara undir hótelbyggingum á lóð nr. 16 við Aðalstræti. Bréf hönnuða dags. 6. janúar 2005 og 3. útgáfa af brunahönnun VST dags. febrúar 2005 fylgja erindinu. Stærð: Hótel og sýningarskáli var samtals 4819,7 ferm. verður 4841 ferm., var 16344,4 rúmm. verður 16407 rúmm. Gjald kr. 5.700 + 5.700 + 3.568"
30763 (01.13.650.2),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN030763,Aðalstræti 6,reyndarteikningar,Frestað. Lagfæra skráningu.,Sótt er um samþykki fyrir núverandi fyrirkomulagi hússins á lóðinni nr. 6 við Aðalstræti. Gerð er grein fyrir fjölgun séreigna (úr 18 í 20) og breytingum á innra fyrirkomulagi á öllum hæðum hússins. Ný skráningartafla fylgir erindinu.  Þinglýstur eignaskiptasamningur dags. 2. júní 1993 fylgir erindinu. Bréf forvarnarsviðs Slökkviliðs höfuðborgarsvæðisins dags. 23. nóvember 2001 fylgir erindinu. Yfirlýsing eigenda lóðarinnar Fishersund 1 dags. 4. febrúar 2005 fylgir erindinu.  Tölvubréf dags. 3. febrúar 2005 ásamt tilboði Íslenska gámafélagsins ehf. dags. 13. október 2004 fylgir erindinu. Gjald kr. 5.700
30942 (01.13.650.3),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN030942,Aðalstræti 8,fjölgun eignarhluta 2,Samþykkt.  Samræmist ákvæðum laga nr. 73/1997.,Sótt er um samþykki fyrir núverandi fyrirkomulagi og leyfi til þess að fjölga séreignarhlutum um einn (eign 0201) í framhúsi (matshl. 05) á lóðinni nr. 8 við Aðalstræti. Gerð er grein fyrir breytingum á innra fyrirkomulagi hússins. Jafnframt er erindi 30741 dregið til baka. Ný skráningartafla fylgir erindinu. Bréf hönnuðar dags. 15. febrúar 2005 fylgir erindinu. Samþykki eigenda matshluta 05 dags. 21. janúar 2005 fylgir erindinu Samþykki f.h. Húsfélags Aðalstrætis 8 (matshl. 05 og 06)  dags. 21. febrúar 2005 fylgir erindinu. Gjald kr. 5.700
30993 (02.40.430.4),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN030993,Barðastaðir 67,nýtt byggingarleyfi,Frestað. Vísað til athugasemda á umsóknarblaði.,"Sótt er um leyfi til þess að byggja tvílyft steinsteypt einbýlishús með innbyggðri bílgeymslu á lóðinni 67 við Barðastaði. Húsið verði einangrað að utan og klætt með flísum, en að hluta pússað með steinvölum í yfirborði pússningar og þak lagt læstri koparklæðningu. Jafnframt verði samþykkt frá 7. des. 2004 fyrir sömu lóð felld úr gildi. Stærðir: Íbúð 505,1 ferm. og 1796,9 rúmm.,  bílskúr 41,9 ferm. og 177,7 rúmm..  Samtals. 547 ferm. og 1.974,3 rúmm. Gjald kr. 5.700 + 112.535"
30962 (01.67.201.2),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN030962,Bauganes 5,viðbyggingar,Frestað. Með vísan til bókunar skipulagsfulltrúa skal umsækjandi láta vinna á eigin kostnað tillögu að breyttu deiliskipulagi sem grenndarkynnt verður af skipulagsfulltrúa.,"Sótt er um leyfi til þess að byggja viðbyggingu við kjallara og 1. hæð norðvesturhliðar og norðausturhliðar, byggja verönd við 1. hæð norðausturhliðar og svalir fyrir 2. hæð yfir viðbyggingu norðausturhliðar og breyta innra skipulagi úr tvíbýli í einbýlishús á lóð nr. 5 við Bauganes. Samþykki nágranna (á teikningu) fylgir erindinu. Jafnframt lögð fram útskrift úr gerðabók embættisafgreiðslufundar skipulagsfulltrúa frá 25. febrúar s.l. Stærð: Viðbyggingar kjallari 24,5 ferm., 1. hæð 25 ferm., samtls 49,5 ferm., 134,9 rúmm. Gjald kr. 5.700 + 7.689"
30870 (01.21.910.2),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN030870,Borgartún  35-37,"(35) stakst. skilti, veggskilti o.fl.",Samþykkt.  Samræmist ákvæðum laga nr. 73/1997.,"Sótt er um leyfi til að koma fyrir stakstæðu  upplýsingaskilti fyrir húsið nr. 35 á lóðinni nr. 35-37 við Borgartún. Skiltið verði fest á um 140 cm háan steyptan vegg og hæð frá efri brún veggjar um 460 cm, en breidd 200 cm, samtals 2 x 9.6 ferm. Skiltið verði að mestu úr stáli. Jafnframt er sótt um leyfi til að koma fyrir fimm 6 m háum fánastöngum við suðurmörk lóðarinnar. Ennfremur er sótt um leyfi fyrir um 3,5 ferm. veggskilti efst á austurhlið hússins. Erindinu fylgir samþykki meðlóðarhafa vegna stakstæðs skiltis dags. 21. feb. 2005. Gjald kr. 5.700 + 5.700"
31070 (01.80.440.7),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN031070,Brekkugerði 10,hús gert að einb. + sólst.,Frestað. Vísað til athugasemda á umsóknarblaði. Málinu vísað til umsagnar skipulagsfulltrúa.,"Sótt er um samþykki fyrir áður gerðri stækkun í áður sökkulrými, leyfi til þess að byggja glerskála við suðurhlið með nýjum stiga milli efri og neðri hæðar, breyta innra skipulagi beggja hæða, sameina íbúðirnar tvær í eina íbúð, byggja stoðvegg við eystri lóðamörk og fjölga um eitt bílastæði við einbýlishúsið á lóð nr. 10 við Brekkugerði. Stærð: Áður gerð stækkun xxx ferm., xxx rúmm. Glerskáli samtals 55,6 ferm., 266,7 rúmm. Gjald kr. 5.700 + xxx"
31069 (00.00.000.0 04),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN031069,Búðagerði 7,íbúð á 1. hæð og í kj.,Frestað. Vísað til athugasemda á umsóknarblaði.,"Sótt er um leyfi til að breyta atvinnuhúsnæði í kjallara og á fyrstu hæð húss nr. 7 (mhl. 04) á lóðinni nr. 1-7 við Búðagerði í íbúð með inngang frá Sogavegi. Erindinu fylgir samþykki nokkurra meðlóðarhafa, samþykki meðeigenda í matshluta dags. 14. jan. 2005 og mótmæli húseigenda að Búðagerði 5 dags. 23. jan. 2005 og mótmæli EMBLU lögmannsstofu f.h. búðareiganda að Búðargerði 5, dags. 1. febrúar 2005. Gjald kr. 5.700"
17585 (01.81.831.0),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN017585,Bústaðavegur 71,"Áður byggð forstofa, klæðning, svalir",Frestað. Lagfæra skráningu.,"Sótt er um leyfi fyrir áður gerðri  forstofuviðbyggingu úr timbri við norðurhlið, leyfi fyrir þegar framkvæmdri utanhússklæðningu með steindum plötum og áður gerðu garðhúsi á lóð hússins nr. 71 við Bústaðaveg. Jafnframt er sótt um leyfi til að breyta útfærslu á svölum á suðurhlið. Stærðir: Garðhús 9,9 ferm., 22,6 rúmm. Viðbygging 4,9 ferm og 12,3 rúmm. Gjald kr. 2.500 + 307 Samþykki meðeigenda dags. 15. september 1998 fylgir erindinu. Einnig útskrift úr gerðarbók skipulags- og umferðarnefndar 12. október 1998 og umsögn Borgarskipulags dags. 9. október 1998. Jafnframt lögð fram útskrift úr gerðabók embættisafgreiðslufundar skipulagsfulltrúa frá 25. febrúar 2005"
