nr,url,heimilisfang,tegund,nidurstada,spurning
30838 (01.14.050.2),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN030838,Austurstræti 18,endurnýjað byggingarleyfi,Frestað. Málinu vísað til umsagnar skipulagsfulltrúa. Vísað til athugasemda á umsóknarblaði.,"Sótt er um endurnýjun á byggingarleyfi 24258 frá 18. desember 2001 þar sem sótt var um ""leyfi til þess að hækka útbyggða glerframhlið að Austurstræti um eina hæð, byggja glerskála fyrir kaffisölu við suðurhlið 2. hæðar, loka þakgluggum á bakbyggingu og breyta þakinu í svalir ásamt samþykki fyrir áður gerðum breytingum á stigum í kjallara og á 1. hæð og opum í plötu 1. hæðar hússins á lóðinni nr. 18 við Aussturstræti."" Stærð: Glerskáli og stækkun 3. hæðar 45 ferm., 233,9 rúmm. Gjald kr. 5.700 + 13.332"
30873 (01.19.032.2),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN030873,Bergþórugata 31,"reyndarteikn., br. rishæð","Frestað. Lagfæra skráningu.

Sigurður Pálmi Ásbergsson vék af fundi við afgreiðslu málsins.","Sótt er um samþykki fyrir áður gerðri íbúð í kjallara og fyrir núverandi fyrirkomulagi íbúðar á rishæð ásamt leyfi til þess að opna milli risíbúðar og rislofts fjölbýlishússins á lóð nr. 31 við Bergþórugötu. Samþykki meðeigenda (á teikningu), íbúðarskoðun byggingarfulltrúa dags. 14. október 2003, virðingargjörð dags. 1. maí 1943 og skiptayfirlýsing dags. 24. febrúar 1976 fylgja erindinu. Gjald kr. 5.700"
30870 (01.21.910.2),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN030870,Borgartún  35-37,(35) upplýsingaskilti,Frestað. Vísað til athugasemda á umsóknarblaði.,"Sótt er um leyfi til að koma fyrir stakstæðu  upplýsingaskilti fyrir húsið nr. 35 á lóðinni nr. 35-37 við Borgartún. Skiltið verði fest á um 140 cm háan steyptan vegg og hæð frá efri brún veggjar um 460 cm, en breidd 200 cm, samtals 2 x 9.6 ferm. Skiltið verði að mestu úr stáli. Gjald kr. 5.700"
30900 (01.18.663.8),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN030900,Bragagata 26,leiðrétt skráning,Samþykkt.  Samræmist ákvæðum laga nr. 73/1997.,Sótt er um leiðréttingu skráningar vegna geymslurýmis og séreignar í kjallara fjöleignarhússins á lóð nr. 26 við Bragagötu. Gjald kr. 5.700
30856 (01.35.100.1),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN030856,Brúnavegur Hrafnista,br á 2. hæð í D-álmu,Samþykkt.  Samræmist ákvæðum laga nr. 73/1997. Áskilin lokaúttekt byggingarfulltrúa. Áskilið samþykki heilbrigðiseftirlits.,Sótt er um leyfi til að breyta innra fyrirkomulagi á annarri hæð í D-álmu matshluta 01 á lóðinni Brúnavegur Hrafnista þannig að í stað sex hebergja komi fjögur herbergi með baði. Gjald kr. 5.700
30684 (01.81.831.3 01),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN030684,Bústaðavegur 77,"hækka þak, anddyri og svalir",Samþykkt.  Samræmist ákvæðum laga nr. 73/1997. Með vísan til samþykktar borgarráðs frá 1. september 1998 skal utanhúss- og lóðarfrágangi vera lokið eigi síðar en innan tveggja ára frá útgáfu byggingarleyfis að viðlögðum dagsektarákvæðum 57. gr. skipulags- og byggingarlaga nr. 73/1997.,"Sótt er um leyfi til þess að hækka þak, byggja anddyrisviðbyggingu að norðurhlið og byggja svalir á suðurhlið annarrar og þriðju hæðar hússins á lóðinni nr. 77 við Bústaðaveg. Sjá einnig erindi 30757, Bústaðavegur 79. Samþykki meðeiganda og nágranna í húsi nr. 79 dags.13. desember 2004 fylgir erindinu. Stærð: Stækkun viðbygging og hækkun þaks 50,6 ferm. og 161,8 rúmm. Gjald kr. 5.400 + 9.223"
30757 (01.81.831.4),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN030757,Bústaðavegur 79,lyfta þaki o.fl.,Samþykkt.  Samræmist ákvæðum laga nr. 73/1997. Með vísan til samþykktar borgarráðs frá 1. september 1998 skal utanhúss- og lóðarfrágangi vera lokið eigi síðar en innan tveggja ára frá útgáfu byggingarleyfis að viðlögðum dagsektarákvæðum 57. gr. skipulags- og byggingarlaga nr. 73/1997.,"Sótt er um leyfi til þess að hækka þak, byggja anddyrisviðbyggingu að norðurhlið og byggja svalir á suðurhlið annarrar og þriðju hæðar hússins á lóðinni nr. 79 við Bústaðaveg. Sjá einnig erindi 30684, Bústaðavegur 77. Afturköllun samþykkis eins eiganda vegna breytinga í húsunum nr. 77 og 79 við Bústaðaveg, dags. 17. janúar 2005, fylgir erindinu.  Afturköllun afturköllunar frá 17. janúar 2005, móttekin 24. janúar 2005 fylgir erindinu.  Samþykki meðeiganda og nágranna í húsi nr. 77 dags.13. desember 2004 fylgir erindinu. Stærð: Stækkun viðbygging og hækkun þaks 50,6 ferm. og 161,8 rúmm. Gjald kr. 5.700 + 9.223"
30875 (01.45.400.2 02),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN030875,Dugguvogur 10,fjölga eignum á efri hæð,Frestað. Vísað til athugasemda á umsóknarblaði.,"Sótt er um leyfi til að fjölga eignum á efri hæð í suðurhluta húss nr. 10 (mhl 02) á lóðinni nr. 8-10 við Dugguvog úr tveimur  í tíu. Jafnframt verði suðurhluti hússins skráður sem sérstakur matshluti, matshluti 03.  Gjald kr. 5.700"
29903 (01.45.411.4),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN029903,Dugguvogur 7,"áður gerðar br.,gistih.",Samþykkt.  Samræmist ákvæðum laga nr. 73/1997. Áskilin lokaúttekt byggingarfulltrúa. Áskilið samþykki heilbrigðiseftirlits.,"Sótt er um leyfi fyrir áður gerðum breytingum á innra fyrirkomulagi hússins, úr verkstæði í gistiheimili með samtals 8 gistirýmum, á annarri og þriðju hæð ásamt útlitsbreytingu á vesturhlið atvinnuhússins á lóð nr. 7 við Dugguvog.  Jafnframt er erindi 25546 dregið til baka. Ljósrit af eignaskiptayfirlýsingu dags. 1. júní 1979 og fundargerð húsfundar dags. 19. nóvember 2004 fylgja erindinu. Gjald kr. 5.400 + 5.400 + 5.700"
30478 (04.97.060.3 03),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN030478,Fífusel 24,klæðning,Samþykkt.  Samræmist ákvæðum laga nr. 73/1997. Með vísan til samþykktar borgarráðs frá 1. september 1998 skal utanhúss- og lóðarfrágangi vera lokið eigi síðar en innan tveggja ára frá útgáfu byggingarleyfis að viðlögðum dagsektarákvæðum 57. gr. skipulags- og byggingarlaga nr. 73/1997.,"Sótt er um leyfi til þess að klæða raðhús nr. 24 með steniplötum á lóð nr. 20-36 við Fífusel. Bréf f.h. umsækjanda dags. 8. nóvember 2004, ástandskönnun útveggja dags. sept. 2004 og samþykki meðeigenda og sumra meðlóðarhafa dags. 15. júlí 2004 fylgja erindinu. Gjald kr. 5.400"
