nr,skjal_nr,heimilisfang,tegund,nidurstada,spurning
47437 (01.14.041.5),BN047437,Aðalstræti 7,Endurbætur og viðbygging,Frestað. Vísað til athugasemda á umsóknarblaði.,"Sótt er um leyfi til að endurbæta og byggja við friðuð hús við Aðal- og Vallarstræti skv. deiliskipulagi sem samþykkt var í júlí 2013 fyrir íbúðir og þjónustustarfsemi, framkvæmd þessi er fyrsti hluti uppbyggingar á Landsímareit á lóð nr. 7 við Aðalstræti.  Meðfylgjandi er bréf verkfræðings dags. 28. mars 2014, útreikningur á varmatapi dags. 25. mars 2014, greinargerð um stærðarbreytingar dags. 29.apríl 2014, umsögn Minjastofnunar Íslands dags. 5. maí 2014, umsögn Minjasafns Reykjavíkur dags. 24. maí 2014 og greinargerð vegna bílastæða dags. 26. maí 2014 ásamt útskrift úr gerðabók embættisafgreiðslufundar skipulagsfulltrúa frá 25. apríl 2014 og umsögn skipulagsfulltrúa dags. 25. apríl 2014.  Stækkun samtals:  743,8 ferm., 2.374,4 rúmm.  Gjald kr. 9.500"
47872 (01.14.040.8),BN047872,Austurstræti 12A,Breyta innra skipulagi á 5.hæð,Samþykkt. Samræmist ákvæðum laga nr. 160 / 2010. Með vísan til samþykktar borgarráðs frá 1. september 1998 skal utanhúss- og lóðarfrágangi vera lokið eigi síðar en innan tveggja ára frá útgáfu byggingarleyfis að viðlögðum dagsektum sbr. greinar nr. 2.4.7 og 2.9.2 í byggingarreglugerð nr. 112/2012. Áskilin lokaúttekt byggingarfulltrúa. Þinglýsa skal kvöð á húsið á lóðinni nr. 14 við Austurstræti vegna aðkomu að 5. hæð hússins í  húsinu á lóðinni nr. 12A við Austurstræti fyrir útgáfu byggingarleyfis.,"Sótt er um leyfi til að breyta innra skipulagi 5. hæðar þannig að lokað er fyrir stigaop, opnað er að hluta upp í þakrými, gluggar á hlið og þakgluggar endurnýjaðir og hæð á svalahandriði verður hækkuð með hertu gleri í húsinu á lóð nr. 12A við Austurstræti.   Útskrift úr gerðabók embættisafgreiðslufundar skipulagsfulltrúa frá 15. ágúst 2014 fylgir erindinu.  Umsögn Minjastofnunar Íslands dags. 9. júlí 2014 og tölvupóstur frá Borgarsögusafni Reykjavíkur dags. 28. júlí 2014 fylgja erindi.  Gjald kr. 9.500 + 9.500"
48000 (01.29.210.2),BN048000,Ármúli 26,2.hæð - Tannlæknastofur,Samþykkt. Samræmist ákvæðum laga nr. 160 / 2010. Með vísan til bréf Geislavarna ríkisins dags. 13. ágúst 2014. Áskilin lokaúttekt byggingarfulltrúa. Áskilið samþykki heilbrigðiseftirlits.,Sótt er um leyfi til að breyta skrifstofurými 0201 í tannlæknastofu og koma fyrir pallalyftu og nýju vindfangi í anddyri hússins á lóð nr. 26 við Ármúla.  Umsögn Geislavarna Ríkisins dags. 13. ágúst 2014 og umsögn burðarvirkishönnuðar dags. 4 júlí 2014 fylgja erindi.   Gjald kr. 9.500
48073 (01.26.300.1),BN048073,Ármúli 9,Stækkun veitingastaðar o.fl.,Frestað. Málinu vísað til umsagnar skipulagsfulltrúa. Skoðist á staðnum.,"Sótt er um leyfi til að breyta áður samþykktu erindi BN047780 þannig að veitingastaður á 1. hæð verður stækkaður til suðurs, komið fyrir þaksvölum 0202 yfir nýbyggingu, byggt við 7. hæð og og útbúnar þaksvalir með rýmisnr. 070?  í kringum hæðina, gluggum breytt ásamt öðrum smávægilegum breytingum á öðrum hæðum í húsi á lóð nr. 9 við Ármúla.  Stækkun: 80,2 ferm., 158,0 rúmm.   Gjald kr. 9.500"
47980 (01.22.100.1),BN047980,Borgartún 18,Ljósaskilti,Frestað. Vísað til umsagnar samgöngustjóra.,Sótt er um leyfi til að koma fyrir þriggja flata ljósaskilti úr plexigleri og áli og staðsett í norðvesturhorni lóðar nr. 18 við Borgartún.  Gjald kr. 9.500
48118 (01.22.010.7),BN048118,Borgartún 8-16A,S2 - Inndregin þakhæð,Frestað. Málinu vísað til umsagnar skipulagsfulltrúa.,"Sótt er um leyfi til að byggja inndregna þakhæð, 17. hæð, og innrétta bar fyrir 105 gesti ofan á áður samþykkta hótelbyggingu, S2 á lóð nr. 8-16 við Borgartún.  Stækkun:  400 ferm., 1.600 rúmm.  Gjald kr. 9.500"
48114 (01.81.720.1),BN048114,Breiðagerði 20,Breyta frístundaheimili í kennslustofu,Samþykkt. Samræmist ákvæðum laga nr. 160 / 2010. Áskilin lokaúttekt byggingarfulltrúa.,Sótt er um leyfi til að breyta svæði sem áður var frístundaheimili í kennslustofu með því að loka það af á 1. hæð Breiðagerðisskóla á lóð nr. 20 við Breiðagerði.  Gjald kr. 9.500
47645 (01.13.430.7),BN047645,Brekkustígur 10,Hækka mæni - bæta við kvistum,Samþykkt. Samræmist ákvæðum laga nr. 160 / 2010. Samanber þó skilyrði og leiðbeiningar í umsögn Minjastofnunar dags. 27. júní 2014. Með vísan til samþykktar borgarráðs frá 1. september 1998 skal utanhúss- og lóðarfrágangi vera lokið eigi síðar en innan tveggja ára frá útgáfu byggingarleyfis að viðlögðum dagsektum sbr. greinar nr. 2.4.7 og 2.9.2 í byggingarreglugerð nr. 112/2012. Áskilin lokaúttekt byggingarfulltrúa.,"Sótt er um leyfi til að hækka mæni og bæta við kvistum á íbúðarhús á lóð nr. 10 við Brekkustíg.  Útskrift úr gerðabók embættisafgreiðslufundar skipulagsfulltrúa frá 15. ágúst 2014, umsögn Borgarsögusafns dags. 5. ágúst 2014 og umsögn Minjastofnunar Íslands dags. 27. júní 2014 fylgja erindinu. Erindi var grenndarkynnt frá 14. júlí til og með 11. ágúst 2014. Engar athugasemdir bárust.  Stækkun: 24,7 ferm., 60,6 rúmm.  Gjald 9.500"
48122 (02.46.740.1),BN048122,Fossaleynir 16,Olíuskilja,Frestað. Vísað til athugasemda á umsóknarblaði.,Sótt er um leyfi til að setja upp sand- og olíuskilju á frárennslislögn frá bílapartasölu í húsi á lóð nr. 16 við Fossaleyni.  Gjald kr. 9.500
47893 (05.05.510.5),BN047893,Friggjarbrunnur 10-12,Klæðning og gluggar,Frestað. Vísað til athugasemda á umsóknarblaði.,"Sótt er um leyfi til að breyta ytra byrði  úr múrkerfi á timburgrind í álplötuklæðningu á álgrind og bæta við gluggum á gafla, sbr. erindi BN035242, tvíbýlishússins á lóð nr. 10-12 við Friggjarbrunn.  Meðfylgjandi er eldvarnarskýrsla dags. 12. ágúst 2014.  Gjald kr. 9.500"
