nr,skjal_nr,heimilisfang,tegund,nidurstada,spurning
48234 (01.14.041.4),BN048234,Aðalstræti 9,Veitingastaður í fl. III,Frestað. Vísað til athugasemda á umsóknarblaði.,Sótt er um leyfi til að innrétta veitingastað fyrir 80 gesti í flokki III með opnunartíma til 23:00 á virkum dögum og til kl. 01:00 um helgar í rými austanmegin á 1. hæð í húsinu á lóð nr. 9 við Aðalstræti.  Tvær jákvæðar fyrirspurnir BN046885 og BN047186 dags. 28. nóvember 2013 og 11. febrúar 2014 fylgir erindi.  Gjald kr. 9.500
47661 (01.52.240.2),BN047661,Aflagrandi  17,Milliloft og þakgluggar,Frestað. Vísað til athugasemda eldvarnaeftirlits á umsóknarblaði.,"Sótt er um leyfi til að koma fyrir þremur nýjum þakgluggum, þar af eitt hliðarhengt björgunarop og gerð er grein fyrir millilofti í húsinu nr. 17 á lóð nr. 15-19 við Aflagranda.  Samþykki meðeigenda dags. 5. maí 2014 og umsögn burðarvirkishönnuðar dags. 7. ágúst 2014 fylgir.  Stækkun millilofts: 21,2 ferm.   Gjald kr. 9.500 + 9.500"
48099 (01.81.321.3),BN048099,Akurgerði 11,Hurð út í garð og bílskúr,Frestað. Grenndarkynningu ólokið.,"Sótt er um leyfi til að byggja bílskúr úr steinsteypu með pappaklæddu timburþaki og setja hurð og tröppur úr borðstofu út í garð við tvíbýlishús á lóð nr. 11 við Akurgerði.  Meðfylgjandi er bréf umsækjanda og samþykki meðeigenda.  Stærðir bílskúr: 30,7 ferm., 107,9 rúmm.  Gjald kr. 9.500 + 9.500"
48145 (01.14.050.1),BN048145,Austurstræti 16,Innri breytingar,Samþykkt. Samræmist ákvæðum laga nr. 160 / 2010. Áskilið samþykki heilbrigðiseftirlits .Áskilin lokaúttekt byggingarfulltrúa.,"Sótt er um leyfi til innri breytinga fyrir veitingastað og eldhús á 1. hæð og aðstöðu í kjallara, sbr. erindi BN047201, í hótelbyggingu á lóð nr. 16 við Austurstræti.  Meðfylgjandi er bréf arkitekts dags. 19.8. 2014, bréf Minjastofnunar Íslands dags. 18.8. 2014 og bréf arkitekts dags. 16.9. 2014  Gjald kr. 9.500"
48272 (04.60.350.3),BN048272,Álfab. 12-16/Þönglab.,"Þönglabakki 6, veitingastaður í rými 0105",Frestað. Vísað til athugasemda á umsóknarblaði.,Sótt er um leyfi til að innrétta veitingastað í flokki II fyrir 49 gesti í rými 0105 í verslunar- og skrifstofuhúsinu Þönglabakki 6 á lóðinni Álfab. 12+16/Þönglab.  Erindi fylgir lýsing á útsogskerfi dags. 11 september 2014 og samþykki eiganda dags. 16. september 2014.  Gjald kr. 9.500
48246 (01.84.750.5),BN048246,Álftaland 7,Svalalokun,Frestað. Lagfæra skráningu.,"Sótt er um leyfi til að setja upp svalalokun, gustlokun á brautum, á fimm svalir á suðurhlið fjölbýlishússins á lóð nr. 7 við Álftaland.  Samþykki eigenda fylgir.  Svalalokun samtals 28,5 ferm.  Gjald kr. 9.500"
48245 (04.73.440.1),BN048245,Árvað 1,Breyting á inntaksrými,Samþykkt. Samræmist ákvæðum laga nr. 160 / 2010. Áskilin lokaúttekt byggingarfulltrúa.,"Sótt er um samþykki fyrir áður gerðri breytingu, inntaksrými  var áður staðsett í rými 0009 en verður nú í rými 0012 sbr. BN045880 í húsinu á lóð nr. 1 við Árvað.   Gjald kr. 9.500"
48267 (01.19.300.4),BN048267,Barónsstígur 45A,Viðbygging,Frestað. Vísað til athugasemda á umsóknarblaði. Málinu vísað til umsagnar skipulagsfulltrúa.,"Sótt er um leyfi til að byggja 8,5*25 metra útisundlaug með nýju anddyri, búningsaðstöðu og tæknirými, með heitum pottum, vaðlaug og rennibraut við núverandi Sundhöll Reykjavíkur á lóð nr. 45a við Barónsstíg.  Meðfylgjandi er brunahönnun frá Verkís dags. í september 2014.  Stærðir: Núverandi bygging; xx ferm., xx rúmm.  Stækkun; xx ferm., xx rúm.  Samtals: 2.636,2 ferm., 12.912,4 rúmm.  Gjald kr. 9.500"
48274 (01.19.310.1),BN048274,Barónsstígur 47,Brunavarnir/þvottahús,Frestað. Vísað til athugasemda eldvarnaeftirlits á umsóknarblaði.,Sótt er um leyfi til að innrétta þvottahús í kjallara og uppfæra brunavarnir í Heilsuverndarstöðinni á lóð nr. 47 við Barónsstíg.  Gjald kr. 9.500
47770 (04.06.200.1),BN047770,Bíldshöfði 9,Dvergshöfði 2 - breyting inni 1. og 2. hæð,"Samþykkt. Samræmist ákvæðum laga nr. 160 / 2010. Skilyrt er að ný eignaskiptayfirlýsing sé samþykkt fyrir útgáfu byggingarleyfis, henni verður þinglýst eigi síðar en við lokaúttekt. Áskilið samþykki heilbrigðiseftirlits. Áskilin lokaúttekt byggingarfulltrúa.","Sótt er um leyfi til að koma fyrir nýjum inngangi á norðurhlið 1. hæðar á mhl. 04, koma fyrir verslun á 1. hæð og breyta innra fyrirkomulagi á 2. hæð, koma fyrir skilti  á norðvesturhluta lóðar og breyta rýmisnúmerum á 1. og 2. hæð í húsi nr. 2 við Dvergshöfða á lóð nr. 9 við Bíldshöfða.  Samþykki meðeigenda dags. 15. ágúst 2014 fylgir.  Gjald kr. 9.500 + 9.500"
