nr,skjal_nr,heimilisfang,tegund,nidurstada,spurning
47437 (01.14.041.5),BN047437,Aðalstræti 7,Endurbætur og viðbygging,Frestað. Vísað til athugasemda eldvarnaeftirlits á umsóknarblaði.,"Sótt er um leyfi til að endurbæta og byggja við friðuð hús við Aðal- og Vallarstræti skv. deiliskipulagi sem samþykkt var í júlí 2013 fyrir íbúðir og þjónustustarfsemi, framkvæmd þessi er fyrsti hluti uppbyggingar á Landsímareit á lóð nr. 7 við Aðalstræti.  Meðfylgjandi er bréf verkfræðings dags. 28. mars 2014, útreikningur á varmatapi dags. 25. mars 2014, greinargerð um stærðarbreytingar dags. 29.apríl 2014, umsögn Minjastofnunar Íslands dags. 5. maí 2014, umsögn Minjasafns Reykjavíkur dags. 24. maí 2014 og greinargerð vegna bílastæða dags. 26. maí 2014 ásamt útskrift úr gerðabók embættisafgreiðslufundar skipulagsfulltrúa frá 25. apríl 2014 og umsögn skipulagsfulltrúa dags. 25. apríl 2014.  Viðbygging 734,3 ferm., 2.374,4 rúmm.  Stækkun samtals 743,8 ferm., 2.374,4 rúmm.  Gjald kr. 9.500"
47626 (01.11.980.1),BN047626,Austurbakki 2,Fjölnota rými kjallara áK2,"Samþykkt. Samræmist ákvæðum laga nr. 160 / 2010. Skilyrt er að ný eignaskiptayfirlýsing sé samþykkt fyrir útgáfu byggingarleyfis, henni verður þinglýst eigi síðar en við lokaúttekt. Áskilin lokaúttekt byggingarfulltrúa. Áskilið samþykki heilbrigðiseftirlits.","Sótt er um leyfi til að innrétta fjölnotarými í kjallara K2 og K1, WE/W10-W12, mhl. 01, fyrir 120 gesti í Hörpu tónlistarhúsi á lóð nr. 2 við Austurbakka.  Meðfylgjandi er bréf arkitekts dags. 29. apríl 2014 og annað dags. 16. maí 2014.  Gjald kr. 9.500 + 9.500"
47332 (01.26.310.3),BN047332,Ármúli 13,1.hæð - breyting á brunaskilum í anddyri,Frestað. Vísað til athugasemda á umsóknarblaði.,Sótt er um leyfi til að breyta brunaskilum í anddyri á 1. hæð húss á lóð nr. 13 við Ármúla.  Gjald kr. 9.500
47780 (01.26.300.1),BN047780,Ármúli 9,Heilsu- og endurhæfingastöð,Frestað. Vísað til athugasemda á umsóknarblaði.,"Sótt er um leyfi til að innrétta heilsumiðstöð þar sem fyrirhugað er að reka margþætta starfsemi á sviði heilsuverndar,  endurhæfingar og skurðstofur í  húsi á lóð nr. 9 við Ármúla.  Skýrsla brunahönnuðar dags. 27. maí 2014 fylgir.  Stækkun: XX ferm., XX rúmm.   Gjald kr. 9.500"
47768 (04.06.410.2),BN047768,Bíldshöfði 14,Endurnýjun BN044509,Frestað. Vísað til athugasemda á umsóknarblaði.,Sótt er um leyfi til þess að breyta innra fyrirkomulagi og færa leiksvæði barna í veitingahúsi í flokki II á fyrstu hæð hússins á lóð nr. 14 við Bíldshöfða.  Sjá erindi BN044509.  Gjald kr. 9.500
47736 (04.05.560.3),BN047736,Bíldshöfði 5A,Breytingar v/lokaúttektar Br. BN034282,Samþykkt. Samræmist ákvæðum laga nr. 160 / 2010. Áskilin lokaúttekt byggingarfulltrúa.,"Sótt er um samþykki á neyðarlýsingu og og smávægilegum breytingum á afgreiðslu, sjá erindi BN034282, vegna lokaúttektar á húsi á lóð nr. 5a við Bíldshöfða.  Gjald kr. 9.500"
47770 (04.06.200.1),BN047770,Bíldshöfði 9,Dvergshöfði 2 - breyting inni 1. og 2.hæð,Frestað. Vísað til athugasemda á umsóknarblaði.,"Sótt er um leyfi til að koma fyrir nýjum inngangi með skyggni yfir á norðurhlið 1. hæðar á mhl. 04, koma fyrir verslun á 1. hæð og breyta innra fyrirkomulagi á 2. hæð, koma fyrir skilti  á norðvesturhluta lóðar og breyta rýmisnúmerum á 1. og 2. hæð í húsi nr. 2 við Dvergshöfða á lóð nr. 9 við Bíldshöfða.  Gjald kr. 9.500"
47322 (01.24.120.3),BN047322,Brautarholt 4,Gistiheimili á 2. hæð,"Samþykkt. Samræmist ákvæðum laga nr. 160 / 2010. Með vísan til samþykktar borgarráðs frá 1. september 1998 skal utanhúss- og lóðarfrágangi vera lokið eigi síðar en innan tveggja ára frá útgáfu byggingarleyfis að viðlögðum dagsektum sbr. greinar nr. 2.4.7 og 2.9.2 í byggingarreglugerð nr. 112/2012. Skilyrt er að ný eignaskiptayfirlýsing sé samþykkt fyrir útgáfu byggingarleyfis, henni verður þinglýst eigi síðar en við lokaúttekt. Áskilin lokaúttekt byggingarfulltrúa. Áskilið samþykki heilbrigðiseftirlits.",Sótt er um leyfi til þess að byggja flóttastiga á bakhlið (suðurhlið) og innrétta gistiheimili í hluta annarrar hæðar í matshluta 02 á lóð nr. 4 við Brautarholt.  Erindi fylgir samþykki meðeiganda vegna reksturs gistiheimilis og staðsetningu brunastiga dags. 23. maí 2014.  Gjald kr. 9.500 + 9.500
47645 (01.13.430.7),BN047645,Brekkustígur 10,Hækka mæni - bæta við kvistum,Frestað. Vísað til athugasemda á umsóknarblaði. Málinu vísað til umsagnar skipulagsfulltrúa.,"Sótt er um leyfi til að hækka mæni og bæta við kvistum á íbúðarhús á lóð nr. 10 við Brekkustíg.  Stækkun: xx ferm., xx rúmm.  Gjald 9.500"
47779 (02.57.600.1),BN047779,Bæjarflöt 1-3,Færa brunavarnarvegg,Frestað. Vísað til athugasemda á umsóknarblaði.,Sótt er um leyfi til að fjarlægja brunavarnavegg þannig að lager og þjálfunarsvæði verður í sama brunahólfi í húsinu á lóð nr. 1-3 við Bæjarflöt.  Sbr. erindið BN040502  Gjald kr. 9.500
47785 (01.45.230.5),BN047785,Dugguvogur 1B,Endurbygging eftir bruna,Frestað. Vísað til athugasemda á umsóknarblaði.,Sótt er um leyfi til að endurbyggja efri hæð suður eftir bruna þann 30.1. 2014 í sömu mynd og skv. gildandi teikningum atvinnuhúsið á lóð nr. 1B við Dugguvog.  Gjald kr. 9.500
47668 (34.53.410.1),BN047668,Esjumelur 13-19,Girðing (Esjumelar 2),Samþykkt. Samræmist ákvæðum laga nr. 160 / 2010.,Sótt er um leyfi til 24 mánaða fyrir 2 metra hárri girðingu utan um geymslusvæði innan byggingarreits á lóð nr. 13-19 við Esjumela.  Meðfylgjandi er bréf aðalhönnuðar dags. 27.5. 2014.  Gjald kr. 9.500
47518 (01.53.211.2),BN047518,Faxaskjól 26,"Kvistur, klæðning, svalir, stigi inni",Frestað. Vísað til athugasemda á umsóknarblaði. Málið er í grenndarkynningu.,"Sótt er um leyfi til að byggja kvist á vesturhlið, lengja kvist á austurhlið, byggja svalir á suður- og vesturhlið, nýjan inngang á norðurhlið, einangra og klæða að utan með timbri og breyta innra skipulagi í einbýlishúsi á lóð nr. 26 við Faxaskjól.  Útskrift úr gerðabók embættisafgreiðslufundar skipulagsfulltrúa frá 2. maí 2014 fylgir erindinu ásamt umsögn skipulagsfulltrúa dags. 29. apríl 2014.  Stækkun:  xx ferm., xx rúmm.  Gjald kr. 9.500"
47774 (01.15.321.7),BN047774,Frakkastígur 5,Reyndarteikningar,Frestað. Vísað til athugasemda á umsóknarblaði.,Sótt er um leyfi fyrir áður gerðum breytingum vegna eignaskiptalýsingu af húsinu á lóð nr. 5 við Frakkastíg.   Gjald kr. 9.500
47585 (01.15.251.3),BN047585,Frakkastígur 6A,Viðbygging - gistiheimili,Frestað. Vísað til athugasemda á umsóknarblaði.,"Sótt er um leyfi til að byggja tveggja hæða steinsteypta viðbyggingu í sundi norðan húss og innrétta gististað með 11 gistieiningum í flokki II á lóð nr. 6A við Frakkastíg.  Erindi fylgir umsögn Minjastofnunar Íslands dags. 15. maí 2014.  Stækkun:  77,3 ferm., 263,5 rúmm.  Gjald kr. 9.500"
47643 (01.17.210.9),BN047643,Frakkastígur 8,"Fjölbýlishús
ATH. ekki samþ. fyrr en búið er að ganga frá lóðamálum",Frestað. Vísað til athugasemda á umsóknarblaði.,"Sótt er um leyfi til að byggja 1. og  2. áfanga nýbygginga á svokölluðum Frakkastígsreit, Hverfisgötu 58-60, mhl. 02, steinsteypt fimm hæða fjölbýlishús með fimmtán íbúðum á efri hæðum, verslun og þjónustu á jarðhæð og bílakjallara og mhl. 03, Laugavegur 41A, fjögurra hæða fjölbýlishús með átta íbúðum á sameinaðri lóð nr. 8 við Frakkastíg.  Meðfylgjandi er greinargerð um algilda hönnun dags. 5. maí 2014, orkurammi dags. 1. maí 2014, umsögn Minjastofnunar dags. 8. maí 2013, greinargerð hönnuðar um skipulagsskilmála dags. 20. og 27. maí 2014 og bílastæðabókhald, ódagsett.  Stærð mhl.02:  3.027,3 ferm., 9.522,5 rúmm.  Stærð mhl.03:  959,5 ferm., 3.107,9  Samtals:  3.986,8 ferm., 12.630,4  Gjald kr. 9.500"
47758 (01.18.341.5),BN047758,Fríkirkjuvegur 7,Breytt brunahönnun,Frestað. Vísað til athugasemda á umsóknarblaði.,Sótt er um leyfi fyrir nýrri brunahönnun og uppsetningu handriða við loftstokka á suðurhlið höggmyndatorgs Listasafns Íslands á lóð nr. 7 við Fríkirkjuveg.  Gjald kr. 9.500
47298 (05.05.640.5),BN047298,Gerðarbrunnur 24-26,Stoðveggur,Samþykkt. Samræmist ákvæðum laga nr. 160 / 2010. Frágangur á lóðamörkum verði gerður í samráði við lóðarhafa aðliggjandi lóða. Áskilin lokaúttekt byggingarfulltrúa.,"Sótt er um leyfi til að byggja stoðvegg á lóðarmörkum að Úlfarsbraut, sjá erindi BN037555, og hækka um 45 cm lóðarveggi austan og vestan parhúss á lóð nr. 24-26 við Gerðarbrunn.  Umsögn skrifstofu rekstur- og umhirðu dags. 8. maí 2014, bréf frá eigendum ódagsett og samþykki á teikningu frá eiganda Gerðarbrunns 22 fylgir erindinu.  Gjald kr. 9.500"
47704 (01.11.510.1),BN047704,Grandagarður 8,Breytingar 1.og 2.hæð,Samþykkt. Samræmist ákvæðum laga nr. 160 / 2010. Áskilin lokaúttekt byggingarfulltrúa. Áskilið samþykki heilbrigðiseftirlits.,"Sótt er um samþykki á breytingum innanhúss, sjá erindi BN045353, sem fjallar um stiga milli 1. og 2. hæðar, lagfæra brunamerkingar, innrétta skrifstofu í vesturenda, færa kaffistofu á 2. hæð og falla frá breytingum á eldhúsi, veitinga/kaffisal og snyrtingum á 1. hæð sjóminjasafns á lóð nr. 8 við Grandagarð.  Gjald kr. 9.500"
47179 (01.80.121.4),BN047179,Grensásvegur 24,Breyting inni,Frestað. Vísað til athugasemda eldvarnaeftirlits á umsóknarblaði.,"Sótt er um leyfi til að breyta nýsamþykktu erindi BN046421, breytingar felast í að innrétta aðstöðu fyrir starfsfólk í kjallara, innrétta stærri móttöku og setustofu á 1. hæð og færa handlaugar á 2. hæð í gistiheimili á lóð nr. 24 við Grensásveg.  Meðfylgjandi er bréf aðalhönnuðar dags. 14.4. 2014 og greinargerð burðarvirkishönnuðar dags. 28.2. 2014.  Gjald kr. 9.500 + 9.500"
47778 (01.21.630.3),BN047778,Guðrúnartún 8,Breytingar á lóð,Frestað. Vísað til athugasemda á umsóknarblaði.,Sótt er um leyfi til að breyta fyrirkomulagi á lóð atvinnuhúsa á lóð nr. 8 við Guðrúnartún.  Gjald kr. 9.500
47347 (01.72.730.1),BN047347,Háaleitisbraut 68,Kjallari breyting - reyndarteikning 2.hæð,Samþykkt. Samræmist ákvæðum laga nr. 160 / 2010. Áskilin lokaúttekt byggingarfulltrúa. Áskilið samþykki heilbrigðiseftirlits.,Sótt er um leyfi á að breyta innréttingum í kjallara og fyrir áður gerðum breytingum á 2. hæð í húsinu á lóð nr. 68 við Háaleitisbraut.  Bréf frá hönnuði dags. 10. mars 2014 fylgir erindi.   Gjald kr. 9.500
