nr,url,heimilisfang,tegund,nidurstada,spurning
52558 (01.18.444.3),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN052558,Baldursgata 7A,Breytingar - BN051186,"Samþykkt.  Samræmist ákvæðum laga nr. 160 / 2010. Skilyrt er að ný eignaskiptayfirlýsing sé samþykkt fyrir útgáfu byggingarleyfis, henni verður þinglýst eigi síðar en við lokaúttekt. Með vísan til samþykktar borgarráðs frá 1. september 1998 skal utanhúss- og lóðarfrágangi vera lokið eigi síðar en innan tveggja ára frá útgáfu byggingarleyfis að viðlögðum dagsektum sbr. greinar nr. 2.4.7 og 2.9.2 í byggingarreglugerð nr. 112/2012. Áskilin lokaúttekt byggingarfulltrúa.",Sótt er um leyfi til að breyta erindi BN051186 þannig að hætt er við að hafa glugga við hlið svalahurðar og svalahandrið verður rimlahandrið á fjölbýlishúsi á lóð nr. 7A við Baldursgötu.  Samþykki meðeigenda dags 3. apríl 2017 fylgir erindinu. Gjald kr. 11.000
51954 (01.17.120.2 01),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN051954,Bankastræti 14,Byggja yfir svalir - 4.hæð,Samþykkt.  Samræmist ákvæðum laga nr. 160 / 2010. Með vísan til samþykktar borgarráðs frá 1. september 1998 skal utanhúss- og lóðarfrágangi vera lokið eigi síðar en innan tveggja ára frá útgáfu byggingarleyfis að viðlögðum dagsektum sbr. greinar nr. 2.4.7 og 2.9.2 í byggingarreglugerð nr. 112/2012. Áskilin lokaúttekt byggingarfulltrúa. Áskilið samþykki heilbrigðiseftirlits.,"Sótt er um leyfi til að byggja yfir svalir á 4. hæð til suðurs, ásamt því að innrétta gistiheimili í flokki ll - tegund b á 3. og 4. hæð í fjöleignarhúsi á lóð nr. 14 við Bankastræti. Stækkun A-rými 13,8 ferm., 42,8 rúmm. Lögð er fram umsögn skipulagsfulltrúa dags. 18. 11. 2011 við fsp. BN0110410. Samþykki meðeigenda dags. 01.10.2016 fylgir erindi ásamt samþykki meðeigenda í matshluta dags. 19.01.2017 fyrir breytingum  á lögnum og bréf arkitekts dags. 14.11.2016.  Útskrift úr gerðabók embættisafgreiðslufundar skipulagsfulltrúa frá 24. mars fylgir erindinu, ásamt umsögn skipulagsfulltrúa dags. 17. mars 2017.  Gjald kr. 10.100"
52673 (01.71.010.2),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN052673,Barmahlíð 36,Stækkun á risíbúð,Frestað. Vísað til athugasemda á umsóknarblaði.,"Sótt er um leyfi fyrir áður gerðum breytingum sem eru að rísíbúð er stækkuð  á kostnað sameignar í fjölbýlishúsi á lóð nr. 36 við Barmahlíð.  Bréf frá umsækjanda ódagsett, samþykki meðeigenda dags. 4. apríl 2017 og kaupyfirlýsing vegna þakrýmis dags. 3. mars. 2017 fylgja erindi. Gjald kr. 11.000"
52656 (04.06.200.1),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN052656,Bíldshöfði 9,Breyting á BN052176,"Samþykkt.  Samræmist ákvæðum laga nr. 160 / 2010. Með vísan til samþykktar borgarráðs frá 1. september 1998 skal utanhúss- og lóðarfrágangi vera lokið eigi síðar en innan tveggja ára frá útgáfu byggingarleyfis að viðlögðum dagsektum sbr. greinar nr. 2.4.7 og 2.9.2 í byggingarreglugerð nr. 112/2012.  Skilyrt er að ný eignaskiptayfirlýsing sé samþykkt fyrir útgáfu byggingarleyfis, henni verður þinglýst eigi síðar en við lokaúttekt. Áskilin lokaúttekt byggingarfulltrúa. Áskilið samþykki heilbrigðiseftirlits.",Sótt er um leyfi til að breyta erindi BN052176 þannig að búningsaðstaða í kjallara er færð til í húsinu Dvergshöfða 2  á lóð nr. 9 við Bíldshöfða.  Gjald kr. 11.000
52639 (01.22.100.1),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN052639,Borgartún 18,Hurð í stað glugga austurhlið - breyting 2.hæð,Frestað. Vísað til athugasemda á umsóknarblaði.,"Sótt er um leyfi til að útbúa flóttahurð á austurhlið 1. hæðar og til að breyta innra skipulagi, stækka hringstiga og fjölga vinnustöðvum á 2. og 3. hæð verslunar- og skrifstofuhúss á lóð nr. 18 við Borgartún Gjald kr. 11.000"
52546 (01.74.520.1),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN052546,Efstaleiti 2,"Lágaleiti 5-15, fjölbýliishús - mhl.01, 02 og 06",Frestað. Lagfæra skráningu.,"Sótt er um leyfi til að byggja tvö steinsteypt, 5 og 6 hæða fjölbýlishús með 67 íbúðum sem einnig mun hýsa verslunar- og þjónusturými og veitingastað í flokki ll - teg. a með útiveitingum, mhl. 01 og mhl. 02, ásamt bílakjallara fyrir 133 bíla, mhl. 06, sem mun einnig þjóna mhl. 03, 04 og 05 á lóð nr. 2 við Efstaleiti. Erindi fylgir greinargerð um hljóðvist frá Eflu dags. 9. mars 2017 Stærðir: Mhl.01 2.231,6 ferm.,   6.904,4 rúmm. Mhl.02 5.379,3 ferm., 15.647,6 rúmm. Mhl.06 4.273,4 ferm., 14.615,0 rúmm. Gjald kr. 11.000"
52547 (01.74.520.1),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN052547,Efstaleiti 2,"Lágaleiti 2, fjölbýli 93 íbúðir, mhl. 03, 04 og mhl. 05","Samþykkt.  Samræmist ákvæðum laga nr. 160 / 2010. Með vísan til samþykktar borgarráðs frá 1. september 1998 skal utanhúss- og lóðarfrágangi vera lokið eigi síðar en innan tveggja ára frá útgáfu byggingarleyfis að viðlögðum dagsektum sbr. greinar nr. 2.4.7 og 2.9.2 í byggingarreglugerð nr. 112/2012. Frágangur á lóðamörkum verði gerður í samráði við lóðarhafa aðliggjandi lóða. Með vísan til samþykktar umhverfis- og skipulagsráðs, dags. 22. maí 2013, skal lóðarhafi, í samráði við byggingarfulltrúa, setja upp skilti til kynningar á fyrirhuguðum framkvæmdum á byggingarstað. Í samræmi við samþykkt umhverfis- og skipulagsráðs dags. 9. október 2013 skal vélknúinn þvottabúnaður vera til staðar á byggingarlóð sem tryggi að vörubílar og aðrar þungavinnuvélar verði þrifnar áður en þær yfirgefa byggingarstað. Samráð skal haft við byggingarfulltrúa um staðsetningu búnaðarins. Sérstakt samráð skal haft við yfirverkfræðing byggingarfulltrúa vegna jarðvinnu. Áskilin lokaúttekt byggingarfulltrúa. Áskilið samþykki heilbrigðiseftirlits. Áskilið samþykki Vinnueftirlits ríkisins.","Sótt er um leyfi til að byggja steinsteypt fjölbýlishús, mhl. 03, 04 og 05, 2-4 hæðir með 93 íbúðum sem tengjast bílakjallara á lóð nr. 2 við Efstaleiti. Erindi fylgir greinargerð um hljóðvist frá Eflu dags. 9. mars 2017. Stærðir: Mhl.03 776,9 ferm., 2.488,4 rúmm. Mhl.04 4.359,9 ferm., 13.520,0 rúmm. Mhl.05 2.512,6 ferm., 7.850,1 rúmm. Gjald kr. 11.000"
52612 (01.19.521.4),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN052612,Eiríksgata 17,Svalir rishæð og svalir á austurhlið. - breyta í gististað í fl.II,Frestað. Málinu vísað til umsagnar skipulagsfulltrúa.,"Sótt er um leyfi til að setja svalir á íbúðir 0101 og 0201 á austurhlið og á íbúð 0301, sem er þakhæð, á norðurhlið, ásamt því að breyta notkunarflokki  í flokk 4 og notkun í gististað í flokki II  í húsi á lóð nr. 17 við Eiríksgötu. Jafnframt er erindi BN049684 sem er nýlega samþykkt dregið til baka.  Útskrift úr gerðabók embættisafgreiðslufundar skipulagsfulltrúa frá 31. mars 2017 fylgir erindinu, ásamt umsögn skipulagsfulltrúa dags. 31. mars 2017.  Gjald kr. 11.000"
52384 (01.46.340.2),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN052384,Fákafen 11,Innanhússbreytingar og útibreytingar.,Samþykkt.  Samræmist ákvæðum laga nr. 160 / 2010. Með vísan til samþykktar borgarráðs frá 1. september 1998 skal utanhúss- og lóðarfrágangi vera lokið eigi síðar en innan tveggja ára frá útgáfu byggingarleyfis að viðlögðum dagsektum sbr. greinar nr. 2.4.7 og 2.9.2 í byggingarreglugerð nr. 112/2012. Áskilin lokaúttekt byggingarfulltrúa. Áskilið samþykki heilbrigðiseftirlits. Áskilið samþykki Vinnueftirlits ríkisins.,Sótt er um leyfi til að innrétta handverksbakarí  í suðvesturhorni rýmis 0101  og til að koma fyrir loftræstiröri upp á þak á norðurhlið hús á lóð nr. 11 við Fákafen.  Samþykki eiganda dags. 8. mars 2017 og samþykki eiganda dags. 22. mars 2017 fylgir erindi. Gjald kr. 11.000
52676 (01.24.899),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN052676,Flókagata 24,Breyting á eldhúsi,Samþykkt.  Samræmist ákvæðum laga nr. 160 / 2010. Áskilin lokaúttekt byggingarfulltrúa. Áskilið samþykki heilbrigðiseftirlits. Áskilið samþykki Vinnueftirlits ríkisins.,"Sótt er um leyfi til að breyta innra skipulagi eldhúss, stækka uppþvottarými og færa kaffistofu starfsmanna á Kjarvalsstöðum á lóð nr. 24 við Flókagötu. Gjald kr. 11.000"
52660 (02.45.610.1),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN052660,Fossaleynir 1,Takmarkað byggingarleyfi fyrir jarðvinnu,"Samþykkt.  Samræmist ákvæðum laga nr. 160 / 2010. Samþykktin fellur úr gildi við útgáfu á endanlegu byggingarleyfi. Vegna útgáfu á takmörkuðu byggingarleyfi skal umsækjandi hafa samband við yfirverkfræðing embættis byggingarfulltrúa. Með vísan til samþykktar borgarráðs frá 1. september 1998 skal utanhúss- og lóðarfrágangi vera lokið eigi síðar en innan tveggja ára frá útgáfu byggingarleyfis að viðlögðum dagsektum sbr. greinar nr. 2.4.7 og 2.9.2 í byggingarreglugerð nr. 112/2012. Frágangur á lóðamörkum verði gerður í samráði við lóðarhafa aðliggjandi lóða. Með vísan til samþykktar umhverfis- og skipulagsráðs, dags. 22. maí 2013, skal lóðarhafi, í samráði við byggingarfulltrúa, setja upp skilti til kynningar á fyrirhuguðum framkvæmdum á byggingarstað.  Í samræmi við samþykkt umhverfis- og skipulagsráðs dags. 9. október 2013 skal vélknúinn þvottabúnaður vera til staðar á byggingarlóð sem tryggi að vörubílar og aðrar þungavinnuvélar verði þrifnar áður en þær yfirgefa byggingarstað. Samráð skal haft við byggingarfulltrúa um staðsetningu búnaðarins. Skilyrt er að ný eignaskiptayfirlýsing sé samþykkt fyrir útgáfu byggingarleyfis, henni verður þinglýst eigi síðar en við fokheldi.  Áskilin lokaúttekt byggingarfulltrúa. Áskilið samþykki heilbrigðiseftirlits.",Sótt er um takmarkað byggingarleyfi fyrir jarðvinnu fyrir íþróttahús á lóð nr. 1 við Fossaleyni sbr. erindi BN052523.
52260 (01.18.210.1),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN052260,Grettisgata 2A,Opna milli 2A og geymslu á næstu lóð,Frestað. Vísað til athugasemda heilbrigðiseftirlits á umsóknarblaði.,Sótt er um leyfi til að opna tímabundið yfir lóðarmörk milli geymslu í mhl. 03 á aðliggjandi lóð nr. 2b og gistiheimilis á lóð nr. 2a og við Grettisgötu. Erindi fylgir umsögn burðarvirkishönnuðar dags. 28. nóvember 2016. Gjald kr. 11.000
51931 (01.18.210.2),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN051931,Grettisgata 2b,Opna á milli geymslu og gistiheimilis,Frestað. Vísað til athugasemda heilbrigðiseftirlits á umsóknarblaði.,Sótt er um leyfi til að opna tímabundið yfir lóðarmörk milli gistiheimilis á aðliggjandi lóð nr. 2a og geymslu í mhl. 03 á lóð nr. 2b við Grettisgötu. Erindi fylgir umsögn burðarvirkishönnuðar dags. 28. nóvember 2016. Gjald kr. 10.100
52647 (01.52.500.7),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN052647,Hagamelur 67,Breytingar inni,Frestað. Vísað til athugasemda á umsóknarblaði.,Sótt er um leyfi til að breyta innra skipulagi rýmis 0101 þannig að bókabúð og kaffihúsi er breytt í fiskverslun á lóð nr. 67 við Hagamel.  Gjald kr. 11.000
52236 (01.18.020.1),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN052236,Hallveigarstígur 2,Kvistir og þaksvalir,Frestað. Lagfæra skráningu.,"Sótt er um leyfi til að byggja svalir og kvisti á rishæð í húsi á lóð nr. 2 við Hallveigarstíg. Útskrift úr gerðabók embættisafgreiðslufundar skipulagsfulltrúa frá 3. febrúar 2017 fylgir erindinu ásamt umsögn skipulagsfulltrúa dags. 3. febrúar 2017. Stækkun: A-rými 29,9 ferm., 69,5 rúmm. Gjald kr. 11.000"
52365 (04.41.170.1),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN052365,Hádegismóar 1,Breyting á BN049417,Frestað. Vísað til athugasemda heilbrigðiseftirlits á umsóknarblaði.,"Sótt er um leyfi til að breyta erindi BN049417, aðallega er um að ræða breytingu á brunavörnum ásamt minni háttar breytingum á innra skipulagi sem lýst er í fylgigögnum og orðið hafa á framkvæmdatíma við skrifstofu- og lagerhús á lóð nr. 1 við Hádegismóa. Gjald kr. 11.000"
52646 (04.32.310.1),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN052646,Hestháls 6-8,Stálgrindarhús,Frestað. Vísað til athugasemda á umsóknarblaði.,"Sótt er um leyfi til að reisa tveggja hæða stálgrindarhús á steyptum undirstöðum með milliplötu úr forsteyptum holplötueiningum, mhl. 02,  á lóð nr. 6 - 8 við Hestháls Bréf frá hönnuði dags. 28. mars 2017 og bréf frá burðarvirkishönnuði dags. 28. mars. 2017 Stærðir húss er : 2.766,0 ferm., 11.725,5 rúmm.  Gjald kr. 11.000"
