nr,skjal_nr,heimilisfang,tegund,nidurstada,spurning
15175 (01.01.139.306),BN015175,Ásvallagata 63,Breyta íbúðum á 1. hæð og 2. hæð í eina íbúð og setja stiga milli hæða innan íbúðanna.,Frestað. Lagfæra skráningu og eignanúmer.,Sótt er um leyfi til að sameina tvær íbúðir á 1. og 2. hæð í eina íbúð á lóðinni nr. 63 við Ásvallagötu.  Samþykki meðeiganda dags. 16.06.1997 fygir erindinu.  Gjald kr. 2.387
14827 (01.01.184.512),BN014827,Baldursgata 11,raunteikningar,Frestað.,Sótt er um leyfi fyrir núverandi innra fyrirkomulagi vegna eignaskipta í húsinu á lóðinni nr. 11 við Baldursgötu.  Gjald kr. 2.387
15084 (01.01.702.112),BN015084,Barmahlíð 32,Girðing og bílastæði,Samþykkt.,"Sótt er um leyfi til þess að fella tré, koma fyrir bílastæði og reisa girðingu á lóðinni nr. 32 við Barmahlíð.  Gjald kr. 2.387  Samþykki meðeigenda dags. júní 1997 og lóðarhafa Mávahlíðar 23, dags. júní 1997 fylgja erindinu.  Umsögn Borgarskipulags dags. 23.06.1997 fylgir erindinu"
15180 (01.01.221.002),BN015180,Borgartún 20,Breyting inni,Frestað. Lagfæra teikningar og skýra umsókn.,Sótt er um leyfi til að breyta innréttingu austurhluta 1. hæðar framhúss á lóðinni nr. 20 við Borgartún.  Gjald kr. 2.387
14958 (01.01.110.504),BN014958,Eyjarslóð 7,skipta hluta í tvö bil,Samþykkt. Áskilið samþykki heilbrigðiseftirlits. Áskilin lokaúttekt byggingarfulltrúa.,Sótt er um leyfi til þess að skipta suðurhluta 1. hæðar með B-60 vegg í tvær einingar og vestasta hluta 2. hæðar í tvær einingar.  Gjald kr. 2.387
15168 (01.02.854.102),BN015168,Fannafold  68-74,Stækka áður samþykktar bílgeymslur,Frestað. Mjókka bílskúra. Vantar samþykki meðeigenda.,Sótt er um leyfi til að stækka áður samþykkta bílskúra á lóðinni nr. 72-74 við Fannafold.  Gjald kr. 2.387
15167 (01.02.854.103),BN015167,Fannafold  76-78,Stækkun á áður samþykktum bílgeymslum,Frestað. Mjókka bílskúra. Vantar samþykki meðeigenda.,Sótt er um leyfi til að stækka áður samþykkta bílskúra á lóðinni nr. 76-78 við Fannafold.  Gjald kr. 2.387
14953 (01.01.243.706),BN014953,Flókagata 11,Breyting inni,Frestað. Athuga sönnun á aldri íbúðar. Sýna skal nýtingu rýma.,Sótt er um leyfi til þess að innrétta íbúð í kjallara hússins á lóðinni nr. 11 við Flókagötu.  Gjald kr. 2.387  Málinu fylgir bréf Hjartar Torfasonar dags. 4. júní 1997.  Skoðunarskýrslur heilbrigðiseftirlitsins dags. 6. júní 1997 og byggingarfulltrúa dags. 21. maí 1997 fylgja erindinu.
15208 (01.01.270.013),BN015208,Flókagata 57,Breyting úti,Samþykkt.,Sótt er um leyfi til að breyta glugga í hurð úr timbri á 1. hæð hússins á lóðinni nr. 57 við Flókagötu.  Gjald kr. 2.387
15177 (01.04.304.502),BN015177,Fossháls 3A,klórgasgeymsla,Frestað. Vantar samþykki meðlóðarhafa.,"Sótt er um leyfi til að byggja klórgeymslu úr timbri á lóðinni nr. 3 við Fossháls.  Stærð: 1. hæð 12,5 ferm., 39,0 rúmm.  Gjald kr. 2.387 + 931"
15102 (01.01.134.516),BN015102,Framnesvegur 29,Tvær íbúðir í eina og verslun,Frestað. Ítrekuð fyrri bókun.,Sótt er um leyfi til þess að breyta áður samþykktum íbúðum (12.04.1934 og 13.04.1989) á 1. og 2. hæð í nýrra húsi. Einnig er sótt um leyfi til að breyta áður gerðri íbúð  á 1. hæð (var verslun) og til að breyta áður samþykktri íbúð á 2. hæð í eldra húsi á lóðinni nr. 29 við  Framnesveg.  Gjald kr. 2.387
15195 (01.04.612.308),BN015195,Fremristekkur 15,Klæða efri hæð og bílskúr,Samþykkt.,Sótt er um leyfi til að klæða efri hæð hússins og bílskúr að utan með sléttum plötum á lóðinni nr. 15 við Fremristekk.  Bréf Helga Samúelssonar til BFK dags. 19.06.1997 varðandi ástand útveggjasteypu fylgir erindinu.  Gjald kr. 2.387
15147 (22.96.601),BN015147,Geithamrar 12,Setja þakglugga á húsið,Frestað. Gera grein fyrir nýtingu og eignarhaldi.  Snið samræmist ekki fyrirhugaðri gluggasetningu. Vantar skráningartöflu.,Sótt er um leyfi til að setja þakglugga á húsið á lóðinni nr. 12 við Geithamra.  Samþykki meðeigenda dags. 05.06.1997 fyglri erindinu.  Gjald kr. 2.387
15148 (22.96.601),BN015148,Geithamrar 8,Setja þakglugga,Frestað. Gera grein fyrir  nýtingu og eignarhaldi. Snið samræmist ekki fyrirhugaðri gluggasetningu. Vantar skráningartöflu.,Sótt er um leyfi til að setja þakglugga á húsið á lóðinni nr. 8 við Geithamra.  Samþykki meðeigenda dags. 05.06.1997 fylgir erindinu.  Gjald kr. 2.387
