nr,skjal_nr,heimilisfang,tegund,nidurstada,spurning
14770 (01.01.140.409),BN014770,Austurstræti 14,setja hurð,Samþykkt. Áskilið samþykki heilbrigðiseftirlits.,Sótt er um leyfi til þess að breyta glugga á 1. hæð í dyr á  suðurhlið hússins á lóðinni nr. 14 við Austurstræti.  Gjald kr.  2.387.oo.
14732 (01.01.140.504),BN014732,Austurstræti 22,Eldvarnarhurð,Samþykkt. Með skilyrði sbr. bréf eldvarnaeftirlits. Áskilið samþykki heilbrigðiseftirlits. Áskilin lokaúttekt byggingarfulltrúa. Ítrekuð fyrri bókun byggingarfulltrúa um lokafrágang að utan.,Sótt er um leyfi til þess að koma fyrir A-60 hurð sem opnast inn  í húsið á Lækjargötu 2 á lóðinni nr. 22 við Austurstræti.  Gjald kr. 2.387.oo.  Bréf Kristínar Haraldsdóttur dags. 30.04.1997 fylgir erindinu.
14795 (01.01.182.221),BN014795,Bjarnarstígur 9,stækka anddyri,Frestað.,Sótt er um leyfi fyrir áður gerðri stækkun á anddyri íbúðar í  húsinu á lóðinni nr. 9 við Bjarnarstíg.  Gjald kr. 2.387.oo.
14731 (01.01.216.305),BN014731,Borgartún 7,Breyting,Frestað. Gera grein fyrir umsókn og brunavörnum.,Sótt er um leyfi til þess að breyta innréttingum á hluta 1.  hæðar í húsinu á lóðinni nr. 7 við Borgartún.  Gjald kr. 2.387.oo.
14775 (01.04.765.708),BN014775,D-tröð 8,Breyta gluggum,Samþykkt. Með vísan til meðfylgjandi yfirlýsingar dags. 16. desember 1996 sem skal þinglýsa. Þormóður Sveinsson vék af fundi við afgreiðslu málsins.,Sótt er um leyfi til þess að setja glugga á suðurgafl á áður  samþykktu húsi á lóðinni nr. 8 við D-Tröð í Víðidal.  Gjald kr. 2.250.oo.  Meðfylgjandi er yfirlýsingin dags. 16.12.1996.
14703 (01.02.344.001),BN014703,Dofraborgir 17,einbýlishús,Frestað. Gera skal grein fyrir loftræstingu skriðrýma og botnfrágangi þeirra ásamt inngöngu.,"Sótt er um leyfi fyrir útlitsbreytingu á áður samþykktu húsi úr  stálgrind með klæðningu.  Stærð: samtals 164,5 ferm., 635 rúmm., bílgeymsla 33,8 ferm.,  130,5 rúmm. Gjald kr. 2.387.oo + 18.273.oo.  Jafnframt lagt fram vottorð frá Rb dags. 29.10.96 ásamt  greinagerð, skýrsla Rb um rannsókn nr. H96/1120 dags. 24.02.97,  skýrsla Rb um rannsókn nr. H96/1039 dags. 28.01.97,  viðurkenningar brunamálastofnunar ríkisins nr. 1996:25 og 1996:15  og bréf Krosshamra dags. 04.04.1997."
14704 (01.02.344.002),BN014704,Dofraborgir 19,einbýlishús,Frestað. Gera skal grein fyrir loftræstingu skriðrýma og botnfrágangi þeirra ásamt inngöngu.,"Sótt er um leyfi til þess að gera útlitsbreytingar á áður  samþykktu húsi úr stálgrind með klæðningu á lóðinni nr. 19 við  Dofraborgir.  Stærð: 164,5 ferm., 635 rúmm., bílgeymsla 33,8 ferm., 130,5  rúmm., gjald kr. 2.387.oo + 18.273.oo.  Jafnframt lagt fram vottorð frá Rb dags. 29.10.96 ásamt  greinagerð, skýrsla Rb um rannsókn nr. H96/1120 dags. 24.02.97,  skýrsla Rb um rannsókn nr. H96/1039 dags. 28.01.97, viðurkenning  brunamálastofnunar ríkisins nr. 1996:25 og nr. 1996:15 og bréf  Krosshamra dags. 04.04.97."
14705 (01.02.344.003),BN014705,Dofraborgir 21,einbýlishús,Frestað. Gera skal grein fyrir loftræstingu skriðrýma og botnfrágangi þeirra ásamt inngöngu.,"Sótt er um leyfi til þess að gera útlitsbreytingar á áður  samþykktu húsi úr stálgrind með klæðningu á lóðinni nr. 21 við Dofraborgir.  Stærð: 164,,5 ferm., 635 rúmm., bílgeymsla 33,8 ferm., 130,5  rúmm., gjald kr. 2.387.oo + 18.273.oo.  Jafnframt lagt fram vottorð frá Rb dags. 29.10.96 ásamt  greinagerð, skýrsla rannsókna nr. H96/1120 dags. 24.04.97 og  skýrsla Rb um rannsókn nr. H96/1039 dags. 28.01.97, viðurkenning  brunamálastofnunar ríkisins nr. 1996:25 og nr. 1996:15 og bréf  Krosshamra dags. 04.04.1997."
14706 (01.02.344.004),BN014706,Dofraborgir 23,einbýlishús,Frestað. Gera grein fyrir loftræstingu skriðrýma og botnfrágangi þeirra ásamt inngöngu.,"Sótt er um leyfi til þess að gera útlitsbreytingar á áður  samþykktu húsi úr stálgrind með klæðningu á lóðinni nr. 23 við  Dofraborgir.  Stærð: 164,5 ferm., 635 rúmm., bílgeymsla 33,8 ferm., 130,5  rúmm., gjald kr. 2.387.oo + 18.273.oo.  Jafnframt lagt fram vottorð frá Rb dags. 29.10.96 ásamt  greinagerð, skýrsla Rb um rannsókn nr. H96/1120 dags. 24.02.97,  skýrsla Rb um rannsókn nr. H96/1039 dags. 28.01.97,  viðurkenningar brunamálastofnunar ríkisins nr. 1996:25 og  1996:15, og bréf Krosshamra dags. 04.04.1997."
14769 (01.01.704.206),BN014769,Drápuhlíð 12,reyndarteikning,Samþykkt.,Sótt er um leyfi fyrir þegar gerðum breytingum vegna eignaskipta  í húsinu á lóðinni nr. 12 við Drápuhlíð.  Gjald kr. 2.387.oo.
