nr,url,heimilisfang,tegund,nidurstada,spurning
52944 (01.14.041.5),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN052944,Aðalstræti 7,Stækka kjallara og stigahús o.fl. - Breyting BN047437,"Samþykkt.  Samræmist ákvæðum laga nr. 160 / 2010. Með vísan til samþykktar borgarráðs frá 1. september 1998 skal utanhúss- og lóðarfrágangi vera lokið eigi síðar en innan tveggja ára frá útgáfu byggingarleyfis að viðlögðum dagsektum sbr. greinar nr. 2.4.7 og 2.9.2 í byggingarreglugerð nr. 112/2012. Frágangur á lóðamörkum verði gerður í samráði við lóðarhafa aðliggjandi lóða. Með vísan til samþykktar umhverfis- og skipulagsráðs, dags. 22. maí 2013, skal lóðarhafi, í samráði við byggingarfulltrúa, setja upp skilti til kynningar á fyrirhuguðum framkvæmdum á byggingarstað. Sérstakt samráð skal haft við yfirverkfræðing byggingarfulltrúa vegna jarðvinnu. Áskilin lokaúttekt byggingarfulltrúa. Áskilið samþykki heilbrigðiseftirlits.","Sótt er um leyfi til að stækka og dýpka kjallara, endurbyggja eldra hús, bæta við svölum á bakhlið, byggja viðbyggingu að Ingólfstorgi, innrétta veitingastað í flokki II á 1. hæð og í kjallara og íbúðir á efri hæðum húss á lóð nr. 7 við Aðalstræti. Erindi fylgir umsögn Minjastofnunar Íslands dags. 2. janúar 2018. Stækkun:  807,2 ferm., 2.628,3 rúmm. Gjald kr. 11.000"
54014 (01.11.980.1),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN054014,Austurbakki 2,Breytingar efri og neðri kjallara hótels mhl.06,"Samþykkt.  Samræmist ákvæðum laga nr. 160 / 2010. Með vísan til samþykktar borgarráðs frá 1. september 1998 skal utanhúss- og lóðarfrágangi vera lokið eigi síðar en innan tveggja ára frá útgáfu byggingarleyfis að viðlögðum dagsektum sbr. greinar nr. 2.4.7 og 2.9.2 í byggingarreglugerð nr. 112/2012. Frágangur á lóðamörkum verði gerður í samráði við lóðarhafa aðliggjandi lóða. Með vísan til samþykktar umhverfis- og skipulagsráðs, dags. 22. maí 2013, skal lóðarhafi, í samráði við byggingarfulltrúa, setja upp skilti til kynningar á fyrirhuguðum framkvæmdum á byggingarstað. Í samræmi við samþykkt umhverfis- og skipulagsráðs dags. 9. október 2013 skal vélknúinn þvottabúnaður vera til staðar á byggingarlóð sem tryggi að vörubílar og aðrar þungavinnuvélar verði þrifnar áður en þær yfirgefa byggingarstað. Samráð skal haft við byggingarfulltrúa um staðsetningu búnaðarins. Sérstakt samráð skal haft við yfirverkfræðing byggingarfulltrúa vegna jarðvinnu. Áskilin lokaúttekt byggingarfulltrúa. Áskilið samþykki heilbrigðiseftirlits. Áskilið samþykki Vinnueftirlits ríkisins.","Sótt er um leyfi til að breyta erindi BN050485, um er að ræða ýmsar breytingar á innra skipulagi og breyttar brunakröfur í efri og neðri kjallara hótels á lóð nr. 2 við Austurbakka. Gjald kr. 11.000"
54077 (01.11.980.1),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN054077,Austurbakki 2,H&M innrétta verslun - 1.og 2.hæð - mhl.12 - L1,Samþykkt.  Samræmist ákvæðum laga nr. 160 / 2010. Áskilin lokaúttekt byggingarfulltrúa.,Sótt er um leyfi til að innrétta verslun á 1. og 2. hæð auk starfsmannaaðstöðu og lagers í kjallara í húsi á Reit 2-L1 á lóð nr. 2 við Austurbakka. Gjald kr. 11.000
53222 (01.19.022.5),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN053222,Bergþórugata 7,Breyta í tvær íbúðir,Frestað. Lagfæra skráningu.,"Sótt er um leyfi til að breyta íbúð á 1. hæð og kjallara í tvær aðskildar íbúðir, lækka gólfplötu í kjallara, grafa frá suðurhlið og síkka glugga í kjallara ásamt því að breyta innra fyrirkomulagi íbúða í húsi á lóð nr. 7 við Bergþórugötu. Umsögn burðarvirkishönnuðar dags. 04.07.2017 fylgir erindi ásamt samþykki meðeigenda og aðliggjandi lóðarhafa dags. 10.01.2018. Gjald kr. 11.000"
53973 (01.23.000.2),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN053973,Borgartún 26,Breyting á veitingastað BN052428,Samþykkt.  Samræmist ákvæðum laga nr. 160 / 2010. Með vísan til samþykktar borgarráðs frá 1. september 1998 skal utanhúss- og lóðarfrágangi vera lokið eigi síðar en innan tveggja ára frá útgáfu byggingarleyfis að viðlögðum dagsektum sbr. greinar nr. 2.4.7 og 2.9.2 í byggingarreglugerð nr. 112/2012. Áskilin lokaúttekt byggingarfulltrúa. Áskilið samþykki heilbrigðiseftirlits. Áskilið samþykki Vinnueftirlits ríkisins.,"Sótt er um leyfi til að breyta erindi BN052428, um er að ræða breytingar á fyrirkomulagi í eldhúsi og staðsetningu á gasofni í veitingastað í flokki II, teg. c í rými 0103 í húsi á lóð nr. 26 við Borgartún. Gjald kr. 11.000"
53926 (01.22.010.7),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN053926,Borgartún 8-16A,Breytingar í kjallara og merkingar brunavarna,Samþykkt.  Samræmist ákvæðum laga nr. 160 / 2010. Áskilin lokaúttekt byggingarfulltrúa.,"Sótt er um leyfi til að breyta erindi BN029205 vegna lokaúttektar, um er að ræða breytingu á brunamerkingum og minni háttar breytingum á innveggjum í kjallara verslunar- og skrifstofuhúss á lóð nr. 8-16A við Borgartún. Gjald kr. 11.000"
54126 (01.22.010.7),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN054126,Borgartún 8-16A,H2 - Katrínartún 4 - Breytingar 2.og 3.hæð,"Samþykkt.  Samræmist ákvæðum laga nr. 160 / 2010. Frágangur á lóðamörkum verði gerður í samráði við lóðarhafa aðliggjandi lóða. Með vísan til samþykktar umhverfis- og skipulagsráðs, dags. 22. maí 2013, skal lóðarhafi, í samráði við byggingarfulltrúa, setja upp skilti til kynningar á fyrirhuguðum framkvæmdum á byggingarstað. Í samræmi við samþykkt umhverfis- og skipulagsráðs dags. 9. október 2013 skal vélknúinn þvottabúnaður vera til staðar á byggingarlóð sem tryggi að vörubílar og aðrar þungavinnuvélar verði þrifnar áður en þær yfirgefa byggingarstað. Samráð skal haft við byggingarfulltrúa um staðsetningu búnaðarins. Sérstakt samráð skal haft við yfirverkfræðing byggingarfulltrúa vegna jarðvinnu. Áskilin lokaúttekt byggingarfulltrúa.","Sótt er um leyfi til að innrétta skrifstofur á 2. og 3. hæð Katrínartúns 4, H2 sjá erindi BN049912, á lóð nr. 8-16A við Borgartún. Gjald kr. 11.000"
54108 (01.70.221.7),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN054108,Drápuhlíð 9,Bílskúr,Frestað. Vísað til athugasemda.,"Sótt er um leyfi til að byggja bílskúr við fjölbýlishús á lóð nr. 9 við Drápuhlíð. Erindi fylgir samþykki meðeigenda áritað á uppdrátt. Stærð:  32,2 ferm., 99,3 rúmm. Gjald kr. 11.000"
54158 (01.71.021.9),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN054158,Drápuhlíð 37,Bílastæði,Frestað. Málinu vísað til umsagnar skipulagsfulltrúa.,Sótt er um leyfi til að gera tvö bílastæði á baklóð fyrir hús á lóð nr. 37 við Drápuhlíð. Gjald kr. 11.000
54155 (01.74.530.1),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN054155,Efstaleiti 11,Aðskilið byggingarleyfi mhl 01,"Samþykkt.  Samræmist ákvæðum laga nr. 160 / 2010. Með vísan til samþykktar borgarráðs frá 1. september 1998 skal utanhúss- og lóðarfrágangi vera lokið eigi síðar en innan tveggja ára frá útgáfu byggingarleyfis að viðlögðum dagsektum sbr. greinar nr. 2.4.7 og 2.9.2 í byggingarreglugerð nr. 112/2012. Frágangur á lóðamörkum verði gerður í samráði við lóðarhafa aðliggjandi lóða. Með vísan til samþykktar umhverfis- og skipulagsráðs, dags. 22. maí 2013, skal lóðarhafi, í samráði við byggingarfulltrúa, setja upp skilti til kynningar á fyrirhuguðum framkvæmdum á byggingarstað. Í samræmi við samþykkt umhverfis- og skipulagsráðs dags. 9. október 2013 skal vélknúinn þvottabúnaður vera til staðar á byggingarlóð sem tryggi að vörubílar og aðrar þungavinnuvélar verði þrifnar áður en þær yfirgefa byggingarstað. Samráð skal haft við byggingarfulltrúa um staðsetningu búnaðarins. Sérstakt samráð skal haft við yfirverkfræðing byggingarfulltrúa vegna jarðvinnu. Áskilin lokaúttekt byggingarfulltrúa.","Sótt er um aðskilið byggingarleyfi fyrir fjölbýlishús, mhl. 01, á lóð nr. 11 við Efstaleiti sbr. BN053226. Gjald kr. 11.000"
