nr,skjal_nr,heimilisfang,tegund,nidurstada,spurning
42276 (01.52.240.7),BN042276,Aflagrandi 35,svalaskýli,Frestað. Vísað til athugasemda á umsóknarblaði.,Sótt er um leyfi til að byggja svalaskjól með 10 mm hertu gleri á svalir íbúðar 0201í fjölbýlishúsinu á lóð nr. 35 við Aflagranda.  Béf frá eigenda fylgir dags. 1.  nóv. 2010.  Samþykki meðlóðarhafa á afstöðumynd dags. 14. okt. 2010.  Stærð: XX rúmm.  Gjald kr. 7.700 + XX
42074 (05.86.520.1),BN042074,Almannadalur 25-29,nr. 25 stækkun á gerði,Frestað. Málinu vísað til umsagnar skipulagsstjóra.,"Sótt er um leyfi til að stækka gerði um 1,5 metra til norðausturs við hesthús nr. 25, þar sem reiðstígur sem átti að vera hefur verið lagður af vegna hæðarmunar í lóð nr. 25 - 29 við Almannadal.  Tölvupóstur um samþykki frá Hestamannafélaginu Fáki dags. 5. nóv. 2010 fylgir.   Gjald kr. 7.700"
42030 (01.16.230.1),BN042030,Ásvallagata 17,stálsvalir,Frestað. Málinu vísað til umsagnar skipulagsstjóra.,"Sótt er um leyfi til að setja upp járnsvalir á íbúðir 0101, 0102, 0201, 0202, 0301 og 0401í fjölbýlishúsinu á lóð nr. 17 við Ásvallagötu.  Samþykki meðeigenda ódagsett, jafnframt  bréf frá umsækjanda ódagsett.  Jákvæð fyrirspurn BN041759 dags. 13. júlí 2010 fylgir erindinu.  Gjald kr. 7.700"
42285 (01.22.010.7),BN042285,Borgartún 8-16,"(H1) nuddstofa og fl, rými 0208 - 0202  og 0209",Frestað. Vísað til athugasemda eldvarnaeftirlits á umsóknarblaði.,Sótt er um leyfi til að innrétta nuddstofu í rými 0208 og skrifstofur í rými 0202 og rými 0209 í Höfðatúni 2 á lóð nr. 8-16 við Borgartún.  Gjald kr. 7.700
42190 (01.22.010.7),BN042190,Borgartún 8-16,innra skipul. - 0801,Samþykkt. Samræmist ákvæðum laga nr. 73/1997. Áskilin lokaúttekt byggingarfulltrúa. Áskilið samþykki heilbrigðiseftirlits. Áskilið samþykki Vinnueftirlits ríkisins.,Sótt er um leyfi til að innrétta tannlæknastofu í rými 0801 í Höfðatúni 2 á lóð nr. 8-16 við Borgartún.  Erindi fylgir rökstuðningur fyrir breyttu fyrirkomulagi frá umsækjanda dags. 21. október og frá hönnuði dags. 25. október 2010 ásamt umsögn Heilbrigðiseftirlits dags. 4. nóvember 2010.  Gjald kr. 7.700
42226 (01.75.120.1),BN042226,Flugvallarvegur 3-3A,breyting úti,Synjað. Með vísan til umsagnar skipulagsstjóra. Jafnframt er m.v.t. umsagnar skipulagsstjóra gefinn 30 daga  frestur til að skila tímasettri framkv.áætlun vegna ólokinna framkvæmda.,"Sótt er um leyfi til að koma fyrir útskotsglugga á suðurhlið og innrétta skrifstofur í stað sorpgeymslu sem verður komið fyrir í sorpgám á suðvesturhorni bílastæða í eigu atvinnuhúsnæðisins á lóð nr. 3-3A við Flugvallarveg.   Útskrift úr gerðabók embættisafgreiðslufundar skipulagstjóra frá 5. nóvember 2010 fylgir erindinu ásamt umsögn skipulagsstjóra dags. 3. nóvember 2010.  Stækkun á útskotsglugga : XX ferm., XX rúmm.  Gjald kr. 7.700 + XX"
42268 (02.69.350.2),BN042268,Friggjarbrunnur 9-11,nr. 11 aðskilið byggingarleyfi,Samþykkt. Samræmist ákvæðum laga nr. 73/1997. Frágangur á lóðamörkum verði gerður í samráði við lóðarhafa aðliggjandi lóða. Áskilin lokaúttekt byggingarfulltrúa.,Sótt er um samþykki fyrir aðskildu byggingarleyfi þar sem nýr byggingarstjóri tekur við nr. 9 en áður samþykktur byggingarstjóri heldur áfram með nr. 11 á lóð nr. 9-11 við Friggjarbrunn. Sbr. erindið BN034948 dags. 9. jan. 2007.   Yfirlýsing frá byggingarstjóra dags. 25. okt. 2010.  Gjald kr. 7.700
42246 (02.37.850.2),BN042246,Fróðengi 1-11,"skyggni, skjólveggur",Samþykkt. Samræmist ákvæðum laga nr. 73/1997. Frágangur á lóðamörkum verði gerður í samráði við lóðarhafa aðliggjandi lóða. Áskilin lokaúttekt byggingarfulltrúa. Áskilið samþykki heilbrigðiseftirlits.,"Sótt er um leyfi til að byggja skyggni og skjólvegg við anddyri úr stáli og gleri sbr. erindi BN037138, í fjölbýlishúsi nr. 11 á lóð nr. 1- 11 við Fróðengi.  Bréf frá hönnuði dags. 26. okt. 2010 fylgir erindinu ásamt útskrift úr gerðabók embættisafgreiðslufundar skipulagstjóra frá 5. nóvember 2010.  Gjald kr. 7.700"
42273 (02.37.850.2),BN042273,Fróðengi 1-11,loftnetasúlur,Samþykkt. Samræmist ákvæðum laga nr. 73/1997. Áskilin lokaúttekt byggingarfulltrúa.,Sótt er um leyfi til að setja upp loftnetssúlur á stigahús og sendi í tæknirými á tveim stöðum í fjölbýlishúsi á lóð nr. 1-11 við Fróðengi.  Meðfylgjandi er samþykki eiganda dags. 9.7. 2010  Gjöld kr. 7.7000
42270 (05.05.470.9),BN042270,Gerðarbrunnur 60,breyting á fyrri samþykkt,Frestað. Vísað til athugasemda eldvarnaeftirlits á umsóknarblaði.,"Sótt er um leyfi til að fjölga gluggum og stækka, sjá erindi BN037758 dags. 4. mars 2008, á einbýlishúsinu á lóð nr. 60 við Gerðarbrunn.  Gjald kr. 7.700"
