nr,skjal_nr,heimilisfang,tegund,nidurstada,spurning
42431 (01.35.400.3),BN042431,Austurbrún 25,reykháfur fyrir kanínu,Samþykkt. Samræmist ákvæðum laga nr. 73/1997. Áskilin lokaúttekt byggingarfulltrúa.,Sótt er um leyfi til að koma fyrir reykröri frá kamínu upp úr þaki íbúðarhúss á lóð nr. 25 við Austurbrún.  Gjald kr. 7.700
42251 (01.26.400.4),BN042251,Ármúli 17,breyta í pizzustað,Frestað. Vísað til athugasemda á umsóknarblaði.,"Sótt er um leyfi til að innrétta veitingastað í flokki I á 1. hæð atvinnuhússins á lóð nr. 17 við Ármúla.  Jákvæð fyrirspurn BN042130 dags. 12. okt. 2010 fylgir.  Samþykki eiganda ódagsett fylgir erindi, einnig tölvupóstur frá eiganda rýmis 0201 dags.19. nóv. 2010 og bréf frá umsækjanda dags. 7. des. 2010  Gjald kr. 7.700"
37850 (01.18.520.6),BN037850,Baldursgata 3,reyndarteikn. v/eignakiptayfirlýsingar,Frestað. Vísað til athugasemda á umsóknarblaði.,"Sótt er um samþykkt á reyndarteikningum vegna eignaskipta, þar sem gerð er grein fyrir óleyfisbyggingu út fyrir lóð, þremur íbúðum í Mhl.01 og tveimur íbúðum í Mhl.02 á lóðinni nr. 3 við Baldursgötu.  Málinu fylgja fjögur þinglýst afsöl, a) vegna kjallaraíbúðar næst götu, dags. 20. júlí 1978, b) vegna 2. herbergja íbúðar á baklóð dags. 28. desember 2000, c) vegna 3. herbergja íbúðar á aðalhæð dags. 21. október 1987 og c) vegna íbúðar 02-0101 dags. 1. febrúar 2002.  Gjald kr. 7.300 + 7.700"
42253 (01.67.410.1),BN042253,Bauganes 10,einbýlishús,"Synjað. Samræmist ekki deiliskipulagi, sbr. umsögn skipulagsstjóra.","Sótt er um leyfi til að byggja steinsteypt einbýlishús á tveimur hæðum, með innbyggðri tvöfaldri bílgeymslu á lóð nr. 10 við Bauganes.  Útskrift úr gerðabók embættisafgreiðslufundar skipulagsstjóra frá 10. desember 2010 fylgir erindinu.  Kjallari bílgeymsla 43 ferm., íbúð 37,9 ferm., 1. hæð íbúð 218,9 ferm.  B-rými:  xx ferm.  Samtals:  299,8 ferm., 1110,8 rúmm.  Gjald kr. 7.700 + xx"
42383 (01.18.030.9),BN042383,Bergstaðastræti 13,takmarkað byggingarleyfi,Samþykkt. Samræmist ákvæðum laga nr. 73/1997. Samþykktin fellur úr gildi við útgáfu á endanlegu byggingarleyfi. Vegna útgáfu á takmörkuðu byggingarleyfi skal umsækjandi hafa sambandi við yfirverkfræðing embættis byggingarfulltrúa.,"Undirritaður fyrir hönd Mótamanna ehf., sækir hér með um takmarkað byggingarleyfi fyrir uppsteypu 2. hæðar nýbyggingu á lóðinni nr. 13 við Bergstaðstræti sbr. BN042383."
42411 (01.18.440.3),BN042411,Bergstaðastræti 43A,endurnýjun á bn034510,Frestað. Málinu vísað til skipulagsstjóra til ákvörðunar um grenndarkynningu. Vísað er til uppdrátta 01 og 02 dags. 15. ágúst 2006.,"Sótt er um leyfi til að endurnýja erindið BN034510 samþykkt 8. nóv. 2006 þar sem sótt var um að rífa núverandi stigahús á 2. hæð, endurbyggja suðurhluta 1. hæðar og byggja við suðurhluta 2. hæðar  fjölbýlishússins á lóðinni nr. 43A við Bergstaðastræti. Ennfremur að byggja utanáliggjandi tröppur úr tré á steyptri undirstöðu til að komast að nýjum inngangi 2. hæðar.  Stærðir:  Stækkun 14 ferm. og 29 rúmm.  Gjald kr. 7.700 + 2.233"
42403 (01.22.110.1),BN042403,Borgartún 24,brunamerkingum fækkað br á BN041941,Samþykkt. Samræmist ákvæðum laga nr. 73/1997. Áskilin lokaúttekt byggingarfulltrúa. Áskilið samþykki heilbrigðiseftirlits.,Sótt er um leyfi fyrir breytingum sem fyrst og fremst felast í fækkun brunamerkinga í bifreiðaskoðunarstöð sbr. erindi BN041941 á lóð nr. 24 við Borgartún.  Gjald kr. 7.700
42394 (01.22.010.7),BN042394,Borgartún 8-16,S2 - hótel,Frestað. Vísað til athugasemda á umsóknarblaði sem ekki eru tæmandi. Málinu vísað til umsagnar skipulagsstjóra.,"Sótt er um leyfi til að byggja 7-16 hæða hótel, bygging S2 í deiliskipulagi, með 342 herbergjum ásamt 4. áfanga bílakjallara á lóð nr. 8-16 við Borgartún.  Stærðir: Kjallari -2, tæknirými 162 ferm., kjallari -1, geymslur 1430,6 ferm., kjallari, geymslur 1.412 ferm., 1. hæð móttaka 1.372 ferm., 2. hæð herbergi 1.426,4 ferm., 3. -7. hæð herbergi 1.232,9 ferm., 8. - 16. hæð herbergi 574,2 ferm., 17. hæð tæknirými 64,4 ferm.  Samtals 17.200,1 ferm., 61.740 rúmm.  Gjald kr. 7.700 + 4.753.980"
42368 (01.13.653.5),BN042368,Brattagata 5,reyndarteikning,Samþykkt. Samræmist ákvæðum laga nr. 73/1997. Skilyrt er að eignaskiptayfirlýsingu vegna breytinga í húsinu sé þinglýst til þess að samþykktin öðlist gildi. Áskilin lokaúttekt byggingarfulltrúa.,Sótt er um samþykkt á reyndarteikningu þar sem atvinnuhúsnæði í kjallara er breytt í íbúðarherbergi í húsi á lóð nr. 5 við Bröttugötu.  Gjald kr. 7.700
42418 (01.35.100.1),BN042418,Brúnavegur 13,inngangur D-álma,Frestað. Vísað til athugasemda á umsóknarblaði.,"Sótt er um leyfi til að gera nýjan inngang fyrir starfs- og sjúkraflutningamenn á norðurhlið D álmu, komið verður fyrir skyggni yfir innganginn og hjúkrunarvakt verður breytt í anddyri í Dvalarheimilinu Hrafnistu á lóð nr. 13 við Brúnaveg.  Gjald kr. 7.700"
