nr,skjal_nr,heimilisfang,tegund,nidurstada,spurning
39790 (01.52.230.1),BN039790,Aflagrandi 40,svalaskýli,Samþykkt. Samræmist ákvæðum laga nr. 73/1997. Áskilin lokaúttekt byggingarfulltrúa.,"Sótt er um leyfi til að endurbyggja og stækka sólskála úr áli og gleri á svölum íbúðar 12.02 í fjölbýlishúsi á lóð nr. 40 við Aflagranda.  Meðfylgjandi er fundargerð aðalfundar húsfélagsins Aflagaranda 40, 15. júní 2009 og undirskrift húseigenda á fundinum.  Stærðir 14,6 ferm., 31,4 rúmm.  Gjald kr. 7.700 + 2.416"
41229 (01.17.120.2 01),BN041229,Bankastræti 14,breyting inni,Samþykkt. Samræmist ákvæðum laga nr. 73/1997. Áskilin lokaúttekt byggingarfulltrúa.  Áskilið samþykki heilbrigðiseftirlits.,"Sótt er um leyfi til að innrétta hársnyrtistofu á 2. hæð og koma fyrir léttum innveggjum, snyrtingu/vöskum ásamt vöskum á núverandi stofnlagnir í húsnæðinu á lóð nr. 14 við Bankastræti.  Gjald kr. 7.700"
41156 (01.19.031.5),BN041156,Barónsstígur 30,frágangur á lóð,Samþykkt. Samræmist ákvæðum laga nr. 73/1997.,"Sótt er um leyfi fyrir lóðarfrágangi með hellum og malbiki á sameiginlegri lóð  fjölbýlishúsanna á lóð nr. 30 við Barónsstíg og á lóðum nr. 41, 43 og 45 við Bergþórugötu.  Útskrift úr gerðabók embættisafgreiðslufundar skipulagsstjóra frá 5. mars 2010 fylgir erindinu.  Gjald kr. 7.700"
41064 (01.85.400.2),BN041064,Bjarmaland  1-7,nr. 1 reyndarteikningar,Frestað. Vísað til athugasemda eldvarnaeftirlits á umsóknarblaði.,"Sótt er um leyfi til að gera hurð milli þvottahúss og bílgeymslu, sjá erindi BN038184 dags. 3. júní 2008, í einbýlishúsinu nr. 1 á lóð nr. 1-7 við Bjarmaland.  Gjald kr. 7.700"
41166 (01.22.010.7),BN041166,Borgartún 8-16,H1 - innrétting 7. hæð,Samþykkt. Samræmist ákvæðum laga nr. 73/1997. Vakin er athygli á bókun Heilbrigðiseftirlits Reykjavíkur á umsóknarblaði. Áskilin lokaúttekt byggingarfulltrúa.,Sótt er um leyfi til að innrétta skrifstofurými á 7. hæð í H1 turni og suðurálmu á Höfðatorgi á lóð nr. 8 - 16 við Borgartún.  Gjald kr. 7.700
41236 (01.22.010.7),BN041236,Borgartún 8-16,verslun m/listmálaravörur,Frestað. Vísað til athugasemda á umsóknarblaði.,Sótt eru um leyfi til að innrétta verslun sem selur listmálaravörur í atvinnuhúsnæðinu 1. áfanga í austurenda á lóð nr. 8 - 16 við Borgartún.  Gjald kr. 7.700
39750 (01.13.501.4),BN039750,Bræðraborgarstígur 3,gistiheimili,Samþykkt. Samræmist ákvæðum laga nr. 73/1997. Áskilin lokaúttekt byggingarfulltrúa.  Áskilið samþykki heilbrigðiseftirlits.,Sótt er um leyfi til að breyta í gistiheimili kjallara og 1. hæð fjölbýlishússins á lóð nr. 3 við Bræðraborgarstíg. Grenndarkynning stóð frá 15. maí til og með 16. júní 2009. Eftirtaldir aðilar sendu inn athugasemdir: Ingibjörg Helgadóttir og Árni Björnsson dags. 25. maí 2009. Einnig lögð fram umsögn skipulagsstjóra dags. 13. júlí 2009.  Gjald kr. 7.700 + 7.700
35826 (01.35.000.7),BN035826,Dalbraut 3,sérafnotafletir,Samþykkt. Samræmist ákvæðum laga nr. 73/1997. Áskilin lokaúttekt byggingarfulltrúa.,Sótt er um leyfi til þess að fjölga bílastæðum við suðurhlið húss og skilgreina sérafnot verslana á 1. hæð frá lóðarhluta vegna íbúða fjöleignarhússins á lóð nr. 3 við Dalbraut.  Umsögn Framkvæmdasviðs dags. 5. maí 2007 fylgir erindinu og önnur frá sama aðila dags. 19. júní 2007 og 10. febrúar 2010.  Einnig lögð fram útskrift úr gerðabók embættisafgreiðslufundar skipulagsstjóra frá 22. júní 2007.  Gjald kr. 6.800 + 7.700
41224 (01.37.--9.3),BN041224,Engjavegur 6,breyting inni,Samþykkt. Samræmist ákvæðum laga nr. 73/1997. Áskilin lokaúttekt byggingarfulltrúa.,Sótt er um leyfi til saga fyrir nýju dyraopi á 2. hæð á milli mhl. 01 og 02 í atvinnuhúsnæðinu á lóð nr. 6 við Engjaveg.  Umsögn burðarvirkishönnuðar fylgir dags. 27. júlí 2009 og 19. jan. 2010.  Gjald kr. 7.700
40926 (01.61.960.1),BN040926,Flugvöllur 106641,"reyndarteikningar, brunahönnun",Samþykkt. Samræmist ákvæðum laga nr. 73/1997. Skilyrt er að eignaskiptayfirlýsingu vegna breytinga í húsinu sé þinglýst til þess að samþykktin öðlist gildi. Áskilin lokaúttekt byggingarfulltrúa.,"Sótt er um leyfi fyrir reyndarteikningum þar sem framkvæmdar hafa verið ýmsar breytingar á fyrirkomulagi innanhúss- og brunavörnum í Hótel Loftleiðum, landnr. 106641 við Flugvallarveg.  Gjald kr. 7.700 + 7.700"
