nr,skjal_nr,heimilisfang,tegund,nidurstada,spurning
41291 (01.14.030.8),BN041291,Austurstræti 17,breyta innra skipulagi á 2. hæð,Samþykkt. Samræmist ákvæðum laga nr. 73/1997. Áskilin lokaúttekt byggingarfulltrúa.,Sótt er um leyfi til að breyta innra fyrirkomulagi skrifstofa á 2. hæð verslunar- og skrifstofuhússins á lóð nr. 17 við Austurstræti.  Gjald kr. 7.700
41473 (04.60.350.3),BN041473,Álfab. 12-16/Þönglab.,nr. 16 breyting inni heilsugæsla,Frestað. Vísað til athugasemda á umsóknarblaði.,"Sótt er um leyfi fyrir breytingum á innra skipulagi og breikka  stigagat á milli  efri kjallara og 1. hæðar í mhl 05 í  suðvesturhluta hússins nr. 16 á lóð 12 -16 við Álfabakka.  Bréf frá hönnuði dags. 27. apríl 2010.  Minnkun: 6,0 ferm.  Gjald kr. 7.700"
41428 (01.81.630.3),BN041428,Bakkagerði 6,hækka þak,Samþykkt. Samræmist ákvæðum laga nr. 73/1997. Áskilin lokaúttekt byggingarfulltrúa.,"Sótt er um leyfi til að breyta áður samþykktu erindi BN040306 dags. 25. ágúst 2009 um að byggja staðsteypta viðbyggingu á vesturhlið, breyta kvistum og skipta um glugga, breytingin felur í sér að stækka viðbyggingu og hækka þak um 16,7 ferm frá áður samþykktu erindi í einbýlishúsinu á lóð nr. 6 við Bakkagerði.  Útskrift úr gerðabók embættisafgreiðslufundar skipulagsstjóra frá 30. apríl 2010 fylgir erindinu.  Stækkun er 16,7 ferm., 88,0 rúmm.  Gjald kr. 7.700 + 6.776"
40691 (01.71.301.7),BN040691,Blönduhlíð 25,bílageymsla,Frestað. Vísað til athugasemda á umsóknarblaði. Að þeim uppfylltum verður málinu vísað til skipulagsstjóra til ákvörðunar um grenndarkynningu.,"Sótt er um leyfi til að byggja steinsteypta bílgeymslu við fjölbýlishúsið á lóð nr. 25 við Blönduhlíð.  Erindi fylgir samþykki meðeigenda dags. 8. febrúar 2010.  Einnig fylgir jákvæð fsp. dags. 7. nóvember 2006 og 10. mars 2009 ásamt útskrift úr gerðabók embættisafgreiðslufundar skipulagsstjóra frá 12. mars 2010 og minnisblað skipulagsstjóra dags. 12. mars 2010. Grenndarkynning stóð yfir frá 25. nóvember til og með 7. janúar 2010. Eftirtaldir aðilar lögðu inn athugasemdir: Helga Benediktsdóttir f.h íbúa að Drápuhlíð 34 og 36 dags. 30. desember 2009.  Stækkun:  35 ferm., 115,4 rúmm.  Gjald kr. 7.700 + 8.886"
41458 (01.21.800.1),BN041458,Borgartún 21 - 21A,breytingar inni á 2. og 3. hæð,Frestað. Vísað til athugasemda á umsóknarblaði.,"Sótt er um leyfi fyrir breytingum innanhúss á 2. og 3. hæð mhl. 6 og koma fyrir nýjum stiga á milli hæðanna í skrifstofuhúsnæði nr. 21 á lóð nr. 21-21A.  Minnkun: 8,9 ferm.  Gjald kr. 7.700"
41451 (01.22.010.7),BN041451,Borgartún 8-16,breyting inni/veggur milli flóttaleiða,Frestað. Vísað til athugasemda eldvarnaeftirlits á umsóknarblaði.,Sótt er um leyfi til að skipta vegg milli flóttaleiða við neyðarstigahús út fyrir reyktjald og setja hurð út úr veitingastað inn á þennan gang á 1. hæð í atvinnuhúsinu Höfðatún 2 á lóð nr. 8-16 við Borgartún.  Gjald kr. 7.700
41366 (01.22.010.7),BN041366,Borgartún 8-16,innrétta veitingastað,Frestað. Vísað til athugasemda eldvarnaeftirlits á umsóknarblaði.,"Sótt er um leyfi til að innrétta veitingahús í flokki I suðvestanmegin 1. hæðar  turnsins, Höfðatúns 2 á lóðinni nr. 8-16 við Borgartún.  Bréf frá eigendum um notkun á sameiginlegri snyrtingu dags. 13. apríl 2010.  Gjald kr. 7.700 + 7.700"
41373 (04.79.160.7),BN041373,Búðavað 6-8,aðskilið byggingarleyfi húsa nr. 6 og 8,Samþykkt. Samræmist ákvæðum laga nr. 73/1997. Frágangur á lóðamörkum verði gerður í samráði við lóðarhafa aðliggjandi lóða. Áskilin lokaúttekt byggingarfulltrúa.,"Sótt er um leyfi til að breyta hæð á gluggum á austur- og vesturgöflum, breyta svalahandriði á húsi nr. 6 og til að fá aðskilið byggingarleyfi fyrir parhúsið á lóð nr. 6-8 við Búðavað.  Erindi fylgir samþykki meðeigenda dags. 27. apríl 2010.  Gjald kr. 7.700"
41464 (04.30.450.3),BN041464,Dragháls  6-12,Fossháls 9-11 breyta í bílaverkstæði,Frestað. Vísað til athugasemda á umsóknarblaði.,Sótt er um leyfi til að innrétta bifreiðaverkstæði á 1. hæð í iðnaðarhúsnæði nr. 9 milli mátlína C-E og 28-30 á lóð nr. 5-7 og 9-11 við Fossháls.  Gjald kr. 7.700
41442 (04.30.430.1),BN041442,Dragháls 28-30/F.....,1. áfangi kjallara,Frestað. Vísað til athugasemda eldvarnaeftirlits á umsóknarblaði.,"Sótt er um leyfi til að byggja kjallara, mhl. 02, úr steinsteypu og fá takmarkað byggingarleyfi fyrir 1. áfanga Fossháls 27-29 á lóð nr. 28-30 við Dragháls.  Stærðir: 288,2 ferm., 1.308,4 rúmm.  Gjald kr. 7.700 + 100.747"
41326 (01.66.--9.9),BN041326,Flugvöllur 106748,viðbygging,Frestað. Vísað til athugasemda á umsóknarblaði. Málinu vísað til umsagnar skipulagsstjóra.,"Sótt er um leyfi til að byggja viðbyggingu við suðurhlið, stækka milligólf (0202), koma fyrir nýjum stiga og breyta innra fyrirkomulagi vélageymslu og slökkvistöðvar á Reykjavíkurflugvelli.  Stækkun:  38,8 ferm., 105,5 rúmm.  Gjald kr. 7.700 + 8.124"
38701 (01.63.660.2),BN038701,Fossagata 3,viðbygging,Frestað. Er ekki í samræmi við deiliskipulag hvað stærðir varðar.,"Sótt er um leyfi fyrir viðbyggingu á einni hæð úr timbri á steyptum kjallara við einbýlishús á lóð nr. 3 við Fossagötu.  Útskrift úr gerðabók embættisafgreiðslufundar skipulagsstjóra frá 31. júlí 2008 fylgir erindinu.  Stærðir: Núv. 99,4 ferm., 243,4 rúmm.  Stækkun 75,8 ferm., 197,6 rúmm.  Samtals eftir stækkun 175,2 ferm., 441,9 rúmm.  Gjald kr. 7.300 + 14.425"
