nr,url,heimilisfang,tegund,nidurstada,spurning
37608 (01.11.980.1),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN037608,Austurbakki 2,breyta áður sþ teikninga v. hæðarsetningar,Samþykkt.  Samræmist ákvæðum laga nr. 73/1997. Frágangur á lóðamörkum verði gerður í samráði við lóðarhafa aðliggjandi lóða. Áskilin lokaúttekt byggingarfulltrúa.,"Sótt er um leyfi til breytinga á þykkt botnplötu og hæðarkóta bílakjallara. í Tónlistar- og ráðstefnuhúsi á lóð nr. 2 við Austurbakka sbr. erindi BN034842 og sbr. erindi um varaaflstöð nr. BN034842 Meðfylgjandi er bréf frá arkitekt dags. 8.feb.2008 sem útskýrir breyttar hæðir, kóta og plötuþykktir í bílakjallara. Meðfylgjandi er endurskoðuð greinargerð frá 17.janúar 2008 um púströr frá varaflsstöð og umsögn frá Umhverfissviði Rvk. vegna spennistöðvar dags. 7.des.2007 Gjald kr. 7.300"
37728 (01.16.220.5),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN037728,Ásvallagata 27,"kjallari, reyndarteikningar",Samþykkt.  Samræmist ákvæðum laga nr. 73/1997. Skilyrt er að eignaskiptayfirlýsingu vegna breytinga í húsinu sé þinglýst til þess að samþykktin öðlist gildi.,Sótt er um leyfi fyrir reyndarteikningum af kjallara vegna eignaskiptaryfirlýsingar af þríbýlishúsinu á lóð nr. 27 við Ásvallagötu. Gjald kr. 7.300
37075 (01.19.640.6),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN037075,Bergstaðastræti 83,reyndarteikningar,Frestað. Vísað til athugasemda á umsóknarblaði.,"Sótt er um leyfi fyrir óleyfisbreytingum á byggingarleyfi BN033647 dags. 7. mars, þar sem bílskúr er stækkaður að lóðamörkum, eldhús á 1. hæð er stækkað, byggt er undir svalir á suðurhlið og sýnd er ósamþykkt íbúð í kjallara, ásamt minni háttar útlitsbreytingum s. s. útitröppum og gluggapóstum, á einbýlishúsinu á lóðinni nr. 83 við Bergstaðastræti.  Meðfylgjandi er bréf aðalhönnuðar dags. 8. febrúar 2008. Erindið var grenndarkynnt frá 14. nóvember til og með 12. desember 2007. Athugasemdir bárust frá Guðrúnu Jónsdóttur og Páli Jakob Líndal dags. 11. desember 2007.  Stækkun:  30,6 ferm., 71,2 rúmm. Gjald kr. 6.800 + 5.197"
37574 (02.49.610.1),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN037574,Blikastaðavegur 2-8,br.á aðaluppdr.innan og utan,Frestað. Vísað til athugasemda á umsóknarblaði.,"Sótt er um leyfi til breytinga á innra skipulagi og útliti í áður útgefnu byggingaleyfi BN033407 dags. 31. október 2006  vegna verslunarhússins á lóðinni nr. 2-8 við Blikastaðaveg. Meðfylgjandi er bréf arkitekts dags. 15.jan.2008 ásamt teikningaskrá og endurskoðuð brunahönnun frá 17.1.2008. Stækkun xx ferm., xx rúmm. Gjald kr. 7.300 + xx"
37502 (01.21.770.1),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN037502,Borgartún 17-19,reyndarteikningar nr. 19,Samþykkt.  Samræmist ákvæðum laga nr. 73/1997. Frágangur á lóðamörkum verði gerður í samráði við lóðarhafa aðliggjandi lóða. Áskilin lokaúttekt byggingarfulltrúa.  Áskilið samþykki heilbrigðiseftirlits.,"Sótt er um leyfi fyrir stækkun á 4. hæð og breytingum á innra skipulagi atvinnuhússins á lóðinni nr. 17-19 við Borgartún. Málinu fylgir brunahönnun frá VSI dags. 2. maí 2005, endurskoðuð 14. janúar 2008. Stækkar um 109,6 ferm., minnkar um 839,6 rúmm. Gjald kr. 6.800"
37617 (01.23.000.2),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN037617,""">Borgartún 26",breytingar,Samþykkt.  Samræmist ákvæðum laga nr. 73/1997. Frágangur á lóðamörkum verði gerður í samráði við lóðarhafa aðliggjandi lóða. Áskilin lokaúttekt byggingarfulltrúa.  Áskilið samþykki heilbrigðiseftirlits.,"Sótt er um leyfi til að breyta innra skipulagi á 1. hæð og í kjallara, innrétta hársnyrtistofu á 1. hæð (01.01) og innrétta geymslu í kjallara (-1.02) í atvinnuhúsinu á lóðinni nr. 26 við Borgartún. Gjald kr. 7.300"
37748 (04.79.180.4),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN037748,Búðavað 13-15,takmarkað byggingarleyfi,Samþykkt.  Samræmist ákvæðum laga nr. 73/1997. Samþykktin fellur úr gildi við útgáfu á endanlegu byggingarleyfi. Vegna útgáfu á takmörkuðu byggingarleyfi skal umsækjandi hafa samband við yfirverkfræðing embættis byggingarfulltrúa.,"Sótt er um takmarkað byggingarleyfi fyrir aðstöðugerð, jarðvinnu og undirstöðum á lóðinni nr. 13-15 við Búðavað."
37750 (04.79.180.6),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN037750,Búðavað 21-23,takmarkað byggingarleyfi,Samþykkt.  Samræmist ákvæðum laga nr. 73/1997. samþykktin fellur úr gildi við útgáfu á endanlegu byggingarleyfi. Við útgáfu á takmörkuðu byggingarleyfi skal umsækjandi hafa samband við yfirverkfræðing embættis byggingarfulltrúa.,"Sótt er um takmarkað byggingarleyfi fyrir aðstöðugerð, jarðvinnu og undirstöðum á lóðinni nr. 21-23 við Búðavað."
33742 (02.57.600.1),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN033742,Bæjarflöt 1-3,nr. 1 nýbygging,Frestað. Vísað til athugasemda á umsóknarblaði.,"Sótt er um leyfi til að breyta áður samþykktum teikningum á húsinu á lóðinni nr. 1 við Bæjarflöt, skv. uppdr. teiknistofunnar Gingi, dags. 3. apríl 2006. Stærðarbreyting: Var 1864,5 ferm., verður 1847,8 ferm, var 14.175 rúmm., verður 14.135 rúmm.   Minnun 16,7 ferm. og 40 rúmm. Gjald kr. 6.100"
37719 (01.35.050.6),http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN037719,Dalbraut 21-27,viðbygging,Frestað. Vísað til athugasemda á umsóknarblaði. Málinu vísað til umsagnar skipulagsstjóra.,"Sótt er um leyfi til staðsteyptrar viðbyggingar til suðurs við báðar álmur hússins og byggingu bílgeymslu undir núverandi bílastæðum með tilheyrandi rampi ásamt minnháttar breytingum á innra skipulagi stjórnunarálmi fyrstu hæðar og tilfærslu á hárgreiðslustofu annarar hæðar, austari viðbyggingin eru þrjár hæðir og kjallari með íbúð á sitthvorri hæðinni og geymslu í kjallara, vestari viðbyggingin eru tvær hæðir og kjallari þar sem eru tólf íbúðir og geymslur í kjallara ásamt stigahúsi með lyftu í þjónustu og fjölbýli fyrir aldraða á lóð nr. 17-27 við Dalbraut. Stærðir stækkunar kjallari xxx ferm., 1. hæð xx ferm., 2. hæð xxx ferm., 3. hæð xxx ferm. Samtals xxx ferm. xxx rúmm. Gjald kr. 7.300 + xxx"
