nr,url,heimilisfang,tegund,nidurstada,spurning
Þetta gerðist:,http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN012902,Amtmannsstígur 6,Gert vegna eignaskiptasamnings,Samþykkt.,Sótt er um leyfi fyrir núverandi útliti og fyrirkomulagi hússins samkvæmt uppmælingu í húsinu á lóðinni nr. 6 við Amtmannsstíg. Gjald kr. 2.250.oo.
"12902 (01.01.180.007) Amtmannsstígur 6,",http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN012901,Brautarholt 6,Breyting innanhúss,Samþykkt.,Sótt er um leyfi fyrir breyttum innréttingum og lagfæringum sem gerðar eru í samráði við eldvarnareftirlit í húsinu á lóðinni nr.  6 við Brautarholt. Gjald kr. 2.250.oo.
"12901 (01.01.241.204) Brautarholt 6,",http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN012900,Bíldshöfði 18,innr.breyting,Samþykkt.,"Sótt er um leyfi fyrir breyttum innréttingum og eignanúmerum og til þess að stækka anddyri á 2. hæð í húsinu á lóðinni nr. 18 við Bíldshöfða. Stærð: 2. hæð 6,1 ferm., 23 rúmm., gjald kr. 2.250.oo + 518.oo. Meðfylgjandi er samþykki meðeigenda dags. ágúst 1996."
"12900 (01.04.065.002) Bíldshöfði 18,",http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN012854,Deildarás 22,fjarlægja hl. af göflum og fl.,Samþykkt.,Sótt er um leyfi til að fjarlægja hluta af göflum vegna leka og byggja skýli úr timbri og plasti við inngang hússins á lóðinni nr. 22 við Deildarás. Gjald kr.  2.250.oo. Samþykki nágranna ódagsett fylgir erindinu.
"12854 (01.04.372.305) Deildarás 22,",http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN012896,Dragh 14-16 fossh 13-15,br. innra skipulagi á 3.  hæð,Frestað. Með vísan til bréfs Agnars Gústafssonar hrl. dags. 01.08.1996.,Sótt er um leyfi til að breyta innra skipulagi á 3. hæð í húsinu á lóðinni nr. 14-16 við Dragháls 13-15 við Fossháls. Gjald kr. 2.250.oo. Málinu fylgir bréf Agnars Gústafssonar hrl. dags. 1. ágúst 1996 f.h. meðeigenda.
"12896 (01.04.304.504) Dragh 14-16 fossh 13-15,",http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN012879,Dugguvogur 8 - 10,Kjötvinnsla,Frestað. Vísað til athugasemda heilbrigðiseftirlits og eldvarnareftirlits. Loftræsta skal lokuð rými.,Sótt er um leyfi til að innrétta húsnæði til kjötvinnslu á lóðinni nr. 8-10 við Dugguvog. Gjald kr. 2.250.oo.
"12879 (01.01.454.002) Dugguvogur 8 - 10,",http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN012857,Framnesvegur 5,"verslun í íbúð, endurb. skúr",Synjað. Uppfyllir ekki ákvæði byggingarreglugerðar.,Sótt er um leyfi til að breyta verslunarhúsnæði á jarðhæð í íbúð og endurbyggja geymsluskúr á lóðinni nr. 5 við Framnesveg. Gjald kr. 2.250.oo.
"12857 (01.01.134.002) Framnesvegur 5,",http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN012861,Frostaskjól 11,samþykki á kjallaraíbúð,"Frestað. Vantar björgunarop, B 30 hurð og sniðmynd í íbúð.",Sótt er um að fá samþykkta íbúð í kjallara hússins á lóðinni nr. 11 við Frostaskjól. Gjald kr. 2.250.oo. Meðfylgjandi eru skoðunarskýrslur byggingarfulltrúa dags. 29.07.1996 og heilbrigðiseftirlitsins dags. 16.08.1996.
"12861 (01.01.515.507) Frostaskjól 11,",http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN012899,Hafnarstræti 20,Raunteikningar,Frestað. Vísað til athugasemda eldvarnareftirlits. Fá skýringu á umsókn.,Sótt er um leyfi fyrir núverandi innra skipulagi í húsinu á lóðinni nr. 20 við Hafnarstræti. Gjald kr.  2.250.oo.
"12899 (01.01.140.302) Hafnarstræti 20,",http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN012688,Hagatorg hótel saga,brunavarnaruppdrættir,Frestað. Brunavarnaruppdrættir eru hluti af aðaluppdráttum. Skila skal inn samræmdum aðaluppdráttum.,Sótt er um leyfi fyrir brunavörnum samkvæmt meðfylgjandi uppdráttum af hótel Sögu við Hagatorg. Gjald kr. 2.250.oo.
