nr,url,heimilisfang,tegund,nidurstada,spurning
Þetta gerðist:,http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN012606,Austurstræti 14,innanhússbreyting,Samþykkt. Áskilið samþykki heilbrigðisnefndar. Áskilin lokaúttekt byggingarfulltrúa.,Sótt er um leyfi til að stækka veitingastað á 1. hæð og í kjallara hússins á lóðinni nr. 14 við Austurstræti. Gjald kr. 2.250.oo.
"12606 (01.01.140.409) Austurstræti 14,",http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN012619,Baldursgata 30,Baðherbergi,Samþykkt.,Sótt er um leyfi fyrir baðherbergjum á 2. og 3. hæð hússins á lóðinni nr. 30 við Baldursgötu. Gjald kr. 2.250.oo.
"12619 (01.01.186.212) Baldursgata 30,",http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN012559,Barónsstígur 27,Áður gerð íbúð í risi.,Synjað. Fullnægir ekki ákvæðum byggingarreglugerðar.,Sótt er um að fá samþykkta íbúð á rishæð í húsinu á lóðinni nr. 27 við Barónsstíg. Gjald kr. 2.250.oo. Skoðunarskýrslur byggingarfulltrúa dags. 24.11.1995 og heilbrigðiseftirlitsins dags. 23.05.1996 fylgja erindinu.
"12559 (01.01.174.325) Barónsstígur 27,",http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN012628,Bárugata 19,br. á rishæð eftir bruna,Samþykkt.,Sótt er um leyfi til að breyta innréttingum eftir bruna í rishæð hússins á lóðinni nr. 19 við Bárugötu. Gjald kr. 2.250.oo.
"12628 (01.01.135.503) Bárugata 19,",http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN012501,Dragh 14-16 fossh 13-15,br. innra skipulagi á 3.  hæð,Frestað. Ekki er hægt að fallast á framlagða hæðarnúmeringu. Gera skal grein fyrir loftræstingu lokaðra rýma. Ákveðið að kynna fyrir meðeigenda.,Sótt er um leyfi til að breyta innra skipulagi á 3. hæð í húsinu á lóðinni nr. 14-16 við Dragháls 13-15 við Fossháls. Gjald kr. 2.250.oo. Málinu fylgir bréf Agnars Gústafssonar hrl. dags. 1. ágúst 1996 f.h. meðeigenda.
"12501 (01.04.304.504) Dragh 14-16 fossh 13-15,",http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN012620,Engjateigur 1,"innra fyrirkomul., gluggar ofl",Frestað. Gera grein fyrir lokaðri kennslustofu. Leyft að byrja.,"Sótt er um leyfi til að breyta innra fyrirkomulagi (innrétta tónlistarskóla) og breyta gluggum, opnanleg fög og þakgluggum í húsinu á lóðinni nr. 1 við Engjateig. Gjald kr. 2.250.oo."
"12620 (01.01.366.402) Engjateigur 1,",http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN012627,Fákafen 9,innrétta matsölustað,Samþykkt. Áskilið samþykki heilbrigðisnefndar.,Sótt er um leyfi til að innrétta matsölustað og setja sólskyggni fyrir ofan glugga á vesturhlið hússins á lóðinni nr. 9 við Fákafen. Gjald kr. 2.250.oo.
"12627 (01.01.463.401) Fákafen 9,",http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN012510,Gnitanes 6,gluggi á ósamþ. rými í kj.,Samþykkt. Frágangur á lóðamörkum verði gerður í samráði við lóðarhafa aðliggjandi lóða.,"Sótt er um leyfi fyrir áður gerðu rými undir bílskúr og hluta íbúðar á lóðinni nr. 6 við Gnitanes. Stærð: kjallari 137,2 ferm., 325 rúmm. Gjald kr. 2.250.oo + 7.313.oo."
"12510 (01.01.671.003) Gnitanes 6,",http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN012512,Grensásvegur 3 - 7,Raunteikningar v/eignaskipta,Samþykkt.,Sótt er um leyfi fyrir skiptingu kjallar og 1. hæðar vegna eignaskipta í húsinu á lóðinni nr. 3 við Grensásveg. Gjald kr. 2.250.oo.
"12512 (01.01.461.001) Grensásvegur 3 - 7,",http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN012615,Grænahlíð 13,setja skjólvegg á svalir,Samþykkt. Enda verði millipóstur (láréttur) í sömu hæð og svalarveggur og gler í norðurhlið.,Sótt er um leyfi til að setja upp skjólvegg á svalir 1. hæðar hússins á lóðinni nr. 13 við Grænuhlíð. Gjald kr. 2.250.oo. Samþykki meðeigenda dags. 27.06.1996 fylgir erindinu.
