nr,url,heimilisfang,tegund,nidurstada,spurning
Þetta gerðist:,http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN012977,Asparf 2-12 æsuf 2-6,Viðbygging,Samþykkt.,"Sótt er um leyfi fyrir áður gerðum garðstofum úr timbri og gleri við þakíbúðir í húsunum nr. 2 og 6 við Æsufell og fyrir skjólþaki úr timbri við þakíbúð í húsinu nr. 4 við Æsufell á lóðinni nr.  2-6 við Æsufell og 2-12 við Asparfell. Stærðir: garðstofa við hús nr. 2, 12,6 ferm., 34 rúmm., garðstofa við hús nr. 6, 11,4 ferm., 29 rúmm. Gjald kr.  2.250.oo + 1418.oo. Bréf húsfélaganna dags. 04.09.1996 fylgir erindinu."
"12977 (01.04.681.001) Asparf 2-12 æsuf 2-6,",http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN012837,Barónsstígur 27,hækkun í stigagangi velux gl.,Synjað. Uppfyllir ekki ákvæði reglugerða.,Sótt er um leyfi til þess að setja velux glugga í stigagang og fá samþykkta áður gerða íbúð í húsinu á lóðinni nr. 27 við Barónsstíg. Gjald kr. 2.250.oo. Samþykki meðeigenda fylgir erindinu. Skoðunarskýrslur byggingarfulltrúa dags. 24.11.1995 og heilbrigðiseftirlitsins dags. 23.06.1996 fylgja erindinu.
"12837 (01.01.174.325) Barónsstígur 27,",http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN012973,Bolholt 4,Raunteikningar.,Frestað. Vísað til athugasemda á umsóknarblaði.,Sótt er um að fá samþykktar teikningar af núverandi fyrirkomulagi í húsinu á lóðinni nr. 4 við Bolholt. Gjald kr. 2.250.oo.
"12973 (01.01.251.202) Bolholt 4,",http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN012976,Borgartún 26,Breytingar innanhúss,"Frestað. Brunavarnaruppdrættir eru hluti aðaluppdrátta, skila skal samræmdum aðaluppdráttum með umsókn.",Sótt er um leyfi til að breyta innréttingu 1. hæðar m.t.t eldvarna í húsinu á lóðinni nr. 26 við Borgartún. Gjald kr. 2.250.oo.
"12976 (01.01.230.001) Borgartún 26,",http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN012522,Brekkugerði 34,endursk.aðalteikn.(reyndarteik,Samþykkt.,"Sótt er um að fá samþykktar endurskoðaðar aðalteikningar nýta útgrafið rými í kjallara sem geymslu í húsinu á lóðinni nr. 34 við Brekkugerði. Stækkun niðurgrafinn gluggalaus kjallari: 22,7 ferm., 62 rúmm. Gjald kr.  2.250.oo + 1.395.oo."
"12522 (01.01.804.308) Brekkugerði 34,",http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN012966,Bíldshöfði 18,Breyting á skiptayfirlýsingu.,Frestað. Ófullnægjandi gögn. Vísað til athugasemda á umsóknarblaði.,Sótt er um leyfi fyrir breytingu m.t.t eignaskipta í húsinu á lóðinni nr. 18 við Bíldshöfða. Gjald kr. 2.250.oo.
"12966 (01.04.065.002) Bíldshöfði 18,",http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN012962,Dofraborgir 30-34,"stigi inni. gluggi,  og fleira",Samþykkt.,Sótt er um leyfi til að breyta stiga og glugga í áður samþykktu raðhúsi á lóðinni nr. 30-34 við Dofraborgir. Gjald kr. 2.250.oo.
"12962 (01.02.344.504) Dofraborgir 30-34,",http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN013002,Eldshöfði 16,tankur á lóð,Samþykkt. Áskilin lokaúttekt Vinnueftirlits ríkisins.,Sótt er um leyfi til þess að koma fyrir tank á lóð og girða hann af á lóðinni nr. 16 við Eldshöfða. Gjald kr. 2.250.oo. Bréf hönnuðar dags.  05.09.1996 fylgir erindinu.
"13002 (01.04.035.003) Eldshöfði 16,",http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN013012,Fossháls 1,br. íbúð og fl.,Frestað. Vísað til athugasemda á umsóknarblaði.,Sótt er um leyfi til þess að breyta innra fyrirkomulagi vegna breyttrar starfsemi í húsinu á lóðinni nr. 1 við Fossháls. Gjald kr. 2.250.oo.
"13012 (01.04.302.601) Fossháls 1,",http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN013004,Frostaskjól 11,samþykki á kjallaraíbúð,Samþykkt.,Sótt er um að fá samþykkta íbúð í kjallara hússins á lóðinni nr. 11 við Frostaskjól. Gjald kr. 2.250.oo.  Meðfylgjandi eru skoðunarskýrslur byggingarfulltrúa dags. 29.07.1996 og heilbrigðiseftirlitsins dags. 16.08.1996.
"13004 (01.01.515.507) Frostaskjól 11,",http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN012969,Fýlshólar 5,Steypusögun fyrir glugga.,Samþykkt.,Sótt er um leyfi til þess að breyta útliti norðurhliðar (fjölga gluggum) hússins á lóðinni nr. 5 við Fýlshóla. Gjald kr. 2.250.oo.
"12969 (01.04.641.505) Fýlshólar 5,",http://gamli.rvk.is/vefur/owa/edutils.parse_page?nafn=BN012957,Grensásvegur 8 - 10,Uppmæling á framhúsi,Frestað. Kjallararými vantar í skráningartöflu.,Sótt er um leyfi fyrir breyttu innra skipulagi (raunteikning-uppmæling) bakhúss á lóðinni nr. 8 við Grensásveg. Gjald kr. 2.250.oo.
